METRICA|VALOR|MODELO|TIPO_DE_DATOS
Informacion Mutua Normalizada (NMI)|45.83|SuperAprendizdoscapas|Prueba
Indice Kappa de Cohen|65.34|SuperAprendizdoscapas|Prueba
Precision|92.4|SuperAprendizdoscapas|Entrenamiento
Exhaustividad|92.68|SuperAprendizdoscapas|Entrenamiento
Puntuacion F1|91.67|SuperAprendizdoscapas|Entrenamiento
Exactitud|92.68|SuperAprendizdoscapas|Entrenamiento
Informacion Mutua Normalizada (NMI)|76.68|SuperAprendizdoscapas|Entrenamiento
Indice Kappa de Cohen|87.3|SuperAprendizdoscapas|Entrenamiento
Mejores Hiperparametros|Estimador: Extratrees, Hiperparametros: {'bootstrap': False, 'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'entropy', 'max_depth': None, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 4, 'min_weight_fraction_leaf': 0.0, 'monotonic_cst': None, 'n_estimators': 100, 'n_jobs': None, 'oob_score': False, 'random_state': None, 'verbose': 0, 'warm_start': False}, Estimador: Random Forest, Hiperparametros: {'bootstrap': True, 'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'log_loss', 'max_depth': None, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 10, 'min_weight_fraction_leaf': 0.0, 'monotonic_cst': None, 'n_estimators': 100, 'n_jobs': None, 'oob_score': False, 'random_state': None, 'verbose': 0, 'warm_start': False}, Estimador: Bagging, Hiperparametros: {'bootstrap': True, 'bootstrap_features': True, 'estimator': None, 'max_features': 0.75, 'max_samples': 0.8, 'n_estimators': 750, 'n_jobs': None, 'oob_score': False, 'random_state': None, 'verbose': 0, 'warm_start': False}, Estimador: Decision tree, Hiperparametros: {'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': 4, 'max_features': 5, 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 6, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'monotonic_cst': None, 'random_state': 2, 'splitter': 'random'}|SuperAprendizdoscapas|Hiperparametros del modelo
Precision|76.48|RedNeuronal|Prueba
Exhaustividad|81.9|RedNeuronal|Prueba
Puntuacion F1|78.09|RedNeuronal|Prueba
Exactitud|81.9|RedNeuronal|Prueba
Informacion Mutua Normalizada (NMI)|46.71|RedNeuronal|Prueba
Indice Kappa de Cohen|67.05|RedNeuronal|Prueba
Precision|75.12|RedNeuronal|Entrenamiento
Exhaustividad|81.36|RedNeuronal|Entrenamiento
Puntuacion F1|77.14|RedNeuronal|Entrenamiento
Exactitud|81.36|RedNeuronal|Entrenamiento
Informacion Mutua Normalizada (NMI)|46.69|RedNeuronal|Entrenamiento
Indice Kappa de Cohen|66.28|RedNeuronal|Entrenamiento
Hiperparametros|input_size=16, hidden_size=155, num_classes=5, num_epochs=100, learning_rate=0.0015|RedNeuronal|Entrenamiento
