METRICA|VALOR|MODELO|TIPO_DE_DATOS
Informacion Mutua Normalizada (NMI)|45.45|SuperAprendizdoscapas|Prueba
Indice Kappa de Cohen|68.28|SuperAprendizdoscapas|Prueba
Precision|88.78|SuperAprendizdoscapas|Entrenamiento
Exhaustividad|91.68|SuperAprendizdoscapas|Entrenamiento
Puntuacion F1|90.15|SuperAprendizdoscapas|Entrenamiento
Exactitud|91.68|SuperAprendizdoscapas|Entrenamiento
Informacion Mutua Normalizada (NMI)|71.43|SuperAprendizdoscapas|Entrenamiento
Indice Kappa de Cohen|84.61|SuperAprendizdoscapas|Entrenamiento
Mejores Hiperparametros|Estimador: Extratrees, Hiperparametros: {'bootstrap': False, 'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'entropy', 'max_depth': None, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 6, 'min_weight_fraction_leaf': 0.0, 'monotonic_cst': None, 'n_estimators': 100, 'n_jobs': None, 'oob_score': False, 'random_state': None, 'verbose': 0, 'warm_start': False}, Estimador: Random Forest, Hiperparametros: {'bootstrap': True, 'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': None, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 3, 'min_samples_split': 10, 'min_weight_fraction_leaf': 0.0, 'monotonic_cst': None, 'n_estimators': 100, 'n_jobs': None, 'oob_score': False, 'random_state': None, 'verbose': 0, 'warm_start': False}, Estimador: Bagging, Hiperparametros: {'bootstrap': True, 'bootstrap_features': True, 'estimator': None, 'max_features': 0.75, 'max_samples': 0.75, 'n_estimators': 750, 'n_jobs': None, 'oob_score': False, 'random_state': None, 'verbose': 0, 'warm_start': False}, Estimador: Decision tree, Hiperparametros: {'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': 6, 'max_features': 4, 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 2, 'min_samples_split': 5, 'min_weight_fraction_leaf': 0.0, 'monotonic_cst': None, 'random_state': 2, 'splitter': 'best'}|SuperAprendizdoscapas|Hiperparametros del modelo
Precision|79.3|RedNeuronal|Prueba
Exhaustividad|82.65|RedNeuronal|Prueba
Puntuacion F1|80.62|RedNeuronal|Prueba
Exactitud|82.65|RedNeuronal|Prueba
Informacion Mutua Normalizada (NMI)|43.4|RedNeuronal|Prueba
Indice Kappa de Cohen|66.05|RedNeuronal|Prueba
Precision|81.22|RedNeuronal|Entrenamiento
Exhaustividad|84.49|RedNeuronal|Entrenamiento
Puntuacion F1|82.57|RedNeuronal|Entrenamiento
Exactitud|84.49|RedNeuronal|Entrenamiento
Informacion Mutua Normalizada (NMI)|49.76|RedNeuronal|Entrenamiento
Indice Kappa de Cohen|70.77|RedNeuronal|Entrenamiento
Hiperparametros|input_size=21, hidden_size=155, num_classes=5, num_epochs=100, learning_rate=0.0015|RedNeuronal|Entrenamiento
