METRICA|VALOR|MODELO|TIPO_DE_DATOS
Informacion Mutua Normalizada (NMI)|54.05|SuperAprendizdoscapas|Prueba
Indice Kappa de Cohen|75.29|SuperAprendizdoscapas|Prueba
Precision|90.14|SuperAprendizdoscapas|Entrenamiento
Exhaustividad|94.24|SuperAprendizdoscapas|Entrenamiento
Puntuacion F1|92.14|SuperAprendizdoscapas|Entrenamiento
Exactitud|94.24|SuperAprendizdoscapas|Entrenamiento
Informacion Mutua Normalizada (NMI)|82.7|SuperAprendizdoscapas|Entrenamiento
Indice Kappa de Cohen|89.45|SuperAprendizdoscapas|Entrenamiento
Mejores Hiperparametros|Estimador: Extratrees, Hiperparametros: {'bootstrap': False, 'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'entropy', 'max_depth': None, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 3, 'min_weight_fraction_leaf': 0.0, 'monotonic_cst': None, 'n_estimators': 100, 'n_jobs': None, 'oob_score': False, 'random_state': None, 'verbose': 0, 'warm_start': False}, Estimador: Random Forest, Hiperparametros: {'bootstrap': True, 'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': None, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 4, 'min_weight_fraction_leaf': 0.0, 'monotonic_cst': None, 'n_estimators': 100, 'n_jobs': None, 'oob_score': False, 'random_state': None, 'verbose': 0, 'warm_start': False}, Estimador: Bagging, Hiperparametros: {'bootstrap': True, 'bootstrap_features': True, 'estimator': None, 'max_features': 0.75, 'max_samples': 0.7, 'n_estimators': 750, 'n_jobs': None, 'oob_score': False, 'random_state': None, 'verbose': 0, 'warm_start': False}, Estimador: Decision tree, Hiperparametros: {'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': 4, 'max_features': 4, 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 4, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'monotonic_cst': None, 'random_state': 3, 'splitter': 'best'}|SuperAprendizdoscapas|Hiperparametros del modelo
Precision|84.09|RedNeuronal|Prueba
Exhaustividad|88.11|RedNeuronal|Prueba
Puntuacion F1|84.39|RedNeuronal|Prueba
Exactitud|88.11|RedNeuronal|Prueba
Informacion Mutua Normalizada (NMI)|59.34|RedNeuronal|Prueba
Indice Kappa de Cohen|77.48|RedNeuronal|Prueba
Precision|85.2|RedNeuronal|Entrenamiento
Exhaustividad|87.22|RedNeuronal|Entrenamiento
Puntuacion F1|83.43|RedNeuronal|Entrenamiento
Exactitud|87.22|RedNeuronal|Entrenamiento
Informacion Mutua Normalizada (NMI)|57.56|RedNeuronal|Entrenamiento
Indice Kappa de Cohen|75.63|RedNeuronal|Entrenamiento
Hiperparametros|input_size=17, hidden_size=155, num_classes=5, num_epochs=100, learning_rate=0.0015|RedNeuronal|Entrenamiento
