METRICA|VALOR|MODELO|TIPO_DE_DATOS
Informacion Mutua Normalizada (NMI)|30.2|SuperAprendizdoscapas|Prueba
Indice Kappa de Cohen|50.65|SuperAprendizdoscapas|Prueba
Precision|79.82|SuperAprendizdoscapas|Entrenamiento
Exhaustividad|81.92|SuperAprendizdoscapas|Entrenamiento
Puntuacion F1|78.72|SuperAprendizdoscapas|Entrenamiento
Exactitud|81.92|SuperAprendizdoscapas|Entrenamiento
Informacion Mutua Normalizada (NMI)|50.07|SuperAprendizdoscapas|Entrenamiento
Indice Kappa de Cohen|67.84|SuperAprendizdoscapas|Entrenamiento
Mejores Hiperparametros|Estimador: Extratrees, Hiperparametros: {'bootstrap': False, 'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'entropy', 'max_depth': None, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 3, 'min_samples_split': 7, 'min_weight_fraction_leaf': 0.0, 'monotonic_cst': None, 'n_estimators': 100, 'n_jobs': None, 'oob_score': False, 'random_state': None, 'verbose': 0, 'warm_start': False}, Estimador: Random Forest, Hiperparametros: {'bootstrap': True, 'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': None, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 5, 'min_samples_split': 15, 'min_weight_fraction_leaf': 0.0, 'monotonic_cst': None, 'n_estimators': 100, 'n_jobs': None, 'oob_score': False, 'random_state': None, 'verbose': 0, 'warm_start': False}, Estimador: Bagging, Hiperparametros: {'bootstrap': True, 'bootstrap_features': True, 'estimator': None, 'max_features': 0.8, 'max_samples': 0.7, 'n_estimators': 750, 'n_jobs': None, 'oob_score': False, 'random_state': None, 'verbose': 0, 'warm_start': False}, Estimador: Decision tree, Hiperparametros: {'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': 2, 'max_features': 6, 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'monotonic_cst': None, 'random_state': 2, 'splitter': 'best'}|SuperAprendizdoscapas|Hiperparametros del modelo
Precision|70.69|RedNeuronal|Prueba
Exhaustividad|71.63|RedNeuronal|Prueba
Puntuacion F1|66.64|RedNeuronal|Prueba
Exactitud|71.63|RedNeuronal|Prueba
Informacion Mutua Normalizada (NMI)|30.47|RedNeuronal|Prueba
Indice Kappa de Cohen|51.68|RedNeuronal|Prueba
Precision|73.76|RedNeuronal|Entrenamiento
Exhaustividad|77.52|RedNeuronal|Entrenamiento
Puntuacion F1|73.66|RedNeuronal|Entrenamiento
Exactitud|77.52|RedNeuronal|Entrenamiento
Informacion Mutua Normalizada (NMI)|40.57|RedNeuronal|Entrenamiento
Indice Kappa de Cohen|59.91|RedNeuronal|Entrenamiento
Hiperparametros|input_size=20, hidden_size=155, num_classes=5, num_epochs=100, learning_rate=0.0015|RedNeuronal|Entrenamiento
