NUMERO;ID;GENERO;TIPO_COLEGIO;LOCALIDAD_COLEGIO;CALENDARIO;MUNICIPIO;DEPARTAMENTO;PG_ICFES;CON_MAT_ICFES;APT_MAT_ICFES;FISICA_ICFES;QUIMICA_ICFES;APT_VERB_ICFES;LITERATURA_ICFES;BIOLOGIA_ICFES;SOCIALES_ICFES;FILOSOFIA_ICFES;IDIOMA_ICFES;LOCALIDAD;DISTANCIA;INSCRIPCION;ESTRATO;ANO_INGRESO;CORTE_INGRESO;PROMEDIO_UNO;CAR_UNO;NCC_UNO;NCA_UNO;NCP_UNO;NAC_UNO;NAA_UNO;NAP_UNO;EPA_UNO;PROMEDIO_DOS;CAR_DOS;NCC_DOS;NCA_DOS;NCP_DOS;NAC_DOS;NAA_DOS;NAP_DOS;EPA_DOS;PROMEDIO_TRES;CAR_TRES;NCC_TRES;NCA_TRES;NCP_TRES;NAC_TRES;NAA_TRES;NAP_TRES;EPA_TRES;PROMEDIO_CUATRO;CAR_CUATRO;NCC_CUATRO;NCA_CUATRO;NCP_CUATRO;NAC_CUATRO;NAA_CUATRO;NAP_CUATRO;EPA_CUATRO;PROMEDIO_CINCO;CAR_CINCO;NCC_CINCO;NCA_CINCO;NCP_CINCO;NAC_CINCO;NAA_CINCO;NAP_CINCO;EPA_CINCO;PROMEDIO_SEIS;CAR_SEIS;NCC_SEIS;NCA_SEIS;NCP_SEIS;NAC_SEIS;NAA_SEIS;NAP_SEIS;EPA_SEIS;PROMEDIO_SIETE;CAR_SIETE;NCC_SIETE;NCA_SIETE;NCP_SIETE;NAC_SIETE;NAA_SIETE;NAP_SIETE;EPA_SIETE;PROMEDIO_OCHO;CAR_OCHO;NCC_OCHO;NCA_OCHO;NCP_OCHO;NAC_OCHO;NAA_OCHO;NAP_OCHO;EPA_OCHO;PROMEDIO_NUEVE;CAR_NUEVE;NCC_NUEVE;NCA_NUEVE;NCP_NUEVE;NAC_NUEVE;NAA_NUEVE;NAP_NUEVE;EPA_NUEVE;PROMEDIO_DIEZ;CAR_DIEZ;NCC_DIEZ;NCA_DIEZ;NCP_DIEZ;NAC_DIEZ;NAA_DIEZ;NAP_DIEZ;EPA_DIEZ;SEMESTRES_CURSADOS;ESTADO_FINAL;NOTA_DIF;VECES_DIF;CREDITOS_DIF;NOTA_FIS_UNO;VECES_FIS_UNO;CREDITOS_FIS_UNO;NOTA_CFJC;VECES_CFJC;CREDITOS_CFJC;NOTA_TEXTOS;VECES_TEXTOS;CREDITOS_TEXTOS;NOTA_SEM;VECES_SEM;CREDITOS_SEM;NOTA_PROGB;VECES_PROGB;CREDITOS_PROGB;NOTA_ALGEBRA;VECES_ALGEBRA;CREDITOS_ALGEBRA;NOTA_INT;VECES_INT;CREDITOS_INT;NOTA_DEM;VECES_DEM;CREDITOS_DEM;NOTA_POO;VECES_POO;CREDITOS_POO;NOTA_FIS_DOS;VECES_FIS_DOS;CREDITOS_FIS_DOS;NOTA_CIR_UNO;VECES_CIR_UNO;CREDITOS_CIR_UNO;NOTA_EYB;VECES_EYB;CREDITOS_EYB;NOTA_HCI;VECES_HCI;CREDITOS_HCI;NOTA_MULTI;VECES_MULTI;CREDITOS_MULTI;NOTA_CIR_DOS;VECES_CIR_DOS;CREDITOS_CIR_DOS;NOTA_FIS_TRES;VECES_FIS_TRES;CREDITOS_FIS_TRES;NOTA_ECUA;VECES_ECUA;CREDITOS_ECUA;NOTA_EL_UNO;VECES_EL_UNO;CREDITOS_EL_UNO;NOTA_TERMO;VECES_TERMO;CREDITOS_TERMO;NOTA_MPI;VECES_MPI;CREDITOS_MPI;NOTA_PYE;VECES_PYE;CREDITOS_PYE;NOTA_ELD;VECES_ELD;CREDITOS_ELD;NOTA_EL_DOS;VECES_EL_DOS;CREDITOS_EL_DOS;NOTA_CIR_TRES;VECES_CIR_TRES;CREDITOS_CIR_TRES;NOTA_GEE;VECES_GEE;CREDITOS_GEE;NOTA_ME;VECES_ME;CREDITOS_ME;NOTA_EE_UNO;VECES_EE_UNO;CREDITOS_EE_UNO;NOTA_IYM;VECES_IYM;CREDITO_IYM;NOTA_ASD;VECE_ASD;CREDITOS_ASD;NOTA_CEM;VECES_CEM;CREDITOS_CEM;NOTA_INSE;VECES_INSE;CREDITOS_INSE;NOTA_GENH;VECES_GENH;CREDITOS_GENH;NOTA_IO_UNO;VECES_IO_UNO;CREDITOS_IO_UNO;NOTA_INGECO;VECES_INGECO;CREDITOS_INGECO;NOTA_DDP;VECES_DDP;CREDITOS_DDP;NOTA_IO_DOS;VECES_IO_DOS;CREDITOS_IO_DOS;NOTA_CONEM;VECES_CONEM;CREDITOS_CONEM;NOTA_TDE;VECES_TDE;CREDITOS_TDE;NOTAS_RDC;VECES_RDC;CREDITOS_RDC;NOTA_CTRL;VECES_CTRL;CREDITOS_CTRL;NOTA_L_UNO;VECES_L_UNO;CREDITOS_L_UNO;NOTA_EI_UNO;VECES_EI_UNO;CREDITOS_EI_UNO;NOTA_ECO;VECES_ECO;CREDITOS_ECO;NOTA_AUTO;VECES_AUTO;CREDITOS_AUTO;NOTA_MAQEL;VECES_MAQEL;CREDITOS_MAQEL;NOTA_ELECPOT;VECES_ELECPOT;CREDITOS_ELECPOT;NOTA_ASP;VECES_ASP;CREDITOS_ASP;NOTA_EI_DOS;VECES_EI_DOS;CREDITOS_EI_DOS;NOTA_L_DOS;VECES_L_DOS;CREDITOS_L_DOS;NOTA_HIST;VECES_HIST;CREDITOS_HIST;NOTA_CCON;VECES_CCON;CREDITOS_CCON;NOTA_FGEP;VECES_FGEP;CREDITOS_FGEP;NOTA_SUBEL;VECES_SUBEL;CREDITOS_SUBEL;NOTA_AIELEC;VECES_AIELEC;CREDITOS_AIELEC;NOTA_EI_TRES;VECES_EI_TRES;CREDITOS_EI_TRES;NOTA_L_TRES;VECES_L_TRES;CREDITOS_L_TRES;NOTA_EE_DOS;VECES_EE_DOS;CREDITOS_EE_DOS;NOTA_EI_CUATRO;VECES_EI_CUATRO;CREDITOS_EI_CUATRO;NOTA_HSE;VECES_HSE;CREDITOS_HSE;NOTA_ADMIN;VECES_ADMIN;CREDITOS_ADMIN;NOTA_PROTELEC;VECES_PROTELEC;CREDITOS_PROTELEC;NOTA_TGUNO;VECES_TGUNO;CREDITOS_TGUNO;NOTA_EE_TRES;VECES_EE_TRES;CREDITOS_EE_TRES;NOTA_EI_CINCO;VECES_EI_CINCO;CREDITOS_EI_CINCO;NOTA_EI_SEIS;VECES_EI_SEIS;CREDITOS_EI_SEIS;NOTA_TGDOS;VECES_TGDOS;CREDITOS_TGDOS;NAR_TOTAL;NAC_TOTAL;NAA_TOTAL;NAP_TOTAL;NSC_TOTAL;PROMEDIO_TOTAL
1586;3,19061E+19;0;2;15;1;20;5;431;71;71;66;65;52;52;64;61;52;54;8;3;10;3;2016;1;9,238095238;5;42;4;38;17;2;15;2;11,5;2;8;1;7;5;1;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;5;23;3;4;36;2;3;16;3;1;20;4;2;45;1;1;9;1;3;20;3;3;0;0;3;36;2;1;0;0;3;0;0;3;0;0;3;28;3;2;0;0;1;0;0;3;0;0;3;0;0;3;0;0;3;0;0;3;0;0;3;0;0;2;0;0;2;0;0;3;0;0;3;0;0;2;0;0;2;0;0;3;0;0;3;0;0;3;0;0;2;0;0;3;0;0;2;0;0;2;0;0;2;0;0;2;0;0;3;0;0;2;0;0;3;0;0;3;0;0;2;0;0;2;0;0;2;0;0;3;0;0;2;0;0;2;0;0;3;0;0;3;0;0;3;0;0;3;0;0;2;0;0;2;0;0;1;0;0;2;0;0;3;0;0;2;0;0;3;0;0;2;0;0;2;0;0;3;0;0;1;0;0;2;0;0;2;0;0;2;0;0;2;0;0;3;0;0;3;0;0;2;7;22;3;19;6;2,073809524
1587;3,19061E+19;0;1;20;1;22;34;414;67;67;65;55;67;67;57;61;42;55;1;5;10;1;2016;1;11,64705882;0;17;1;16;7;1;6;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;5;5;1;4;14;1;3;0;1;1;0;1;2;43;1;1;10;1;3;21;1;3;0;0;3;0;0;1;0;0;3;0;0;3;0;0;3;0;0;2;0;0;1;0;0;3;0;0;3;0;0;3;0;0;3;0;0;3;0;0;3;0;0;2;0;0;2;0;0;3;0;0;3;0;0;2;0;0;2;0;0;3;0;0;3;0;0;3;0;0;2;0;0;3;0;0;2;0;0;2;0;0;2;0;0;2;0;0;3;0;0;2;0;0;3;0;0;3;0;0;2;0;0;2;0;0;2;0;0;3;0;0;2;0;0;2;0;0;3;0;0;3;0;0;3;0;0;3;0;0;2;0;0;2;0;0;1;0;0;2;0;0;3;0;0;2;0;0;3;0;0;2;0;0;2;0;0;3;0;0;1;0;0;2;0;0;2;0;0;2;0;0;2;0;0;3;0;0;3;0;0;2;0;7;1;6;10;1,164705882
1588;3,19061E+19;0;0;11;0;0;0;363;76;0;0;0;0;65;67;84;0;67;8;3;10;3;2016;1;36,4;0;10;10;0;5;5;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;5;0;0;4;31;1;3;42;1;1;39;1;2;43;1;1;36;1;3;0;0;3;0;0;3;0;0;1;0;0;3;0;0;3;0;0;3;0;0;2;0;0;1;0;0;3;0;0;3;0;0;3;0;0;3;0;0;3;0;0;3;0;0;2;0;0;2;0;0;3;0;0;3;0;0;2;0;0;2;0;0;3;0;0;3;0;0;3;0;0;2;0;0;3;0;0;2;0;0;2;0;0;2;0;0;2;0;0;3;0;0;2;0;0;3;0;0;3;0;0;2;0;0;2;0;0;2;0;0;3;0;0;2;0;0;2;0;0;3;0;0;3;0;0;3;0;0;3;0;0;2;0;0;2;0;0;1;0;0;2;0;0;3;0;0;2;0;0;3;0;0;2;0;0;2;0;0;3;0;0;1;0;0;2;0;0;2;0;0;2;0;0;2;0;0;3;0;0;3;0;0;2;0;5;5;0;2;3,64
1589;3,19061E+19;1;0;10;0;0;0;365;78;0;0;0;0;77;63;72;0;79;10;3;10;3;2016;1;20,70588235;0;17;4;13;7;2;5;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;5;7;1;4;17;1;3;17;1;1;22;1;2;44;1;1;34;1;3;22;1;3;0;0;3;0;0;1;0;0;3;0;0;3;0;0;3;0;0;2;0;0;1;0;0;3;0;0;3;0;0;3;0;0;3;0;0;3;0;0;3;0;0;2;0;0;2;0;0;3;0;0;3;0;0;2;0;0;2;0;0;3;0;0;3;0;0;3;0;0;2;0;0;3;0;0;2;0;0;2;0;0;2;0;0;2;0;0;3;0;0;2;0;0;3;0;0;3;0;0;2;0;0;2;0;0;2;0;0;3;0;0;2;0;0;2;0;0;3;0;0;3;0;0;3;0;0;3;0;0;2;0;0;2;0;0;1;0;0;2;0;0;3;0;0;2;0;0;3;0;0;2;0;0;2;0;0;3;0;0;1;0;0;2;0;0;2;0;0;2;0;0;2;0;0;3;0;0;3;0;0;2;0;7;2;5;1;2,070588235
1590;3,19061E+19;0;0;20;0;0;0;300;67;0;0;0;0;53;67;55;0;54;20;6;7;1;2016;1;4,6;6;60;1;59;22;1;21;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;5;8;4;4;16;3;3;15;2;1;8;4;2;45;1;1;27;4;3;13;4;3;0;0;3;0;0;1;0;0;3;0;0;3;0;0;3;0;0;2;0;0;1;0;0;3;0;0;3;0;0;3;0;0;3;0;0;3;0;0;3;0;0;2;0;0;2;0;0;3;0;0;3;0;0;2;0;0;2;0;0;3;0;0;3;0;0;3;0;0;2;0;0;3;0;0;2;0;0;2;0;0;2;0;0;2;0;0;3;0;0;2;0;0;3;0;0;3;0;0;2;0;0;2;0;0;2;0;0;3;0;0;2;0;0;2;0;0;3;0;0;3;0;0;3;0;0;3;0;0;2;0;0;2;0;0;1;0;0;2;0;0;3;0;0;2;0;0;3;0;0;2;0;0;2;0;0;3;0;0;1;0;0;2;0;0;2;0;0;2;0;0;2;0;0;3;0;0;3;0;0;2;6;22;1;21;10;0,46
1591;3,19061E+19;0;0;16;0;0;0;357;83;0;0;0;0;72;73;64;0;52;16;2;7;3;2016;1;39,2;0;15;15;0;6;6;0;1;25,61904762;2;21;16;5;9;7;2;2;34,83333333;0;18;18;0;6;6;0;1;35,46153846;0;13;13;0;5;5;0;1;35,58333333;0;12;12;0;5;5;0;1;28,28571429;0;7;2;5;3;1;2;2;41;0;2;2;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;2;35;1;4;32;1;3;37;1;1;0;0;2;45;1;1;50;1;3;40;1;3;32;1;3;35;1;1;37;1;3;32;1;3;33;2;3;33;2;2;35;1;1;32;1;3;32;1;3;32;1;3;39;1;3;39;1;3;35;1;3;0;0;2;0;0;2;32;1;3;43;1;3;37;1;2;30;1;2;34;1;3;0;0;3;32;1;3;0;0;2;37;1;3;40;1;2;30;1;2;40;1;2;34;1;2;26;1;3;26;1;2;0;0;3;0;0;3;0;0;2;0;0;2;41;1;2;0;0;3;0;0;2;0;0;2;0;0;3;0;0;3;0;0;3;0;0;3;0;0;2;0;0;2;0;0;1;0;0;2;0;0;3;0;0;2;0;0;3;0;0;2;0;0;2;0;0;3;0;0;1;0;0;2;0;0;2;0;0;2;0;0;2;0;0;3;0;0;3;0;0;2;2;35;31;4;10;23,9982967
1592;3,19061E+19;0;0;20;0;0;0;293;70;0;0;0;0;53;57;57;0;52;20;6;2;1;2016;1;25,44444444;2;27;17;10;10;7;3;2;35,1875;0;16;16;0;7;7;0;1;33;0;18;15;3;6;5;1;1;34,66666667;0;9;9;0;3;3;0;1;23;0;3;0;3;1;0;1;2;30;0;2;2;0;1;1;0;2;13,66666667;1;6;2;4;3;1;2;2;38;0;3;3;0;2;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;2;44;2;4;40;3;3;43;1;1;41;1;2;44;1;1;44;1;3;30;1;3;37;1;3;39;1;1;33;1;3;34;1;3;32;1;3;39;1;2;38;1;1;36;1;3;25;1;3;34;1;3;39;1;3;33;1;3;31;1;3;0;0;2;0;0;2;42;1;3;31;1;3;0;0;2;0;0;2;31;1;3;0;0;3;0;0;3;0;0;2;23;1;3;0;0;2;0;0;2;0;0;2;30;1;2;0;0;3;0;0;2;0;0;3;0;0;3;0;0;2;0;0;2;41;1;2;0;0;3;0;2;2;0;0;2;0;0;3;0;0;3;0;0;3;0;0;3;0;0;2;33;1;2;48;1;1;0;0;2;0;0;3;0;0;2;0;0;3;0;0;2;0;0;2;0;0;3;0;0;1;0;0;2;0;0;2;0;0;2;0;0;2;0;0;3;0;0;3;0;0;2;3;33;26;7;10;23,29652778
1593;3,19061E+19;0;0;7;0;0;0;287;52;0;0;0;0;65;55;62;0;44;7;5;5;2;2016;1;29,26086957;1;23;17;6;9;7;2;2;24,5;1;22;16;6;9;7;2;2;27,85714286;1;21;18;3;7;6;1;2;31,83333333;0;12;12;0;5;5;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39;0;2;2;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;2;44;1;4;38;3;3;38;1;1;40;1;2;43;1;1;41;1;3;33;1;3;30;3;3;41;1;1;40;1;3;31;1;3;30;1;3;32;1;2;41;1;1;30;1;3;30;2;3;31;1;3;38;1;3;36;1;3;30;1;3;0;0;2;30;1;2;0;0;3;31;1;3;32;1;2;36;1;2;31;1;3;0;0;3;0;0;3;0;0;2;0;0;3;0;0;2;0;0;2;0;0;2;0;0;2;0;0;3;0;0;2;0;0;3;0;0;3;0;0;2;0;0;2;39;1;2;0;0;3;0;0;2;0;0;2;0;0;3;0;0;3;0;0;3;0;0;3;0;0;2;0;0;2;0;0;1;0;0;2;0;0;3;0;0;2;0;0;3;0;0;2;0;0;2;0;0;3;0;0;1;0;0;2;0;0;2;0;0;2;0;0;2;0;0;3;0;0;3;0;0;2;3;31;26;5;10;15,24513458
1594;3,19061E+19;0;0;1;0;0;0;342;72;0;0;0;0;72;73;59;0;60;11;5;10;3;2016;1;21,88888889;3;27;17;10;12;7;5;2;20,73913043;3;23;15;8;9;6;3;2;21,85714286;2;21;9;12;7;3;4;2;25;0;2;0;2;1;0;1;2;0;0;0;0;0;0;0;0;0;15,5;1;4;2;2;2;1;1;2;39;0;2;2;0;1;1;0;1;48;0;1;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;30;2;4;30;2;3;34;4;1;36;1;2;44;1;1;45;1;3;32;1;3;30;1;3;0;0;1;34;2;3;35;1;3;30;2;3;30;2;2;30;1;1;26;2;3;28;1;3;35;1;3;34;1;3;0;0;3;30;2;3;0;0;2;25;1;2;0;0;3;0;0;3;0;0;2;0;0;2;0;0;3;0;0;3;0;0;3;0;0;2;0;0;3;0;0;2;0;0;2;0;0;2;31;2;2;0;0;3;0;0;2;0;0;3;0;0;3;0;0;2;0;0;2;39;1;2;0;0;3;0;0;2;0;0;2;0;0;3;0;0;3;0;0;3;0;0;3;0;0;2;0;0;2;48;1;1;0;0;2;0;0;3;0;0;2;0;0;3;0;0;2;0;0;2;0;0;3;0;0;1;0;0;2;0;0;2;0;0;2;0;0;2;0;0;3;0;0;3;0;0;2;9;33;19;14;1;19,19851622
1595;3,19061E+19;0;0;20;0;0;0;322;77;0;0;0;0;55;70;60;0;52;20;6;10;3;2016;1;25,8;0;10;5;5;5;3;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;5;0;0;4;30;1;3;38;1;1;10;1;2;44;1;1;22;1;3;0;0;3;0;0;3;0;0;1;0;0;3;0;0;3;0;0;3;0;0;2;0;0;1;0;0;3;0;0;3;0;0;3;0;0;3;0;0;3;0;0;3;0;0;2;0;0;2;0;0;3;0;0;3;0;0;2;0;0;2;0;0;3;0;0;3;0;0;3;0;0;2;0;0;3;0;0;2;0;0;2;0;0;2;0;0;2;0;0;3;0;0;2;0;0;3;0;0;3;0;0;2;0;0;2;0;0;2;0;0;3;0;0;2;0;0;2;0;0;3;0;0;3;0;0;3;0;0;3;0;0;2;0;0;2;0;0;1;0;0;2;0;0;3;0;0;2;0;0;3;0;0;2;0;0;2;0;0;3;0;0;1;0;0;2;0;0;2;0;0;2;0;0;2;0;0;3;0;0;3;0;0;2;0;5;3;2;2;2,58
1596;3,19061E+19;0;0;1;0;0;0;325;79;0;0;0;0;61;65;54;0;67;1;5;10;2;2016;1;37,64705882;0;17;17;0;7;7;0;1;27,63636364;2;22;13;9;9;6;3;2;33;0;3;3;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37;0;2;2;0;1;1;0;1;41;0;2;2;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;7;40;1;4;31;1;3;39;1;1;39;1;2;45;1;1;42;1;3;33;1;3;35;2;3;42;1;1;44;1;3;33;1;3;28;2;3;50;1;2;46;1;1;0;0;3;0;0;3;33;1;3;0;0;3;0;0;3;0;0;3;0;0;2;0;0;2;0;0;3;0;0;3;0;0;2;0;0;2;0;0;3;0;0;3;0;0;3;0;0;2;0;0;3;0;0;2;0;0;2;0;0;2;0;0;2;0;0;3;0;0;2;0;0;3;0;0;3;0;0;2;0;0;2;37;1;2;0;0;3;0;0;2;0;0;2;0;0;3;0;0;3;0;0;3;0;0;3;0;0;2;41;1;2;0;0;1;0;0;2;0;0;3;0;0;2;0;0;3;0;0;2;0;0;2;0;0;3;0;0;1;0;0;2;0;0;2;0;0;2;0;0;2;0;0;3;0;0;3;0;0;2;2;19;16;3;2;17,62834225
1597;3,19061E+19;0;0;8;0;0;0;329;72;0;0;0;0;62;70;59;0;67;8;3;10;3;2016;1;41,64705882;0;17;17;0;7;7;0;1;35,42105263;1;19;16;3;8;7;1;1;42,16666667;0;18;18;0;6;6;0;1;41,76470588;0;17;17;0;7;7;0;1;38,35714286;0;14;12;2;6;5;1;1;21;1;4;2;2;2;1;1;2;0;0;0;0;0;0;0;0;0;38;0;1;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;43;1;4;30;1;3;43;1;1;46;1;2;44;1;1;41;1;3;48;1;3;36;1;3;43;1;1;46;1;3;42;1;3;36;2;3;50;1;2;50;1;1;41;1;3;41;1;3;42;1;3;40;1;3;43;1;3;46;1;3;48;1;2;41;1;2;44;1;3;43;1;3;41;1;2;42;1;2;35;1;3;0;0;3;35;1;3;29;1;2;34;1;3;40;1;2;46;1;2;50;1;2;42;2;2;0;0;3;0;0;2;0;0;3;0;0;3;0;0;2;0;0;2;0;0;2;0;0;3;0;0;2;0;0;2;0;0;3;0;0;3;0;0;3;0;0;3;0;0;2;0;0;2;38;1;1;0;0;2;0;0;3;0;0;2;0;0;3;0;0;2;0;0;2;0;0;3;0;0;1;0;0;2;0;0;2;0;0;2;0;0;2;0;0;3;0;0;3;0;0;2;2;37;34;3;1;25,83566269
1598;3,19061E+19;0;0;2;0;0;0;334;68;0;0;0;0;60;71;60;0;91;9;4;10;4;2016;1;20,14285714;4;28;17;11;12;7;5;2;21,12;2;25;13;12;10;6;4;2;32,33333333;0;9;9;0;3;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;1;6;0;6;3;0;3;2;0;0;0;0;0;0;0;0;0;38;0;1;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;5;35;2;4;32;2;3;39;3;1;30;2;2;37;1;1;34;1;3;30;1;3;30;2;3;38;1;1;35;1;3;31;1;3;28;3;3;37;1;2;44;1;1;30;1;3;0;0;3;31;1;3;0;0;3;0;0;3;36;1;3;0;0;2;0;0;2;0;0;3;0;0;3;0;0;2;0;0;2;0;0;3;0;0;3;0;0;3;0;0;2;0;0;3;0;0;2;0;0;2;0;0;2;24;3;2;0;0;3;0;0;2;0;0;3;0;0;3;0;0;2;0;0;2;0;0;2;0;0;3;0;0;2;0;0;2;0;0;3;0;0;3;0;0;3;0;0;3;0;0;2;0;0;2;38;1;1;0;0;2;0;0;3;0;0;2;0;0;3;0;0;2;0;0;2;0;0;3;0;0;1;0;0;2;0;0;2;0;0;2;0;0;2;0;0;3;0;0;3;0;0;2;7;29;17;12;3;11,95961905
1599;3,19061E+19;0;0;7;0;0;0;336;72;0;0;0;0;61;67;70;0;64;8;3;10;1;2016;1;26,52173913;1;23;17;6;9;7;2;2;27,36842105;1;19;16;3;8;7;1;2;24,5;2;24;18;6;8;6;2;2;26,625;0;8;3;5;3;1;2;2;0;0;0;0;0;0;0;0;0;13;1;4;0;4;2;0;2;2;33;0;2;2;0;1;1;0;1;41,2;0;5;5;0;3;3;0;1;32;0;1;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;8;2;30;1;4;33;3;3;40;1;1;37;1;2;37;1;1;43;1;3;37;1;3;31;1;3;39;1;1;30;2;3;31;1;3;31;1;3;39;1;2;34;1;1;37;1;3;33;1;3;31;1;3;33;1;3;31;2;3;31;2;3;0;0;2;27;1;2;0;0;3;23;1;3;0;0;2;0;0;2;30;1;3;0;0;3;0;0;3;0;0;2;0;0;3;0;0;2;0;0;2;0;0;2;26;2;2;0;0;3;0;0;2;0;0;3;0;0;3;0;0;2;0;0;2;33;1;2;0;0;3;0;0;2;0;0;2;0;0;3;0;0;3;0;0;3;0;0;3;40;1;2;44;1;2;38;1;1;0;0;2;0;0;3;0;0;2;0;0;3;0;0;2;0;0;2;0;0;3;32;1;1;0;0;2;0;0;2;0;0;2;0;0;2;0;0;3;0;0;3;0;0;2;5;35;26;9;8;22,42151602
1600;3,19061E+19;0;0;15;0;0;0;340;67;0;0;0;0;65;71;74;0;52;14;2;10;2;2016;1;39,41176471;0;17;17;0;7;7;0;1;25;2;22;16;6;9;7;2;2;22,22222222;3;27;18;9;9;6;3;2;35;0;8;8;0;3;3;0;1;0;0;0;0;0;0;0;0;0;36;0;2;2;0;1;1;0;1;41;0;2;2;0;1;1;0;1;36,33333333;0;3;3;0;2;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;37;1;4;36;1;3;41;1;1;38;1;2;42;1;1;46;1;3;39;1;3;35;2;3;41;1;1;33;1;3;34;2;3;32;1;3;33;1;2;41;1;1;35;1;3;34;2;3;34;2;3;33;1;3;33;1;3;31;2;3;0;0;2;0;0;2;0;0;3;41;1;3;32;1;2;0;0;2;31;1;3;0;0;3;0;0;3;0;0;2;0;0;3;0;0;2;0;0;2;0;0;2;36;1;2;0;0;3;0;0;2;0;0;3;0;0;3;0;0;2;0;0;2;41;1;2;0;0;3;0;0;2;0;0;2;0;0;3;0;0;3;0;0;3;0;0;3;37;1;2;0;0;2;35;1;1;0;0;2;0;0;3;0;0;2;0;0;3;0;0;2;0;0;2;0;0;3;0;0;1;0;0;2;0;0;2;0;0;2;0;0;2;0;0;3;0;0;3;0;0;2;5;32;27;5;1;23,49673203
