NUMERO;ID;GENERO;TIPO_COLEGIO;LOCALIDAD_COLEGIO;CALENDARIO;MUNICIPIO;DEPARTAMENTO;PG_ICFES;CON_MAT_ICFES;APT_MAT_ICFES;FISICA_ICFES;QUIMICA_ICFES;APT_VERB_ICFES;LITERATURA_ICFES;BIOLOGIA_ICFES;SOCIALES_ICFES;FILOSOFIA_ICFES;IDIOMA_ICFES;LOCALIDAD;DISTANCIA;INSCRIPCION;ESTRATO;ANO_INGRESO;CORTE_INGRESO;PROMEDIO_UNO;CAR_UNO;NCC_UNO;NCA_UNO;NCP_UNO;NAC_UNO;NAA_UNO;NAP_UNO;EPA_UNO;RENDIMIENTO_1;PROMEDIO_DOS;CAR_DOS;NCC_DOS;NCA_DOS;NCP_DOS;NAC_DOS;NAA_DOS;NAP_DOS;EPA_DOS;RENDIMIENTO_2;PROMEDIO_TRES;CAR_TRES;NCC_TRES;NCA_TRES;NCP_TRES;NAC_TRES;NAA_TRES;NAP_TRES;EPA_TRES;RENDIMIENTO_3;PROMEDIO_CUATRO;CAR_CUATRO;NCC_CUATRO;NCA_CUATRO;NCP_CUATRO;NAC_CUATRO;NAA_CUATRO;NAP_CUATRO;EPA_CUATRO;RENDIMIENTO_4;PROMEDIO_CINCO;CAR_CINCO;NCC_CINCO;NCA_CINCO;NCP_CINCO;NAC_CINCO;NAA_CINCO;NAP_CINCO;EPA_CINCO;RENDIMIENTO_5;PROMEDIO_SIES;CAR_SEIS;NCC_SEIS;NCA_SEIS;NCP_SEIS;NAC_SEIS;NAA_SEIS;NAP_SEIS;EPA_SEIS;RENDIMIENTO_6;PROMEDIO_SIETE;CAR_SIETE;NCC_SIETE;NCA_SIETE;NCP_SIETE;NAC_SIETE;NAA_SIETE;NAP_SIETE;EPA_SIETE;RENDIMIENTO_7;PROMEDIO_OCHO;CAR_OCHO;NCC_OCHO;NCA_OCHO;NCP_OCHO;NAC_OCHO;NAA_OCHO;NAP_OCHO;EPA_OCHO;RENDIMIENTO_8;PROMEDIO_NUEVE;CAR_NUEVE;NCC_NUEVE;NCA_NUEVE;NCP_NUEVE;NAC_NUEVE;NAA_NUEVE;NAP_NUEVE;EPA_NUEVE;RENDIMIENTO_9;PROMEDIO_DIEZ;CAR_DIEZ;NCC_DIEZ;NCA_DIEZ;NCP_DIEZ;NAC_DIEZ;NAA_DIEZ;NAP_DIEZ;EPA_DIEZ;RENDIMIENTO_10;NOTA_DIFERENCIAL;VECES_DIFERENCIAL;CREDITOS_DIFERENCIAL;NOTA_PROG_BASICA;VECES_PROG_BASICA;CREDITOS_PROG_BASICA;NOTA_CATEDRA_FJC;VECES_CATEDRA_FJC;CREDITOS_CATEDRA_FJC;NOTA_TEXTOS;VECES_TEXTOS;CREDITOS_TEXTOS;NOTA_SEMINARIO;VECES_SEMINARIO;CREDITOS_SEMINARIO;NOTA_CATEDRA_DEM;VECES_CATEDRA_DEM;CREDITOS_CATEDRA_DEM;NOTA_CATEDRA_CON;VECES_CATEDRA_CON;CREDITOS_CATEDRA_CON;NOTA_LOGICA;VECES_LOGICA;CREDITOS_LOGICA;NOTA_EE_UNO;VECES_EE_UNO;CREDITOS_EE_UNO;NOTA_SEGUNDA_LENGUA_UNO;VECES_SEGUNDA_LENGUA_UNO;CREDITOS_SEGUNDA_LENGUA_UNO;NOTA_EI_UNO;VECES_EI_UNO;CREDITOS_EI_UNO;NOTA_FISICA_UNO;VECES_FISICA_UNO;CREDITOS_FISICA_UNO;NOTA_INTEGRAL;VECES_INTEGRAL;CREDITOS_INTEGRAL;NOTA_ALGEBRA;VECES_ALGEBRA;CREDITOS_ALGEBRA;NOTA_PROG_ORIENTADA;VECES_PROG_ORIENTADA;CREDITOS_PROG_ORIENTADA;NOTA_ETICA;VECES_ETICA;CREDITOS_ETICA;NOTA_GT_UNO;VECES_GT_UNO;CREDITOS_GT_UNO;NOTA_SEGUNDA_LENGUA_DOS;VECES_SEGUNDA_LENGUA_DOS;CREDITOS_SEGUNDA_LENGUA_DOS;NOTA_EE_DOS;VECES_EE_DOS;CREDITOS_EE_DOS;NOTA_FISICA_DOS;VECES_FISICA_DOS;CREDITOS_FISICA_DOS;NOTA_MULTIVARIADO;VECES_MULTIVARIADO;CREDITOS_MULTIVARIADO;NOTA_ECUACIONES;VECES_ECUACIONES;CREDITOS_ECUACIONES;NOTA_TGS;VECES_TGS;CREDITOS_TGS;NOTA_PROG_AVANZADA;VECES_PROG_AVANZADA;CREDITOS_PROG_AVANZADA;NOTA_SEGUNDA_LENGUA_TRES;VECES_SEGUNDA_LENGUA_TRES;CREDITOS_SEGUNDA_LENGUA_TRES;NOTA_HOMBRE;VECES_HOMBRE;CREDITOS_HOMBRE;NOTA_GT_DOS;VECES_GT_DOS;CREDITOS_GT_DOS;NOTA_MAT_ESP;VECES_MAT_ESP;CREDITOS_MAT_ESP;NOTA_MOD_PROG_UNO;VECES_MOD_PROG_UNO;CREDITOS_MOD_PROG_UNO;NOTA_A_SISTEMAS;VECES_A_SISTEMAS;CREDITOS_A_SISTEMAS;NOTA_METODOS_NUM;VECES_METODOS_NUM;CREDITOS_METODOS_NUM;NOTA_FUND_BASES;VECES_FUND_BASES;CREDITOS_FUND_BASES;NOTA_MAT_DIS;VECES_MAT_DIS;CREDITOS_MAT_DIS;NOTA_EE_TRES;VECES_EE_TRES;CREDITOS_EE_TRES;NOTA_FISICA_TRES;VECES_FISICA_TRES;CREDITOS_FISICA_TRES;NOTA_ARQ_COMP;VECES_ARQ_COMP;CREDITOS_ARQ_COMP;NOTA_MOD_PROG_DOS;VECES_MOD_PROG_DOS;CREDITOS_MOD_PROG_DOS;NOTA_CIENCIAS_COMP_UNO;VECES_CIENCIAS_COMP_UNO;CREDITOS_CIENCIAS_COMP_UNO;NOTA_INV_OP_UNO;VECES_INV_OP_UNO;CREDITOS_INV_OP_UNO;NOTA_PROB;VECES_PROB;CREDITOS_PROB;NOTA_HISTORIA_COL;VECES_HISTORIA_COL;CREDITOS_HISTORIA_COL;NOTA_GI_UNO;VECES_GI_UNO;CREDITOS_GI_UNO;NOTA_CIBERNETICA_UNO;VECES_CIBERNETICA_UNO;CREDITOS_CIBERNETICA_UNO;NOTA_REDES_COM_UNO;VECES_REDES_COM_UNO;CREDITOS_REDES_COM_UNO;NOTA_CIENCIAS_COMP_DOS;VECES_CIENCIAS_COMP_DOS;CREDITOS_CIENCIAS_COMP_DOS;NOTA_INV_OP_DOS;VECES_INV_OP_DOS;CREDITOS_INV_OP_DOS;NOTA_ESTADISTICA;VECES_ESTADISTICA;CREDITOS_ESTADISTICA;NOTA_EI_DOS;VECES_EI_DOS;CREDITOS_EI_DOS;NOTA_ECONOMIA;VECES_ECONOMIA;CREDITOS_ECONOMIA;NOTA_GT_TRES;VECES_GT_TRES;CREDITOS_GT_TRES;NOTA_CIBERNETICA_UDOS;VECES_CIBERNETICA_DOS;CREDITOS_CIBERNETICA_DOS;NOTA_REDES_COM_DOS;VECES_REDES_COM_DOS;CREDITOS_REDES_COM_DOS;NOTA_INV_OP_TRES;VECES_INV_OP_TRES;CREDITOS_INV_OP_TRES;NOTA_F_ING_SOF;VECES_F_ING_SOF;CREDITOS_F_ING_SOF;NOTA_GI_DOS;VECES_GI_DOS;CREDITOS_GI_DOS;NOTA_FUND_IA;VECES_FUND_IA;CREDITOS_FUND_IA;NOTA_EI_OP_AI;VECES_EI_OP_AI;CREDITOS_EI_OP_AI;NOTA_EE_CUATRO;VECES_EE_CUATRO;CREDITOS_EE_CUATRO;NOTA_EI_OP_BI;VECES_EI_OP_BI;CREDITOS_EI_OP_BI;NOTA_ING_ECONOMICA;VECES_ING_ECONOMICA;CREDITOS_ING_ECONOMICA;NOTA_CIBERNETICA_TRES;VECES_CIBERNETICA_TRES;CREDITOS_CIBERNETICA_TRES;NOTA_REDES_COM_TRES;VECES_REDES_COM_TRES;CREDITOS_REDES_COM_TRES;NOTA_DIS_ARQ_SOFT;VECES_DIS_ARQ_SOFT;CRADITOS_DIS_ARQ_SOFT;NOTA_EI_OP_AII;VECES_EI_OP_AII;CREDITOS_EI_OP_AII;NOTA_EI_OP_BII;VECES_EI_OP_BII;CREDITOS_EI_OP_BII;NOTA_EI_OP_CI;VECES_EI_OP_CI;CREDITOS_EI_OP_CI;NOTA_GES_CAL_VAL_SOFT;VECES_GES_CAL_VAL_SOFT;CREDITOS_GES_CAL_VAL_SOFT;NOTA_SIS_OP;VECES_SIS_OP;CREDITOS_SIS_OP;NOTA_GRADO_UNO;VECES_GRADO_UNO;CREDITOS_GRADO_UNO;NOTA_EI_OP_AIII;VECES_EI_OP_AIII;CREDITOS_EI_OP_AIII;NOTA_EI_OP_BIII;VECES_EI_OP_BIII;CREDITOS_EI_OP_BIII;NOTA_EI_OP_CII;VECES_EI_OP_CII;CREDITOS_EI_OP_CII;NOTA_EI_OP_DI;VECES_EI_OP_DI;CREDITOS_EI_OP_DI;NOTA_FOGEP;VECES_FOGEP;CREDITOS_FOGEP;NOTA_GRADO_DOS;VECES_GRADO_DOS;CREDITOS_GRADO DOS;NAR_TOTAL;NAC_TOTAL;NAA_TOTAL;NAP_TOTAL;NSC_TOTAL;PROMEDIO_TOTAL;ESTADO_FINAL;PG_ICFES_APROX;PROMEDIO_APROX;PROMEDIO_CATEGORIAS;RENDIMIENTO_CREDITOS;RENDIMIENTO_FINAL
342;31827022187903900000;0;2;9;1;19;5;458,29;68,39;68,39;66,93;63,93;62,11;62,11;71,9;0;62,46;64,7;9;4;10;4;2011;1;21,3;3;26;10;16;11;6;5;2;1;22;1;19;10;9;7;4;3;2;1;15,6;0;10;2;8;4;1;3;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29;2;4;35;1;3;45;1;1;30;2;2;35;1;1;35;1;1;0;0;0;28;2;3;38;1;2;41;1;2;0;0;0;36;1;3;3;1;3;7;2;3;41;1;3;34;1;2;0;0;0;0;0;0;45;1;2;10;1;3;0;0;0;0;0;0;0;1;2;12;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;22;11;11;4;20,38181818;1;450;20;20;0;1
343;31827022189486400000;0;1;18;1;19;5;406,24;55,62;55,62;63,65;66,99;62,11;62,11;47,48;0;56,82;52,54;18;3;6;2;2011;1;28,1;1;22;14;8;10;8;2;2;1;26;2;25;13;12;10;6;4;2;1;34,83333333;0;18;18;0;7;7;0;1;2;26,52173913;2;23;15;8;11;8;3;2;1;26,64;2;25;19;6;9;7;2;2;1;38,38888889;0;18;18;0;7;7;0;1;2;34,95238095;1;21;17;4;10;8;2;1;2;37,66666667;1;15;13;2;6;5;1;1;2;42,84615385;0;13;13;0;5;5;0;1;3;40,71428571;0;14;14;0;5;4;1;1;3;25;2;4;40;1;3;45;1;1;40;1;2;40;1;1;30;1;1;38;1;1;35;1;3;30;1;2;38;1;2;41;1;2;38;1;3;26;2;3;23;2;3;30;1;3;42;1;2;50;1;1;37;1;2;38;1;2;31;1;3;30;1;3;33;1;3;45;1;2;35;1;3;37;1;2;39;1;1;50;1;1;30;1;3;34;1;3;40;1;2;43;1;1;30;2;2;24;2;3;39;1;2;30;1;3;45;1;2;45;1;3;30;2;3;31;1;3;30;2;3;38;1;2;45;1;3;44;1;2;37;1;2;33;1;3;40;1;3;33;1;3;41;1;2;24;2;2;48;1;1;39;1;2;38;1;3;38;1;2;38;1;3;45;1;3;40;1;1;44;1;3;0;0;0;0;0;0;35;2;2;46;1;2;48;1;2;44;1;4;0;0;0;50;1;3;44;1;3;35;1;3;42;1;3;44;1;1;0;0;0;39;1;3;39;1;3;42;1;3;39;1;2;44;1;3;9;80;65;15;12;32,36082474;5;400;32;30;4;2
344;31827022191069000000;0;2;12;1;19;5;455,53;55,62;55,62;72,78;54,61;73,83;73,83;61,28;0;65,24;68,41;8;3;10;2;2011;1;18,0;0;15;2;13;7;2;5;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;1;4;15;1;3;40;1;1;15;1;2;20;1;1;30;1;1;0;0;0;15;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;2;5;1;18;10;450;18;20;0;1
345;31827022192651600000;1;2;14;1;19;5;461,66;60,51;60,51;69,72;66,99;64,91;64,91;79,57;0;59,66;68,41;9;4;10;3;2011;1;35,3;0;15;15;0;7;7;0;1;2;26;2;23;14;9;9;6;3;2;1;16,35294118;2;17;5;12;6;2;4;2;1;43;0;2;2;0;1;1;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30;1;4;35;1;3;45;1;1;40;1;2;40;1;1;35;1;1;0;0;0;35;1;3;0;0;0;43;1;2;0;0;0;34;1;3;18;3;3;35;1;3;42;1;3;41;1;2;50;1;1;0;0;0;0;0;0;20;2;3;0;0;0;15;2;3;40;1;2;31;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;43;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;23;16;7;4;26,29824561;10;450;26;30;0;1
346;31827022194234100000;1;0;5;0;0;0;462,02;71,35;71,35;60,76;66,48;62,11;62,11;68,87;0;65,24;59,21;5;6;10;2;2011;1;24,4;2;26;14;12;11;8;3;2;1;23;3;28;13;15;11;6;5;2;1;16,54545455;5;33;6;27;12;3;9;2;1;35,94444444;0;18;18;0;9;9;0;1;2;25,76;2;25;16;9;9;6;3;2;1;35,11904762;1;21;15;6;8;6;2;1;2;34,57142857;1;21;17;4;10;8;2;1;2;41,875;0;16;16;0;6;6;0;1;3;37,25;1;16;13;3;6;5;1;1;2;44,10714286;1;14;14;0;5;4;1;1;3;23;3;4;40;1;3;45;1;1;45;1;2;45;1;1;35;1;1;42;1;1;30;1;3;37;1;2;45;1;2;42;1;2;30;1;3;22;3;3;26;2;3;35;1;3;38;1;2;50;1;1;37;1;2;41;1;2;25;3;3;30;2;3;28;2;3;45;1;2;18;2;3;40;1;2;42;1;1;50;1;1;30;1;3;33;1;3;38;1;2;45;1;1;36;1;2;31;1;3;46;1;2;23;3;3;36;1;2;44;1;3;32;1;3;30;1;3;31;1;3;39;1;2;50;1;3;45;1;2;50;1;2;34;1;3;43;1;3;30;2;3;31;1;2;30;2;2;45;1;1;33;1;2;33;1;3;45;1;2;43;1;3;45;1;3;41;1;1;44;1;3;0;0;0;38;1;3;32;1;2;44;1;2;38;1;2;49;1;4;0;0;0;48;2;3;44;1;3;49;1;3;41;1;3;50;1;1;0;0;0;42,5;2;3;40;1;3;50;1;3;35;1;2;50;1;3;16;87;61;26;14;29,62079511;5;450;30;30;4;1
347;31828604573766200000;0;2;16;1;19;5;453,94;121,49;121,49;72,97;63,27;53,22;53,22;67,71;0;32,22;47,21;16;2;10;3;2011;3;24,4;2;20;10;10;9;5;4;2;1;20;2;22;11;11;8;4;4;2;1;4,4375;3;16;0;16;6;0;6;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39;1;4;25;2;3;45;1;1;14;2;2;39;1;1;31;1;1;0;0;0;38;1;3;0;0;0;11;1;2;0;0;0;14;3;3;36;1;3;30;1;3;31;1;3;38;1;2;0;0;0;0;0;0;0;0;0;0;0;0;14;2;3;0;0;0;7;2;2;5;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;23;9;14;4;17,06896552;1;450;17;20;0;1
348;31828604575348800000;0;0;14;0;0;0;480,41;110,39;110,39;62,03;61,2;64,72;64,72;63,88;0;60,48;77,13;8;3;10;3;2011;3;41,2;0;18;18;0;9;9;0;1;3;38;0;14;14;0;5;5;0;1;2;34;0;14;14;0;5;5;0;1;2;23,625;2;20;14;6;8;6;2;2;1;36,27272727;0;11;11;0;4;4;0;1;2;38,85714286;0;7;7;0;3;3;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31;0;3;3;0;1;1;0;2;2;43;0;3;3;0;1;0;1;1;3;41;1;4;45;1;3;42;1;1;50;1;2;32;1;1;40;1;1;45;1;1;34;1;3;41;1;2;0;0;0;0;0;0;38;1;3;37;1;3;30;1;3;43;1;3;43;1;2;0;0;0;0;0;0;0;0;0;30;1;3;32;1;3;33;1;3;34;1;2;41;1;3;0;0;0;0;0;0;0;0;0;31;2;3;31;1;3;37;1;2;42;1;1;38;1;2;32;2;3;0;0;0;0;0;0;36;1;2;44;1;3;30;1;3;0;0;0;35;1;3;36;1;2;0;0;0;0;0;0;40;1;2;40;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;43;1;3;0;0;0;0;0;0;2;36;33;3;5;34,59444444;4;500;35;40;2;2
349;31828604578513900000;1;1;2;1;19;5;465,36;64,12;64,12;64,28;83,48;70,13;70,13;62,09;0;61,84;79,81;11;5;10;3;2011;3;21,7;7;27;14;13;16;6;10;2;1;26;2;25;16;9;10;7;3;2;1;27,54347826;2;23;18;5;9;7;2;2;1;35,28571429;1;21;15;6;10;8;2;1;2;38,15789474;0;19;19;0;7;7;0;1;2;43,44444444;0;18;18;0;7;7;0;1;3;38,11111111;0;18;18;0;8;8;0;1;2;41,69230769;0;13;13;0;5;5;0;1;3;28,3;1;15;9;6;5;3;2;2;1;38,81818182;0;11;11;0;4;3;1;1;2;31;1;4;37;1;3;22;3;1;25;3;2;44;1;1;18;4;1;30;1;1;39;1;3;35;1;2;50;1;2;39;1;2;34;2;3;28;2;3;32;1;3;30;1;3;39;1;2;30;1;1;45;1;2;40;1;2;30;1;3;35;1;3;36;1;3;33;2;2;32;2;3;45;1;2;43;1;1;50;1;1;43;1;3;29;2;3;45;1;2;36;1;1;48;1;2;40;1;3;43;1;2;31;1;3;36;1;2;40;1;3;36;1;3;41;1;3;41;1;3;46;1;2;50;1;3;45;1;2;39;1;2;40;1;3;41;1;3;43;1;3;38;1;2;40;1;2;0;0;0;36;1;2;35;1;3;31;1;2;37;1;3;50;1;3;30;1;1;40;1;3;0;0;0;0;0;0;38;1;2;39;1;2;42;1;2;46;1;4;30;1;3;0;0;0;28,5;2;3;41;1;3;42;1;3;0;0;0;45;1;3;0;0;0;35;1;3;37;1;3;38;1;2;0;0;0;13;81;61;20;12;32,63684211;2;450;33;30;4;2
350;31828604580096500000;0;0;9;0;0;0;419,71;76,37;76,37;73,47;56,77;56,18;56,18;58,75;0;46,1;50,86;9;4;10;3;2011;3;39,1;0;18;18;0;9;9;0;1;2;38;0;19;19;0;8;8;0;1;2;26,125;2;24;15;9;9;6;3;2;1;23,95652174;2;23;14;9;10;7;3;2;1;32,20454545;1;22;16;6;8;6;2;1;2;28,04166667;2;24;12;12;9;5;4;2;1;37,45;1;20;16;4;9;7;2;1;2;43,92307692;0;13;13;0;5;5;0;1;3;35;0;9;9;0;3;3;0;1;2;40,54545455;0;11;11;0;4;3;1;1;3;30;1;4;42;1;3;38;1;1;50;1;2;42;1;1;36;1;1;50;1;1;37;1;3;40;1;2;39;1;2;39;1;2;40;1;3;31;1;3;34;1;3;42;1;3;41;1;2;50;1;1;38;1;2;47;1;2;31;1;3;28;3;3;32;1;3;34;1;2;39;1;3;34;1;2;38;1;1;0;0;0;18;3;3;35;1;3;40;1;2;44;1;1;33;1;2;32;1;3;47;1;2;37;1;3;41;1;2;40;1;3;38;1;3;34;1;3;29;2;3;30;1;2;50;1;3;49;1;2;46;1;2;27;2;3;41;1;3;23;2;3;40;1;2;40;1;2;0;0;0;29;2;2;44;1;3;45;1;2;41;1;3;50;1;3;37;1;1;43;1;3;0;0;0;0;0;0;40;1;2;47;1;2;42;1;2;46;1;4;0;0;0;0;0;0;42;1;3;32;1;3;31;1;3;0;0;0;48;1;3;0;0;0;37;1;3;41;1;3;34;1;2;0;0;0;8;74;59;15;12;33,18306011;2;400;33;30;4;2
351;31828604583261600000;0;2;13;1;19;5;414,59;89,86;89,86;54,12;48,97;59,48;59,48;51,92;0;48,41;55,84;12;3;10;3;2011;3;1,0;0;2;0;2;1;0;1;2;1;19;0;2;0;2;1;0;1;2;1;0;0;2;0;2;1;0;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;1;0;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;4;1;5;10;400;5;10;0;1
352;31828604584844200000;0;0;15;0;0;0;427,11;81,47;81,47;55,29;61,4;60,16;60,16;61,54;0;48,76;70,18;4;4;10;3;2011;3;37,7;0;16;16;0;8;8;0;1;2;13;5;31;7;24;11;3;8;2;1;46;0;3;3;0;1;1;0;1;4;33;0;3;3;0;1;1;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;34;1;4;44;1;3;39;1;1;41;1;2;43;1;1;38;1;1;37;1;1;32;1;3;0;0;0;45;1;2;0;0;0;21;3;3;5;2;3;15;3;3;38;1;3;43;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;46;1;3;0;0;0;0;0;0;0;0;0;0;0;0;33;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;21;13;8;3;23,66037736;9;450;24;20;0;1
353;31828604586426700000;0;0;10;0;0;0;415,3;69,96;69,96;64,55;50,15;62,45;62,45;53,24;0;48,75;77,13;10;3;10;3;2011;3;23,0;2;22;13;9;10;7;3;2;1;17;4;28;7;21;10;3;7;2;1;24;0;3;0;3;1;0;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;33;0;3;3;0;1;1;0;1;2;0;0;0;0;0;0;0;0;0;0;30;1;4;35;1;3;42;1;1;34;1;2;39;1;1;30;1;1;41;1;1;20;3;3;0;0;0;42;1;2;0;0;0;24;2;3;26;2;3;21;3;3;34;1;3;36;1;2;0;0;0;0;0;0;0;0;0;0;0;0;24;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;33;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;22;11;11;4;20,47321429;9;400;20;20;0;1
