NOTA_INT,VECES_INT,CREDITOS_INT,NOTA_DEM,VECES_DEM,CREDITOS_DEM,NOTA_POO,VECES_POO,CREDITOS_POO,NOTA_FIS_DOS,VECES_FIS_DOS,CREDITOS_FIS_DOS,NOTA_CIR_UNO,VECES_CIR_UNO,CREDITOS_CIR_UNO,NOTA_EYB,VECES_EYB,CREDITOS_EYB,NOTA_HCI,VECES_HCI,CREDITOS_HCI,CAR_DOS,NCC_DOS,NCA_DOS,NCP_DOS,NAC_DOS,NAA_DOS,NAP_DOS,EPA_DOS,PROMEDIO_TRES
0,0,3,0,0,1,0,0,3,2,1,3,0,0,3,5,1,2,25,1,1,0,6,0,6,3,0,3,2,2
0,0,3,0,0,1,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
30,1,3,36,1,1,30,1,3,27,2,3,31,1,3,35,1,2,45,1,1,1,19,13,6,8,6,2,2,24
0,0,3,0,0,1,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
0,0,3,0,0,1,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
0,0,3,42,1,1,0,0,3,0,0,3,0,0,3,0,0,2,43,1,1,0,2,2,0,2,2,0,1,0
0,0,3,0,0,1,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
0,0,3,0,0,1,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
30,2,3,34,1,1,38,2,3,30,2,3,30,2,3,38,2,2,37,1,1,5,30,16,14,12,7,5,2,17.83333333
31,1,3,36,1,1,40,2,3,31,2,3,34,3,3,31,1,2,37,1,1,3,28,16,12,11,7,4,2,18
0,0,3,0,0,1,0,0,3,0,0,3,0,0,3,24,1,2,41,1,1,0,3,1,2,2,1,1,2,0
0,0,3,0,0,1,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
0,0,3,0,0,1,0,0,3,0,0,3,0,0,3,0,1,2,0,1,1,0,3,0,3,2,0,2,0,0
0,0,3,41,1,1,0,0,3,0,0,3,0,0,3,42,1,2,45,1,1,0,4,4,0,3,3,0,1,0
42,1,3,48,1,1,30,1,3,35,1,3,30,1,3,42,1,2,45,1,1,0,16,16,0,7,7,0,1,34.5
0,0,3,41,1,1,0,0,3,0,0,3,0,0,3,36,1,2,50,1,1,0,4,4,0,3,3,0,1,0
30,1,3,33,1,1,42,1,3,39,1,3,32,2,3,41,1,2,32,1,1,1,19,16,3,8,7,1,1,32.28571429
32,2,3,30,1,1,38,2,3,31,3,3,34,2,3,35,1,2,47,1,1,4,31,16,15,12,7,5,2,16.91666667
32,1,3,38,1,1,40,1,3,22,3,3,28,3,3,39,1,2,49,1,1,2,28,10,18,11,5,6,2,11.28571429
30,2,3,40,1,1,33,1,3,30,3,3,38,1,3,37,1,2,33,1,1,2,25,16,9,10,7,3,2,14
38,1,3,42,1,1,40,2,3,32,1,3,35,2,3,39,1,2,42,1,1,2,22,16,6,9,7,2,2,22.55555556
0,0,3,34,1,1,0,0,3,0,0,3,0,0,3,46,1,2,50,1,1,0,4,4,0,3,3,0,1,0
30,2,3,40,1,1,33,1,3,30,1,3,27,3,3,32,1,2,43,1,1,2,25,13,12,10,6,4,2,16
0,0,3,0,0,1,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
31,1,3,45,1,1,50,1,3,30,1,3,30,1,3,40,1,2,50,1,1,0,16,16,0,7,7,0,1,28.42857143
0,0,3,12,1,1,6,1,3,10,2,3,0,0,3,31,1,2,27,1,1,1,13,2,11,6,1,5,2,5
21,3,3,37,1,1,35,1,3,30,2,3,26,3,3,40,1,2,36,1,1,3,31,10,21,12,5,7,2,22.66666667
30,1,3,46,1,1,40,1,3,30,3,3,34,1,3,40,1,2,42,1,1,1,22,16,6,9,7,2,2,21.4
0,0,3,0,0,1,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
30,1,3,40,1,1,40,1,3,30,3,3,40,1,3,37,1,2,43,1,1,1,22,16,6,9,7,2,2,25.5
35,1,3,44,1,1,37,1,3,31,1,3,30,1,3,34,1,2,49,1,1,0,16,16,0,7,7,0,1,18.4
34,1,3,43,1,1,34,1,3,33,1,3,40,2,3,45,1,2,49,1,1,1,19,16,3,8,7,1,1,30.5
14,3,3,36,1,1,33,1,3,30,2,3,36,1,3,31,1,2,42,1,1,2,25,13,12,10,6,4,2,12.5
0,0,3,0,0,1,43,2,3,0,1,3,0,0,3,42,2,2,48,2,1,3,15,6,9,7,3,4,2,0
0,0,3,44,1,1,40,1,3,20,2,3,0,0,3,34,1,2,50,1,1,1,13,7,6,6,4,2,2,10
35,2,3,39,1,1,44,1,3,30,2,3,30,2,3,41,1,2,50,1,1,3,25,16,9,10,7,3,2,17.7
0,0,3,34,1,1,32,1,3,0,0,3,0,0,3,16,2,2,50,1,1,1,9,5,4,5,3,2,2,0
32,1,3,45,1,1,40,1,3,32,1,3,26,3,3,35,1,2,47,1,1,1,22,13,9,9,6,3,2,21.16666667
30,3,3,42,1,1,37,1,3,28,3,3,34,1,3,39,1,2,47,1,1,2,28,13,15,11,6,5,2,19.2
35,1,3,48,1,1,37,1,3,34,1,3,31,1,3,40,1,2,50,1,1,0,16,16,0,7,7,0,1,20.9
38,1,3,0,0,1,38,1,3,33,1,3,36,1,3,0,0,2,47,1,1,0,13,13,0,5,5,0,1,33
32,1,3,40,1,1,42,1,3,35,1,3,38,2,3,42,1,2,47,1,1,1,19,16,3,8,7,1,1,28.125
0,0,3,0,0,1,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
0,0,3,38,1,1,0,0,3,0,0,3,0,0,3,40,1,2,33,1,1,0,4,4,0,3,3,0,1,0
37,2,3,39,1,1,43,1,3,36,2,3,37,1,3,43,1,2,47,1,1,2,22,16,6,9,7,2,2,30.42857143
33,1,3,45,1,1,40,1,3,32,1,3,41,2,3,45,1,2,50,1,1,1,19,16,3,8,7,1,1,28.625
0,0,3,0,0,1,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
33,1,3,28,1,1,34,1,3,21,1,3,31,1,3,0,0,2,45,1,1,0,14,10,4,6,4,2,1,21
35,2,3,40,1,1,36,1,3,32,1,3,31,1,3,35,1,2,49,1,1,1,19,16,3,8,7,1,2,33.5
32,3,3,37,1,1,30,1,3,32,2,3,31,2,3,43,1,2,47,1,1,3,28,16,12,11,7,4,2,23.88888889
0,0,3,0,0,1,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
0,0,3,0,0,1,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
30,1,3,32,1,1,39,1,3,35,1,3,34,2,3,43,1,2,48,1,1,1,19,16,3,8,7,1,1,37.33333333
18,2,3,44,1,1,0,0,3,36,2,3,18,2,3,40,1,2,43,1,1,3,22,7,15,9,4,5,2,18
36,2,3,43,1,1,46,1,3,33,1,3,31,1,3,36,1,2,46,1,1,1,19,16,3,8,7,1,1,26.125
33,1,3,44,1,1,42,1,3,39,1,3,30,1,3,44,1,2,50,1,1,0,16,16,0,7,7,0,1,36.66666667
0,0,3,0,0,1,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
0,0,3,0,0,1,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
0,0,3,32,2,1,4,1,3,0,0,3,0,0,3,0,0,2,45,1,1,1,6,2,4,4,2,2,2,0
0,0,3,42,1,1,35,1,3,0,0,3,0,0,3,43,1,2,33,1,1,0,7,7,0,4,4,0,1,0
32,1,3,41,1,1,40,1,3,33,1,3,31,1,3,44,1,2,50,1,1,0,16,16,0,7,7,0,1,31.57142857
0,0,3,16,1,1,15,1,3,0,0,3,0,0,3,11,1,2,0,1,1,0,7,0,7,4,0,4,2,0
41,1,3,43,1,1,37,1,3,42,1,3,45,1,3,0,0,2,50,1,1,0,14,14,0,6,6,0,1,42
0,0,3,0,1,1,0,0,3,0,0,3,0,0,3,10,1,2,30,1,1,0,4,1,3,3,1,2,2,0
0,0,3,0,0,1,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
20,2,3,46,1,1,43,1,3,31,1,3,37,1,3,45,1,2,50,1,1,1,19,13,6,8,6,2,1,20.5
40,1,3,38,1,1,40,1,3,30,1,3,33,1,3,41,1,2,35,1,1,0,16,16,0,7,7,0,1,19.4
0,0,3,0,0,1,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
34,1,3,34,1,1,37,1,3,31,1,3,31,1,3,48,1,2,47,1,1,0,16,16,0,7,7,0,1,33.28571429
0,0,3,0,0,1,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
24,2,3,44,1,1,29,1,3,25,2,3,33,2,3,45,1,2,47,1,1,3,25,7,18,10,4,6,2,12.5
36,2,3,44,1,1,43,1,3,41,1,3,41,2,3,41,1,2,47,1,1,2,22,16,6,9,7,2,2,32
0,0,3,40,1,1,37,1,3,0,0,3,0,0,3,47,1,2,33,1,1,0,7,7,0,4,4,0,1,0
33,1,3,44,1,1,44,1,3,40,1,3,39,1,3,49,1,2,50,1,1,0,16,16,0,7,7,0,1,37.16666667
5,1,3,0,0,1,0,0,3,0,0,3,10,1,3,0,0,2,0,0,1,0,6,0,6,2,0,2,2,0
0,0,3,0,0,1,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
30,1,3,43,1,1,39,2,3,31,1,3,31,1,3,40,1,2,47,1,1,1,19,16,3,8,7,1,2,24.11111111
0,0,3,0,0,1,15,1,3,0,0,3,0,0,3,0,0,2,0,1,1,0,4,0,4,2,0,2,2,0
30,1,3,35,1,1,42,1,3,40,1,3,31,2,3,37,1,2,46,1,1,1,19,16,3,8,7,1,1,14.85714286
19,3,3,44,1,1,34,2,3,17,1,3,24,3,3,39,1,2,45,1,1,3,31,7,24,12,4,8,2,17
36,1,3,50,1,1,43,1,3,30,1,3,30,1,3,37,1,2,47,1,1,0,16,16,0,7,7,0,1,27.75
30,1,3,43,1,1,30,1,3,35,1,3,31,1,3,31,1,2,50,1,1,0,16,16,0,7,7,0,1,22.88888889
0,0,3,0,0,1,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
0,0,3,0,0,1,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
30,1,3,48,1,1,35,1,3,31,2,3,30,1,3,41,1,2,47,1,1,1,19,16,3,8,7,1,2,20.3
30,1,3,32,1,1,38,1,3,28,3,3,16,2,3,37,1,2,47,1,1,2,25,10,15,10,5,5,2,10.14285714
0,0,3,0,0,1,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
5,1,3,0,1,1,31,1,3,0,0,3,0,0,3,10,1,2,42,1,1,0,10,4,6,5,2,3,2,0
35,1,3,43,1,1,44,2,3,33,3,3,33,1,3,42,1,2,41,1,1,2,25,16,9,10,7,3,2,19.625
32,1,3,38,1,1,39,1,3,35,1,3,35,1,3,47,1,2,50,1,1,0,16,16,0,7,7,0,1,25.875
0,0,3,0,0,1,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
32,2,3,46,1,1,34,1,3,38,2,3,41,2,3,44,1,2,50,1,1,3,25,16,9,10,7,3,2,31.85714286
30,1,3,43,1,1,45,1,3,35,1,3,36,1,3,45,1,2,49,1,1,0,16,16,0,7,7,0,1,27.14285714
0,0,3,19,1,1,2,1,3,0,0,3,0,0,3,35,1,2,43,1,1,0,7,3,4,4,2,2,2,0
17,2,3,27,1,1,0,0,3,32,1,3,27,2,3,30,1,2,44,1,1,2,19,6,13,8,3,5,2,24.5
21,1,3,0,0,1,31,1,3,0,0,3,20,1,3,0,0,2,31,1,1,0,10,4,6,4,2,2,2,0
0,0,3,33,1,1,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1,0,1,1,0,1,1,0,1,0
23,2,3,41,1,1,0,0,3,12,2,3,6,1,3,39,1,2,50,1,1,2,19,4,15,8,3,5,2,6
30,1,3,38,1,1,38,1,3,34,1,3,31,1,3,39,2,2,45,2,1,2,19,16,3,9,7,2,2,33
32,1,3,0,0,1,12,1,3,22,2,3,12,1,3,32,1,2,44,1,1,1,18,6,12,7,3,4,2,11
30,1,3,32,1,1,32,1,3,30,1,3,45,2,3,42,1,2,50,1,1,1,19,16,3,8,7,1,1,33
32,1,3,37,1,1,36,1,3,31,1,3,38,1,3,48,1,2,49,1,1,0,16,16,0,7,7,0,1,39
31,1,3,39,1,1,43,2,3,33,1,3,32,1,3,47,1,2,50,1,1,1,19,16,3,8,7,1,1,27.125
32,2,3,31,1,1,37,1,3,34,2,3,31,2,3,42,2,2,35,1,1,4,27,16,11,11,7,4,2,30.42857143
0,0,3,0,0,1,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
39,2,3,31,2,1,32,1,3,34,1,3,33,1,3,35,1,2,49,1,1,2,20,16,4,9,7,2,2,37.16666667
3,1,3,36,1,1,0,0,3,2,1,3,5,1,3,37,1,2,5,1,1,0,13,3,10,6,2,4,2,2
32,1,3,38,1,1,30,1,3,33,3,3,41,2,3,41,1,2,46,1,1,2,25,16,9,10,7,3,2,15.90909091
30,2,3,38,1,1,0,0,3,31,2,3,11,2,3,36,1,2,47,1,1,3,22,10,12,9,5,4,2,24.4
0,0,3,0,0,1,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
23,3,3,34,1,1,40,1,3,8,2,3,28,2,3,31,1,2,44,1,1,3,28,7,21,11,4,7,2,4
0,0,3,0,0,1,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
0,0,3,33,1,1,30,1,3,0,0,3,0,0,3,35,1,2,36,1,1,0,7,7,0,4,4,0,1,0
41,2,3,35,1,1,30,1,3,30,1,3,32,2,3,48,1,2,31,1,1,2,22,16,6,9,7,2,2,28.85714286
42,2,3,38,1,1,40,2,3,30,1,3,31,2,3,30,2,2,34,1,1,4,27,16,11,11,7,4,2,23.5
30,1,3,42,1,1,45,2,3,33,3,3,31,2,3,37,1,2,32,1,1,3,28,16,12,11,7,4,2,13.66666667
34,1,3,41,1,1,33,1,3,34,1,3,35,1,3,37,1,2,49,1,1,0,16,16,0,7,7,0,1,39.83333333
35,1,3,43,1,1,44,1,3,34,1,3,41,1,3,45,1,2,50,1,1,0,16,16,0,7,7,0,1,39.33333333
34,1,3,41,1,1,0,0,3,30,2,3,33,2,3,47,1,2,44,1,1,2,19,13,6,8,6,2,2,12.08333333
39,1,3,40,1,1,35,2,3,35,2,3,33,3,3,41,2,2,40,1,1,4,30,16,14,12,7,5,2,24.11111111
0,0,3,0,0,1,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
33,1,3,33,1,1,40,2,3,30,1,3,31,1,3,34,1,2,50,1,1,1,19,16,3,8,7,1,2,30.42857143
0,0,3,38,1,1,20,2,3,13,1,3,7,1,3,33,1,2,46,1,1,1,16,4,12,7,3,4,2,13
0,0,3,0,0,1,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
30,2,3,40,1,1,32,2,3,34,1,3,31,3,3,44,3,2,44,1,1,4,32,16,16,13,7,6,2,22.5
30,2,3,42,1,1,30,3,3,25,3,3,32,1,3,38,1,2,32,1,1,3,31,13,18,12,6,6,2,16.375
32,1,3,37,2,1,37,1,3,38,1,3,34,3,3,34,2,2,30,1,1,3,25,16,9,11,7,4,2,29.125
34,1,3,44,1,1,42,1,3,32,1,3,40,2,3,45,1,2,48,1,1,1,19,16,3,8,7,1,1,36.83333333
18,1,3,31,1,1,30,1,3,15,1,3,2,1,3,0,0,2,50,1,1,0,14,5,9,6,3,3,2,15
12,1,3,48,1,1,40,1,3,12,1,3,11,1,3,45,1,2,46,1,1,0,16,7,9,7,4,3,2,12
35,1,3,41,1,1,39,2,3,30,1,3,22,2,3,43,1,2,48,1,1,2,22,13,9,9,6,3,2,23.6
0,0,3,0,0,1,0,0,3,0,0,3,0,0,3,24,1,2,0,0,1,0,2,0,2,1,0,1,2,0
37,1,3,45,1,1,43,1,3,36,1,3,31,1,3,49,1,2,46,1,1,0,16,16,0,7,7,0,1,36.33333333
22,2,3,44,2,1,33,2,3,28,2,3,22,2,3,38,1,2,43,1,1,5,29,7,22,12,4,8,2,14
31,3,3,41,1,1,47,1,3,30,3,3,34,3,3,35,1,2,35,1,1,3,34,16,18,13,7,6,2,13.4
35,2,3,35,1,1,36,1,3,34,1,3,30,1,3,33,1,2,37,1,1,1,19,16,3,8,7,1,2,27.66666667
35,2,3,41,1,1,39,1,3,31,1,3,33,1,3,39,1,2,50,1,1,1,19,16,3,8,7,1,1,33.16666667
0,0,3,0,0,1,0,1,3,0,0,3,0,0,3,0,1,2,0,0,1,0,5,0,5,2,0,2,0,0
0,0,3,7,1,1,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1,0,1,0,1,1,0,1,2,0
0,0,3,0,0,1,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
30,1,3,38,1,1,31,1,3,35,2,3,32,1,3,42,1,2,44,1,1,1,19,16,3,8,7,1,2,23
27,1,3,37,1,1,23,1,3,22,1,3,15,1,3,35,1,2,32,1,1,0,16,4,12,7,3,4,2,22
31,1,3,47,1,1,30,1,3,18,2,3,26,1,3,39,1,2,30,1,1,1,19,10,9,8,5,3,2,9
0,0,3,40,1,1,16,1,3,0,0,3,0,0,3,46,1,2,50,1,1,0,7,4,3,4,3,1,1,0
0,0,3,0,0,1,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
0,0,3,0,0,1,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
36,1,3,45,1,1,35,1,3,32,1,3,45,1,3,41,1,2,50,1,1,0,16,16,0,7,7,0,1,28.71428571
34,1,3,38,1,1,35,1,3,33,1,3,35,1,3,42,1,2,41,1,1,0,16,16,0,7,7,0,1,33.28571429
30,2,3,40,1,1,30,1,3,28,2,3,25,2,3,39,1,2,45,1,1,3,25,10,15,10,5,5,2,14
30,2,3,36,1,1,34,1,3,34,2,3,30,1,3,45,1,2,41,1,1,2,22,16,6,9,7,2,2,26.2
32,1,3,39,1,1,35,1,3,30,1,3,37,1,3,39,1,2,47,1,1,0,16,16,0,7,7,0,1,24
0,0,3,0,0,1,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
43,2,3,47,2,1,42,2,3,40,2,3,39,2,3,49,2,2,50,2,1,7,32,16,16,14,7,7,2,25.7
32,1,3,40,2,1,35,1,3,32,1,3,33,1,3,41,1,2,42,1,1,1,17,16,1,8,7,1,1,25.33333333
0,0,3,0,0,1,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
20,2,3,0,0,1,0,0,3,19,1,3,31,2,3,0,0,2,50,1,1,2,16,4,12,6,2,4,2,19
0,0,3,0,0,1,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
0,0,3,0,0,1,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
34,2,3,22,2,1,30,1,3,27,3,3,32,1,3,21,2,2,0,1,1,4,28,9,19,12,3,9,2,8.8
33,1,3,45,1,1,44,1,3,36,1,3,30,1,3,46,1,2,40,1,1,0,16,16,0,7,7,0,1,32
41,1,3,45,1,1,37,1,3,40,1,3,45,1,3,46,1,2,48,1,1,0,16,16,0,7,7,0,1,40.16666667
20,2,3,43,1,1,37,1,3,25,2,3,26,2,3,43,1,2,33,1,1,3,25,7,18,10,4,6,2,12.5
30,1,3,37,2,1,39,1,3,30,1,3,43,3,3,44,1,2,40,1,1,2,23,16,7,10,7,3,2,34.83333333
30,1,3,43,1,1,38,1,3,35,3,3,33,3,3,45,1,2,49,1,1,2,28,16,12,11,7,4,2,18.81818182
32,1,3,45,1,1,43,1,3,39,1,3,39,1,3,45,1,2,45,1,1,0,16,16,0,7,7,0,1,37.66666667
33,1,3,39,1,1,45,1,3,33,1,3,37,1,3,47,1,2,48,1,1,0,16,16,0,7,7,0,1,38.5
25,2,3,49,1,1,31,1,3,24,2,3,28,2,3,44,1,2,41,1,1,3,25,7,18,10,4,6,2,12
36,2,3,37,2,1,19,3,3,20,3,3,20,2,3,35,1,2,40,1,1,5,35,7,28,14,4,10,2,9.8
33,2,3,38,1,1,36,3,3,30,1,3,36,2,3,41,1,2,43,1,1,3,28,16,12,11,7,4,2,36.16666667
4,2,3,40,1,1,37,1,3,15,2,3,1,2,3,44,1,2,44,1,1,3,25,7,18,10,4,6,2,7.5
0,0,3,0,0,1,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
36,2,3,37,1,1,37,1,3,35,2,3,34,1,3,35,1,2,50,1,1,2,22,16,6,9,7,2,2,18.63636364
30,1,3,45,1,1,42,1,3,39,1,3,40,1,3,47,1,2,50,1,1,0,16,16,0,7,7,0,1,37.16666667
0,0,3,0,0,1,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
2,1,3,42,1,1,37,1,3,1,1,3,7,1,3,44,1,2,47,1,1,0,16,7,9,7,4,3,2,1
31,1,3,45,1,1,42,1,3,37,1,3,40,1,3,47,1,2,50,1,1,0,16,16,0,7,7,0,1,31.71428571
0,0,3,0,0,1,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
30,1,3,49,1,1,45,1,3,36,1,3,36,1,3,42,1,2,48,1,1,0,16,16,0,7,7,0,1,9
0,0,3,0,0,1,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
0,0,3,0,0,1,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
5,1,3,0,0,1,3,2,3,0,0,3,9,1,3,32,1,2,33,2,1,2,16,3,13,7,2,5,2,0
0,0,3,0,0,1,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
30,2,3,36,1,1,34,1,3,41,1,3,30,1,3,42,1,2,50,1,1,1,19,16,3,8,7,1,1,26
0,0,3,20,2,1,5,2,3,0,0,3,0,0,3,0,0,2,18,2,1,3,10,0,10,6,0,6,2,0
0,0,3,0,0,1,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
0,0,3,23,1,1,18,1,3,0,0,3,0,0,3,31,1,2,0,0,1,0,6,2,4,3,1,2,2,0
0,0,3,0,0,1,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
30,1,3,42,1,1,35,1,3,27,1,3,7,1,3,38,1,2,47,1,1,0,16,10,6,7,5,2,2,27
35,2,3,40,1,1,35,1,3,36,3,3,31,2,3,33,1,2,50,1,1,3,28,16,12,11,7,4,2,22.88888889
32,1,3,48,1,1,44,1,3,38,1,3,38,1,3,47,1,2,50,1,1,0,16,16,0,7,7,0,1,33.42857143
32,1,3,47,1,1,43,1,3,31,1,3,33,1,3,48,1,2,49,1,1,0,16,16,0,7,7,0,1,23
32,1,3,48,1,1,45,1,3,44,2,3,39,1,3,46,1,2,50,1,1,1,19,16,3,8,7,1,1,32.42857143
27,1,3,34,1,1,41,1,3,20,1,3,13,1,3,39,1,2,48,1,1,0,16,7,9,7,4,3,2,20
0,0,3,16,1,1,7,1,3,0,0,3,0,0,3,0,0,2,5,1,1,0,5,0,5,3,0,3,2,0
30,1,3,42,1,1,42,1,3,44,1,3,36,2,3,42,1,2,48,1,1,1,19,16,3,8,7,1,1,35
30,2,3,44,1,1,32,2,3,30,1,3,34,2,3,41,1,2,45,1,1,3,25,16,9,10,7,3,2,29.28571429
41,2,3,48,1,1,47,1,3,34,2,3,32,1,3,46,1,2,49,1,1,2,22,16,6,9,7,2,2,20.4
31,1,3,35,1,1,0,0,3,30,1,3,34,1,3,44,1,2,47,1,1,0,13,13,0,6,6,0,1,3.727272727
26,3,3,40,1,1,42,2,3,34,1,3,30,2,3,39,1,2,41,1,1,3,28,13,15,11,6,5,2,34.5
0,0,3,0,0,1,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
32,1,3,41,1,1,37,1,3,32,1,3,38,1,3,41,1,2,48,1,1,0,16,16,0,7,7,0,1,31.85714286
16,1,3,30,1,1,23,2,3,25,1,3,0,0,3,40,1,2,39,1,1,1,16,4,12,7,3,4,2,25
0,0,3,0,0,1,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
40,1,3,50,1,1,48,1,3,43,1,3,38,1,3,42,1,2,50,1,1,0,16,16,0,7,7,0,1,18.33333333
0,0,3,32,1,1,37,1,3,0,0,3,0,0,3,35,1,2,47,1,1,0,7,7,0,4,4,0,1,0
30,1,3,44,1,1,42,1,3,31,2,3,34,1,3,37,1,2,48,1,1,1,19,16,3,8,7,1,1,24.44444444
17,1,3,0,0,1,29,2,3,26,1,3,15,1,3,4,1,2,48,1,1,1,18,1,17,7,1,6,2,26
41,2,3,33,1,1,40,1,3,33,1,3,33,1,3,40,1,2,40,1,1,1,19,16,3,8,7,1,1,24.22222222
31,2,3,48,1,1,45,1,3,38,2,3,37,2,3,39,1,2,50,1,1,3,25,16,9,10,7,3,2,21.2
30,1,3,42,1,1,43,1,3,42,1,3,37,2,3,42,1,2,48,1,1,1,19,16,3,8,7,1,1,36.16666667
33,3,3,40,1,1,40,1,3,26,3,3,13,3,3,44,1,2,46,1,1,3,34,10,24,13,5,8,2,6.8
30,2,3,37,1,1,47,1,3,34,2,3,33,2,3,43,1,2,49,1,1,3,25,16,9,10,7,3,2,17
30,1,3,48,1,1,38,1,3,31,1,3,36,1,3,45,1,2,44,1,1,0,16,16,0,7,7,0,1,33.42857143
0,0,3,0,0,1,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
0,0,3,5,1,1,2,1,3,0,0,3,0,0,3,31,1,2,17,1,1,0,7,2,5,4,1,3,2,0
32,3,3,45,1,1,33,2,3,39,3,3,31,2,3,0,0,2,45,1,1,4,32,14,18,12,6,6,2,17.41666667
34,1,3,38,1,1,38,1,3,0,0,3,0,0,3,40,1,2,47,1,1,0,10,10,0,5,5,0,1,0
30,1,3,44,1,1,50,1,3,38,1,3,37,1,3,48,1,2,49,1,1,0,16,16,0,7,7,0,1,30.71428571
30,1,3,44,1,1,45,1,3,33,1,3,34,1,3,47,1,2,50,1,1,0,16,16,0,7,7,0,1,22.44444444
35,3,3,38,1,1,35,1,3,23,2,3,25,2,3,36,1,2,47,1,1,3,28,10,18,11,5,6,2,11.5
31,2,3,44,1,1,32,1,3,35,2,3,32,3,3,41,1,2,46,1,1,3,28,16,12,11,7,4,2,26.5
31,2,3,42,2,1,33,1,3,32,3,3,30,3,3,50,1,2,37,1,1,4,32,16,16,13,7,6,2,20.2
0,0,3,0,0,1,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
