NUMERO;ID;GENERO;TIPO_COLEGIO;LOCALIDAD_COLEGIO;CALENDARIO;MUNICIPIO;DEPARTAMENTO;PG_ICFES;CON_MAT_ICFES;APT_MAT_ICFES;FISICA_ICFES;QUIMICA_ICFES;APT_VERB_ICFES;LITERATURA_ICFES;BIOLOGIA_ICFES;SOCIALES_ICFES;FILOSOFIA_ICFES;IDIOMA_ICFES;LOCALIDAD;DISTANCIA;INSCRIPCION;ESTRATO;ANO_INGRESO;CORTE_INGRESO;PROMEDIO_UNO;CAR_UNO;NCC_UNO;NCA_UNO;NCP_UNO;NAC_UNO;NAA_UNO;NAP_UNO;EPA_UNO;ESTADO_UNO;PROMEDIO_DOS;CAR_DOS;NCC_DOS;NCA_DOS;NCP_DOS;NAC_DOS;NAA_DOS;NAP_DOS;EPA_DOS;ESTADO DOS;PROMEDIO_TRES;CAR_TRES;NCC_TRES;NCA_TRES;NCP_TRES;NAC_TRES;NAA_TRES;NAP_TRES;EPA_TRES;ESTADO TRES;PROMEDIO_CUATRO;CAR_CUATRO;NCC_CUATRO;NCA_CUATRO;NCP_CUATRO;NAC_CUATRO;NAA_CUATRO;NAP_CUATRO;EPA_CUATRO;ESTADO CUATRO;PROMEDIO_CINCO;CAR_CINCO;NCC_CINCO;NCA_CINCO;NCP_CINCO;NAC_CINCO;NAA_CINCO;NAP_CINCO;EPA_CINCO;ESTADO CINCO;PROMEDIO_SEIS;CAR_SEIS;NCC_SEIS;NCA_SEIS;NCP_SEIS;NAC_SEIS;NAA_SEIS;NAP_SEIS;EPA_SEIS;ESTADO SEIS;PROMEDIO_SIETE;CAR_SIETE;NCC_SIETE;NCA_SIETE;NCP_SIETE;NAC_SIETE;NAA_SIETE;NAP_SIETE;EPA_SIETE;ESTADO SIETE;PROMEDIO_OCHO;CAR_OCHO;NCC_OCHO;NCA_OCHO;NCP_OCHO;NAC_OCHO;NAA_OCHO;NAP_OCHO;EPA_OCHO;ESTADO OCHO;PROMEDIO_NUEVE;CAR_NUEVE;NCC_NUEVE;NCA_NUEVE;NCP_NUEVE;NAC_NUEVE;NAA_NUEVE;NAP_NUEVE;EPA_NUEVE;ESTADO NUEVE;PROMEDIO_DIEZ;CAR_DIEZ;NCC_DIEZ;NCA_DIEZ;NCP_DIEZ;NAC_DIEZ;NAA_DIEZ;NAP_DIEZ;EPA_DIEZ;SEMESTRES_CURSADOS;ESTADO_FINAL;NOTA_DIF;VECES_DIF;CREDITOS_DIF;NOTA_TEXTOS;VECES_TEXTOS;CREDITOS_TEXTOS;NOTA_SEM;VECES_SEM;CREDITOS_SEM;NOTA_HIST;VECES_HIST;CREDITOS_HIST;NOTA_ALGEBRA;VECES_ALGEBRA;CREDITOS_ALGEBRA;NOTA_CD&C;VECES_CD&C;CREDITOS_CD&C;NOTA_DITO;VECES_DITO;CREDITOS_DITO;NOTA_PROGB;VECES_PROGB;CREDITOS_PROGB;NOTA_FIS_UNO;VECES_FIS_UNO;CREDITOS_FIS_UNO;NOTA_INT;VECES_INT;CREDITOS_INT;NOTA_EYB;VECES_EYB;CREDITOS_EYB;NOTA_ASES;VECES_ASES;CREDITOS_ASES;NOTA_TOP;VECES_TOP;CREDITOS_TOP;NOTA_CFJC;VECES_CFJC;CREDITOS_CFJC;NOTA_POO;VECES_POO;CREDITOS_POO;NOTA_FIS_DOS;VECES_FIS_DOS;CREDITOS_FIS_DOS;NOTA_MULTI;VECES_MULTI;CREDITOS_MULTI;NOTA_ECUA;VECES_ECUA;CREDITOS_ECUA;NOTA_FOTO;VECES_FOTO;CREDITOS_FOTO;NOTA_SUELOS;VECES_SUELOS;CREDITOS_SUELOS;NOTA_L_UNO;VECES_L_UNO;CREDITOS_L_UNO;NOTA_FIS_TRES;VECES_FIS_TRES;CREDITOS_FIS_TRES;NOTA_CCON;VECES_CCON;CREDITOS_CCON;NOTA_PROB;VECES_PROB;CREDITOS_PROB;NOTA_GEOGEO;VECES_GEOGEO;CREDITOS_GEOGEO;NOTA_PRII;VECES_PRII;CREDITOS_PRII;NOTA_GH&F;VECES_GH&F;CREDITOS_GH&F;NOTA_ECO_UNO;VECES_ECO_UNO;CREDITOS_ECO_UNO;NOTA_ME;VECES_ME;CREDITOS_ME;NOTA_EST;VECES_EST;CREDITOS_EST;NOTA_AGEO;VECES_AGEO;CREDITOS_AGEO;NOTA_BD;VECES_BD;CREDITOS_BD;NOTA_CARTO;VECES_CARTO;CREDITOS_CARTO;NOTAS_SISC;VECES_SISC;CREDITOS_SISC;NOTA_EE_UNO;VECES_EE_UNO;CREDITOS_EE_UNO;NOTA_L_DOS;VECES_L_DOS;CREDITOS_L_DOS;NOTA_HSE;VECES_HSE;CREDITOS_HSE;NOTA_INGECO;VECES_INGECO;CREDITOS_INGECO;NOTA_GEO_FIS;VECES GEO_FIS;CREDITOS_GEO_FIS;NOTA_SIG;VECES_SIG;CREDITOS_SIG;NOTA_LEGIC;VECES_LEGIC;CREDITOS_LEGIC;NOTA_ECO_DOS;VECES_ECO_DOS;CREDITO_ECO_DOS;NOTA_EI_UNO;VECES_EI_UNO;CREDITOS_EI_UNO;NOTA_EI_DOS;VECES_EI_DOS;CREDITOS_EI_DOS;NOTA_GEO_SAL;VECES_GEO_SAL;CREDITOS_GEO_SAL;NOTA_PDI;VECES_PDI;CREDITOS_PDI;NOTA_PROCC;VECES_PROCC;CREDITOS_PROCC;NOTA_AVAP;VECES_AVAP;CREDITOS_AVAP;NOTA_ECONOMET;VECES_ECONOMET;CREDITOS_ECONOMET;NOTA_L_TRES;VECES_L_TRES;CREDITOS_L_TRES;NOTA_EI_TRES;VECES_EI_TRES;CREDITOS_EI_TRES;NOTA_EI_CUATRO;VECES_EI_CUATRO;CREDITOS_EI_CUATRO;NOTA_FGEP;VECES_FGEP;CREDITOS_FGEP;NOTA_FOTOD;VECES_FOTOD;CREDITOS_FOTOD;NOTA_AVAM;VECES_AVAM;CREDITOS_AVAM;NOTAS_MINV;VECES_MINV;CREDITOS_MINV;NOTA_EI_CINCO;VECES_EI_CINCO;CREDITOS_EI_CINCO;NOTA_EE_DOS;VECES_EE_DOS;CREDITOS_EE_DOS;NOTA_EI_SEIS;VECES_EI_SEIS;CREDITOS_EI_SEIS;NOTA_ORD_TER;VECES_ORD_TER;CREDITOS_ORD_TER;NOTA_TG_UNO;VECES_TG_UNO;CREDITOS_TG_UNO;NOTA_EE_TRES;VECES_EE_TRES;CREDITOS_EE_TRES;NOTA_VAL;VECES_VAL;CREDITOS_VAL;NOTA_PLADES;VECES_PLADES;CREDITOS_PLADES;NOTA_TG_DOS;VECES_TG_DOS;CREDITOS_TG_DOS;NAR_TOTAL;NAC_TOTAL;NAA_TOTAL;NAP_TOTAL;NSC_TOTAL;PROMEDIO_TOTAL
434;3,1827E+19;0;2;11;1;20;5;456,4;74,62;74,62;60,76;71,97;64,91;64,91;49,51;0;62,46;68,86;11;4;10;3;2011;1;34,46666667;4;15;15;0;7;7;0;1;1;35,17647059;3;17;17;0;6;6;0;2;3;34,38888889;2;18;18;0;7;7;0;2;3;37,11764706;1;17;17;0;7;7;0;1;1;32,55555556;3;18;18;0;7;7;0;1;1;37;1;17;17;0;8;8;0;1;1;37,0625;1;16;16;0;7;7;0;1;1;37,35714286;0;14;14;0;6;6;0;1;1;39,15384615;0;13;13;0;5;5;0;1;1;41,18181818;0;11;11;0;4;4;0;1;10;8;30;2;4;40;1;2;40;1;1;40;1;2;32;2;3;39;2;1;31;2;2;34;1;3;33;3;3;33;3;3;35;1;2;40;2;3;36;1;3;40;1;1;42;2;3;32;1;3;30;1;3;37;3;3;33;1;2;30;1;3;44;1;2;36;2;3;42;1;1;39;1;2;31;1;3;37;1;3;37;1;3;32;2;2;32;2;2;31;1;2;30;1;3;33;2;3;39;1;3;30;1;3;48;1;2;42;1;2;38;1;1;34;1;2;35;2;3;34;1;3;38;1;2;30;1;2;36;1;2;44;1;2;42;1;3;31;2;3;46;1;2;31;1;2;30;1;2;45;1;2;39;1;3;30;1;3;41;1;2;35;1;2;37;1;2;;;;41;1;3;35;1;2;33;1;3;39;1;3;50;1;2;42;1;3;33;1;2;37;1;3;50;1;3;15;64;64;0;10;36,5460536
435;3,1827E+19;0;1;10;1;20;5;453,75;60,91;60,91;57,4;75,48;65,03;65,03;66,77;0;63,68;67,41;10;3;10;2;2011;1;38,66666667;0;15;15;0;7;7;0;1;1;39,64705882;0;17;17;0;6;6;0;1;1;41,83333333;0;18;18;0;7;7;0;1;1;42,17647059;0;17;17;0;7;7;0;1;1;40,77777778;0;18;18;0;7;7;0;1;1;44,05882353;0;17;17;0;8;8;0;1;1;42,5625;0;16;16;0;7;7;0;1;1;43,92857143;0;14;14;0;6;6;0;1;1;45,7;0;13;10;3;5;4;1;1;1;44,63636364;0;11;11;0;4;4;0;1;10;8;35;1;4;40;1;2;45;1;1;40;1;2;35;1;3;40;1;1;45;1;2;50;1;3;32;1;3;34;1;3;37;1;2;41;1;3;43;1;3;36;1;1;50;1;3;37;1;3;42;1;3;43;1;3;42;1;2;39;1;3;45;1;2;41;1;3;37;1;1;46;1;2;40;1;3;45;1;3;40;1;3;38;1;2;46;1;2;43;1;2;33;1;3;43;1;3;46;1;3;38;1;3;48;1;2;45;1;2;46;1;1;42;1;2;42;1;3;45;1;3;40;1;2;46;1;2;44;1;2;50;1;2;37;1;3;42;1;3;46;1;2;38;1;2;44;1;2;44;1;2;48;1;3;39;1;3;44;1;2;50;1;2;39;1;2;;;;47;1;3;36;1;2;0;0;3;48;1;3;50;1;2;48;1;3;46;1;2;37;1;3;48;1;3;0;64;63;1;10;42,39875658
436;3,1827E+19;0;1;14;1;20;5;457,96;75,41;75,41;60,76;69,14;62,21;62,21;63,2;0;57,9;59,21;8;3;10;3;2011;1;32,66666667;2;15;15;0;7;7;0;2;3;24,52941176;3;17;8;9;6;3;3;2;3;32;1;18;1;17;7;1;6;2;3;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;40;0;17;2;15;8;1;7;2;3;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;16;0;13;0;13;5;0;5;2;3;0;0;0;0;0;0;0;0;0;5;5;30;3;4;30;1;2;30;2;1;45;1;2;30;1;3;30;1;1;35;1;2;30;2;3;23;2;3;3;1;3;30;1;2;27;3;3;36;1;3;41;2;1;0;0;3;0;0;3;0;0;3;0;0;3;0;0;2;29;1;3;0;0;2;0;0;3;0;0;1;0;0;2;0;0;3;0;0;3;0;0;3;0;0;2;0;0;2;0;0;2;0;0;3;0;0;3;0;0;3;0;0;3;40;1;2;0;0;2;0;0;1;0;0;2;0;0;3;0;0;3;0;0;2;0;0;2;0;0;2;0;0;2;0;0;3;0;0;3;0;0;2;0;0;2;0;0;2;0;0;2;0;0;3;0;0;3;0;0;2;0;0;2;0;0;2;;;;0;0;3;16;1;2;0;0;3;0;0;3;0;0;2;0;0;3;0;0;2;0;0;3;0;0;3;6;33;12;21;5;14,51960784
437;3,1827E+19;0;2;20;1;56;7;424,02;71,35;71,35;63,65;59,52;53,5;53,5;63,99;0;53,93;60,44;20;6;10;2;2011;1;28,33333333;3;15;6;9;7;4;3;2;3;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;1;5;20;3;4;40;1;2;35;1;1;40;1;2;25;2;3;35;1;1;20;2;2;0;0;3;0;0;3;0;0;3;0;0;2;0;0;3;0;0;3;0;0;1;0;0;3;0;0;3;0;0;3;0;0;3;0;0;2;0;0;3;0;0;2;0;0;3;0;0;1;0;0;2;0;0;3;0;0;3;0;0;3;0;0;2;0;0;2;0;0;2;0;0;3;0;0;3;0;0;3;0;0;3;0;0;2;0;0;2;0;0;1;0;0;2;0;0;3;0;0;3;0;0;2;0;0;2;0;0;2;0;0;2;0;0;3;0;0;3;0;0;2;0;0;2;0;0;2;0;0;2;0;0;3;0;0;3;0;0;2;0;0;2;0;0;2;;;;0;0;3;0;0;2;0;0;3;0;0;3;0;0;2;0;0;3;0;0;2;0;0;3;0;0;3;3;7;4;3;1;2,833333333
438;3,1827E+19;1;1;8;1;20;5;444,73;53,37;53,37;79,22;66,99;65,03;65,03;63,99;0;60,81;53,27;8;3;10;2;2011;1;32,46666667;2;15;15;0;7;7;0;1;1;37,64705882;4;17;17;0;6;6;0;2;3;35;1;18;18;0;7;7;0;2;3;38,41176471;0;17;17;0;7;7;0;1;1;34,88888889;1;18;18;0;7;7;0;1;1;39,17647059;0;17;17;0;8;8;0;1;1;39,375;0;16;16;0;7;7;0;1;1;37,71428571;0;14;14;0;6;6;0;1;1;38,84615385;0;13;13;0;5;5;0;1;1;40,63636364;0;11;11;0;4;4;0;1;10;8;31;2;4;30;1;2;40;1;1;30;1;2;31;2;3;40;1;1;35;1;2;43;2;3;30;2;3;35;3;3;38;1;2;42;2;3;38;1;3;38;1;1;35;1;3;35;1;3;33;3;3;33;1;3;38;1;2;36;1;3;34;1;2;39;1;3;45;1;1;36;1;2;33;1;3;44;1;3;40;1;3;30;1;2;32;1;2;39;2;2;30;1;3;34;1;3;41;1;3;37;1;3;48;1;2;37;1;2;41;1;1;33;1;2;35;1;3;40;1;3;43;1;2;39;1;2;45;1;2;36;1;2;41;1;3;33;1;3;50;1;2;36;1;2;37;1;2;39;1;2;37;1;3;37;1;3;36;1;2;40;1;2;38;1;2;;;;37;1;3;32;1;2;35;1;3;45;1;3;45;1;2;46;1;3;30;1;2;38;1;3;45;1;3;8;64;64;0;10;37,41626529
439;3,1827E+19;0;0;6;0;0;0;454,47;71,35;71,35;54,26;61,43;56,41;56,41;75,16;0;71;62,13;19;6;10;1;2011;1;34,73333333;2;15;15;0;7;7;0;2;3;33,64705882;3;17;14;3;6;5;1;2;3;39,77777778;1;18;9;9;7;4;3;2;3;23,66666667;0;17;3;14;7;2;5;2;3;0;0;0;0;0;0;0;0;0;2;41;0;17;2;15;8;1;7;2;3;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;5;7;33;3;4;35;1;2;35;1;1;40;1;2;33;2;3;35;1;1;35;1;2;32;1;3;24;2;3;32;2;3;40;1;2;40;3;3;36;1;3;42;2;1;43;1;3;0;0;3;0;0;3;0;0;3;38;1;2;37;1;3;35;1;2;0;0;3;36;1;1;0;0;2;0;0;3;12;1;3;0;0;3;0;0;2;0;0;2;0;0;2;0;0;3;0;0;3;0;0;3;0;0;3;41;1;2;0;0;2;0;0;1;0;0;2;0;0;3;0;0;3;0;0;2;0;0;2;0;0;2;0;0;2;0;0;3;0;0;3;0;0;2;0;0;2;0;0;2;0;0;2;0;0;3;0;0;3;0;0;2;0;0;2;0;0;2;;;;0;0;3;0;0;2;0;0;3;0;0;3;0;0;2;0;0;3;0;0;2;0;0;3;0;0;3;6;35;19;16;5;17,28248366
440;3,1827E+19;1;1;7;1;20;5;460,27;69,01;69,01;66,93;63,93;65,03;65,03;65,98;0;69,52;69,93;7;3;10;2;2011;1;34,33333333;0;15;15;0;7;7;0;1;1;33,52941176;1;17;17;0;6;6;0;1;1;35,16666667;2;18;18;0;7;7;0;2;3;33,76470588;0;17;17;0;7;7;0;1;1;34,44444444;0;18;18;0;7;7;0;1;1;35,76470588;0;17;17;0;8;8;0;1;1;36,25;1;16;16;0;7;7;0;1;1;34,78571429;1;14;14;0;6;6;0;1;1;33,81818182;0;13;11;2;5;4;1;1;1;35,4;1;11;5;6;4;2;2;1;10;2;30;1;4;40;1;2;30;1;1;40;1;2;30;1;3;45;1;1;35;1;2;33;1;3;30;1;3;30;2;3;39;1;2;37;1;3;34;1;3;39;1;1;34;1;3;32;1;3;35;3;3;45;2;3;30;1;2;32;1;3;37;1;2;31;1;3;41;1;1;30;1;2;36;1;3;30;1;3;36;1;3;40;1;2;35;1;2;40;1;2;35;1;3;30;1;3;34;1;3;31;1;3;44;1;2;30;1;2;43;1;1;40;1;2;33;1;3;34;1;3;34;1;2;34;1;2;39;1;2;36;2;2;46;1;3;34;1;3;30;1;2;34;1;2;31;1;2;30;1;2;41;1;3;30;1;3;33;1;2;36;2;2;38;1;2;;;;35;1;3;30;1;2;30;1;3;39;1;3;0;0;2;0;0;3;30;2;2;39;1;3;0;0;3;6;64;61;3;10;34,72571641
441;3,1827E+19;0;2;18;1;20;5;473,74;65,63;65,63;69,98;69,14;67,8;67,8;71,9;0;59,66;75,1;6;3;10;3;2011;1;30;0;15;8;7;7;5;2;1;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;1;5;15;1;4;40;1;2;30;1;1;45;1;2;25;1;3;35;1;1;40;1;2;0;0;3;0;0;3;0;0;3;0;0;2;0;0;3;0;0;3;0;0;1;0;0;3;0;0;3;0;0;3;0;0;3;0;0;2;0;0;3;0;0;2;0;0;3;0;0;1;0;0;2;0;0;3;0;0;3;0;0;3;0;0;2;0;0;2;0;0;2;0;0;3;0;0;3;0;0;3;0;0;3;0;0;2;0;0;2;0;0;1;0;0;2;0;0;3;0;0;3;0;0;2;0;0;2;0;0;2;0;0;2;0;0;3;0;0;3;0;0;2;0;0;2;0;0;2;0;0;2;0;0;3;0;0;3;0;0;2;0;0;2;0;0;2;;;;0;0;3;0;0;2;0;0;3;0;0;3;0;0;2;0;0;3;0;0;2;0;0;3;0;0;3;0;7;5;2;1;3
442;3,1827E+19;0;2;9;1;20;5;447,18;75,41;75,41;66,93;71,97;59,4;59,4;63,2;0;54,95;54,45;9;3;10;3;2011;1;35,6;3;15;15;0;7;7;0;1;1;32,47058824;3;17;17;0;6;6;0;1;1;32,72222222;0;18;18;0;7;7;0;1;1;34,11764706;1;17;17;0;7;7;0;1;1;36,11111111;2;18;18;0;7;7;0;1;1;37,11764706;0;17;17;0;8;8;0;1;1;39,8125;0;16;16;0;7;7;0;1;1;36,57142857;0;14;14;0;6;6;0;1;1;37,07692308;0;13;13;0;5;5;0;1;1;40,72727273;0;11;11;0;4;4;0;1;10;8;30;2;4;40;1;2;35;2;1;40;1;2;35;1;3;30;1;1;42;2;2;33;2;3;30;1;3;30;2;3;33;1;2;35;2;3;34;1;3;35;1;1;33;1;3;31;1;3;30;1;3;36;1;3;37;1;2;30;1;3;32;1;2;34;1;3;37;1;1;34;1;2;33;2;3;35;1;3;35;1;3;37;2;2;35;1;2;49;1;2;31;2;3;32;1;3;40;1;3;33;1;3;41;1;2;41;1;2;44;1;1;33;1;2;30;1;3;37;1;3;40;1;2;38;1;2;36;1;2;33;1;2;44;1;3;39;1;3;48;1;2;38;1;2;39;1;2;37;1;2;31;1;3;39;1;3;34;1;2;34;1;2;46;1;2;;;;35;1;3;30;1;2;38;1;3;41;1;3;40;1;2;45;1;3;38;1;2;34;1;3;45;1;3;9;64;64;0;10;36,23273401
443;3,1827E+19;0;1;14;1;20;5;432,05;60,91;60,91;60,57;61,96;70,87;70,87;55,92;0;54,95;65,57;8;3;10;3;2011;1;34,2;1;15;15;0;7;7;0;2;3;34,05882353;3;17;17;0;6;6;0;2;3;35,05555556;2;18;18;0;7;7;0;1;1;38,76470588;0;17;17;0;7;7;0;1;1;32,16666667;1;18;18;0;7;7;0;2;3;34,47058824;0;17;17;0;8;8;0;1;1;35,25;1;16;14;2;7;6;1;2;3;33;1;14;14;0;6;6;0;1;1;37,23076923;0;13;13;0;5;5;0;1;1;35,36363636;1;11;11;0;4;4;0;2;10;2;30;1;4;40;1;2;35;1;1;40;1;2;31;4;3;35;1;1;35;1;2;38;1;3;30;2;3;30;3;3;33;1;2;40;2;3;33;1;3;32;1;1;42;1;3;32;1;3;30;2;3;36;1;3;40;2;2;33;1;3;33;1;2;39;1;3;38;1;1;39;1;2;41;1;3;40;1;3;39;1;3;30;3;2;33;1;2;36;1;2;30;1;3;33;1;3;31;1;3;33;1;3;34;1;2;37;1;2;45;1;1;33;1;2;33;1;3;30;1;3;34;1;2;38;1;2;7;1;2;38;1;2;44;1;3;32;1;3;47;1;2;38;1;2;38;3;2;30;2;2;31;1;3;37;1;3;33;1;2;31;1;2;35;1;2;;;;32;1;3;42;1;2;34;1;3;40;1;3;41;1;2;34;1;3;37;3;2;30;1;3;41;1;3;10;64;63;1;10;34,95607455
444;3,1827E+19;1;2;16;1;20;5;423,25;66,17;66,17;66,68;69,64;53,63;53,63;58,6;0;48,66;62,94;16;5;10;3;2011;1;34,66666667;2;15;15;0;7;7;0;2;3;28,64705882;1;17;11;6;6;4;2;2;3;30;0;18;1;17;7;1;6;2;3;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;3;5;30;3;4;40;1;2;30;2;1;45;1;2;30;1;3;40;1;1;35;1;2;31;1;3;30;1;3;17;1;3;35;1;2;25;1;3;36;2;3;30;1;1;0;0;3;0;0;3;0;0;3;0;0;3;0;0;2;0;0;3;0;0;2;0;0;3;0;0;1;0;0;2;0;0;3;0;0;3;0;0;3;0;0;2;0;0;2;0;0;2;0;0;3;0;0;3;0;0;3;0;0;3;0;0;2;0;0;2;0;0;1;0;0;2;0;0;3;0;0;3;0;0;2;0;0;2;0;0;2;0;0;2;0;0;3;0;0;3;0;0;2;0;0;2;0;0;2;0;0;2;0;0;3;0;0;3;0;0;2;0;0;2;0;0;2;;;;0;0;3;0;0;2;0;0;3;0;0;3;0;0;2;0;0;3;0;0;2;0;0;3;0;0;3;3;20;12;8;3;9,331372549
445;3,1827E+19;0;1;12;1;20;5;426,21;65,63;65,63;69,98;59;53,5;53,5;63,2;0;56,82;53,27;11;4;10;3;2011;1;33,86666667;2;15;15;0;7;7;0;1;1;35,52941176;2;17;17;0;6;6;0;1;1;36;1;18;18;0;7;7;0;1;1;39,41176471;2;17;17;0;7;7;0;1;1;38,5;2;18;18;0;7;7;0;1;1;36,11764706;0;17;17;0;8;8;0;1;1;37,8125;0;16;16;0;7;7;0;1;1;39,35714286;0;14;14;0;6;6;0;1;1;41;0;13;13;0;5;5;0;1;1;39,36363636;0;11;11;0;4;4;0;1;10;8;30;2;4;35;1;2;40;1;1;40;1;2;31;2;3;35;1;1;35;1;2;39;1;3;31;1;3;30;2;3;35;1;2;37;2;3;41;1;3;33;1;1;37;1;3;38;1;3;36;1;3;37;1;3;39;2;2;31;1;3;42;1;2;38;1;3;40;1;1;48;1;2;34;1;3;34;2;3;44;2;3;39;2;2;41;1;2;40;1;2;35;1;3;37;2;3;43;1;3;36;1;3;35;1;2;36;1;2;43;1;1;31;1;2;33;1;3;38;1;3;43;1;2;34;1;2;46;1;2;32;1;2;36;1;3;37;1;3;47;1;2;34;1;2;34;1;2;44;1;2;44;1;3;31;1;3;38;1;2;44;1;2;37;1;2;;;;42;1;3;44;1;2;33;1;3;40;1;3;50;1;2;30;1;3;32;1;2;43;1;3;50;1;3;9;64;64;0;10;37,69587694
446;3,1827E+19;0;1;20;1;78;18;420,67;69,01;69,01;69,72;61,96;53,63;53,63;61,28;0;45,2;54,45;20;6;10;2;2011;1;33,33333333;1;15;15;0;7;7;0;2;3;36,81818182;1;17;11;6;6;4;2;1;1;35,83333333;0;18;6;12;7;3;4;2;3;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;33;0;17;2;15;8;1;7;2;3;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;4;5;30;3;4;40;1;2;30;1;1;40;1;2;30;1;3;40;1;1;30;1;2;0;0;3;0;0;3;40;1;3;42;1;2;33;2;3;34;1;3;39;1;1;0;0;3;0;0;3;0;0;3;0;0;3;34;1;2;36;1;3;0;0;2;0;0;3;0;0;1;0;0;2;0;0;3;0;0;3;0;0;3;0;0;2;0;0;2;0;0;2;0;0;3;0;0;3;0;0;3;0;0;3;33;1;2;0;0;2;0;0;1;0;0;2;0;0;3;0;0;3;0;0;2;0;0;2;0;0;2;0;0;2;0;0;3;0;0;3;0;0;2;0;0;2;0;0;2;0;0;2;0;0;3;0;0;3;0;0;2;0;0;2;0;0;2;;;;0;0;3;0;0;2;0;0;3;0;0;3;0;0;2;0;0;3;0;0;2;0;0;3;0;0;3;2;28;15;13;4;13,89848485
447;3,1827E+19;1;1;8;1;20;5;461,5;72,05;72,05;54,13;69,64;59,4;59,4;63,99;0;57,9;81,98;8;3;10;2;2011;1;37,33333333;0;15;15;0;7;7;0;1;1;33,88235294;0;17;17;0;6;6;0;1;1;34,88888889;1;18;18;0;7;7;0;1;1;38,58823529;0;17;17;0;7;7;0;1;1;38,27777778;0;18;18;0;7;7;0;1;1;39,41176471;0;17;17;0;8;8;0;1;1;42,125;0;16;16;0;7;7;0;1;1;37,5;0;14;14;0;6;6;0;1;1;42,46153846;0;13;13;0;5;5;0;1;1;43,5;0;11;8;3;4;3;1;1;10;8;30;1;4;45;1;2;40;1;1;45;1;2;35;1;3;45;1;1;35;1;2;33;1;3;30;1;3;33;1;3;42;1;2;32;1;3;36;1;3;40;1;1;47;1;3;30;1;3;34;2;3;30;1;3;30;1;2;35;1;3;45;1;2;32;1;3;44;1;1;36;1;2;40;1;3;43;1;3;35;1;3;41;1;2;32;1;2;42;1;2;33;1;3;40;1;3;42;1;3;38;1;3;49;1;2;44;1;2;46;1;1;35;1;2;33;1;3;39;1;3;39;1;2;37;1;2;38;1;2;50;1;2;47;1;3;41;1;3;45;1;2;35;1;2;37;1;2;42;1;2;32;1;3;37;1;3;46;1;2;31;1;2;40;1;2;;;;34;1;3;48;1;2;40;1;3;46;1;3;48;1;2;0;0;3;36;1;2;42;1;3;50;1;3;1;64;63;1;10;38,79688914
448;3,1827E+19;1;2;16;1;20;5;469,38;71,35;71,35;63,86;63,93;67,8;67,8;68,87;0;71;65,57;8;3;10;4;2011;1;33;0;15;15;0;7;7;0;1;1;34,64705882;3;17;17;0;6;6;0;1;1;37,33333333;0;18;18;0;7;7;0;1;1;37,58823529;1;17;17;0;7;7;0;1;1;35;2;18;18;0;7;7;0;1;1;38,58823529;0;17;17;0;8;8;0;1;1;37,4375;0;16;16;0;7;7;0;1;1;38,35714286;0;14;14;0;6;6;0;1;1;41,5;0;13;10;3;5;4;1;1;1;44,18181818;0;11;11;0;4;4;0;1;10;8;30;1;4;35;1;2;35;1;1;40;1;2;30;1;3;40;1;1;30;1;2;35;2;3;36;1;3;31;2;3;35;1;2;36;2;3;35;1;3;39;1;1;50;1;3;36;1;3;31;1;3;30;1;3;30;1;2;44;1;3;40;1;2;30;1;3;35;1;1;40;2;2;33;1;3;42;1;3;43;1;3;30;2;2;38;2;2;34;1;2;33;1;3;39;1;3;38;1;3;32;1;3;33;1;2;47;1;2;43;1;1;30;1;2;44;1;3;39;1;3;36;1;2;36;1;2;45;1;2;30;1;2;37;1;3;32;1;3;50;1;2;38;1;2;33;1;2;44;1;2;38;1;3;37;1;3;39;1;2;36;1;2;37;1;2;;;;30;1;3;48;1;2;0;0;3;43;1;3;50;1;2;47;1;3;30;1;2;45;1;3;50;1;3;6;64;63;1;10;37,76333238
