NUMERO;ID;GENERO;TIPO_COLEGIO;LOCALIDAD_COLEGIO;CALENDARIO;MUNICIPIO;DEPARTAMENTO;PG_ICFES;CON_MAT_ICFES;APT_MAT_ICFES;FISICA_ICFES;QUIMICA_ICFES;APT_VERB_ICFES;LITERATURA_ICFES;BIOLOGIA_ICFES;SOCIALES_ICFES;FILOSOFIA_ICFES;IDIOMA_ICFES;LOCALIDAD;DISTANCIA;INSCRIPCION;ESTRATO;ANO_INGRESO;CORTE_INGRESO;PROMEDIO_UNO;CAR_UNO;NCC_UNO;NCA_UNO;NCP_UNO;NAC_UNO;NAA_UNO;NAP_UNO;EPA_UNO;ESTADO_UNO;PROMEDIO_DOS;CAR_DOS;NCC_DOS;NCA_DOS;NCP_DOS;NAC_DOS;NAA_DOS;NAP_DOS;EPA_DOS;ESTADO DOS;PROMEDIO_TRES;CAR_TRES;NCC_TRES;NCA_TRES;NCP_TRES;NAC_TRES;NAA_TRES;NAP_TRES;EPA_TRES;ESTADO TRES;PROMEDIO_CUATRO;CAR_CUATRO;NCC_CUATRO;NCA_CUATRO;NCP_CUATRO;NAC_CUATRO;NAA_CUATRO;NAP_CUATRO;EPA_CUATRO;ESTADO CUATRO;PROMEDIO_CINCO;CAR_CINCO;NCC_CINCO;NCA_CINCO;NCP_CINCO;NAC_CINCO;NAA_CINCO;NAP_CINCO;EPA_CINCO;ESTADO CINCO;PROMEDIO_SEIS;CAR_SEIS;NCC_SEIS;NCA_SEIS;NCP_SEIS;NAC_SEIS;NAA_SEIS;NAP_SEIS;EPA_SEIS;ESTADO SEIS;PROMEDIO_SIETE;CAR_SIETE;NCC_SIETE;NCA_SIETE;NCP_SIETE;NAC_SIETE;NAA_SIETE;NAP_SIETE;EPA_SIETE;ESTADO SIETE;PROMEDIO_OCHO;CAR_OCHO;NCC_OCHO;NCA_OCHO;NCP_OCHO;NAC_OCHO;NAA_OCHO;NAP_OCHO;EPA_OCHO;ESTADO OCHO;PROMEDIO_NUEVE;CAR_NUEVE;NCC_NUEVE;NCA_NUEVE;NCP_NUEVE;NAC_NUEVE;NAA_NUEVE;NAP_NUEVE;EPA_NUEVE;ESTADO NUEVE;PROMEDIO_DIEZ;CAR_DIEZ;NCC_DIEZ;NCA_DIEZ;NCP_DIEZ;NAC_DIEZ;NAA_DIEZ;NAP_DIEZ;EPA_DIEZ;SEMESTRES_CURSADOS;ESTADO_FINAL;NOTA_DIF;VECES_DIF;CREDITOS_DIF;NOTA_TEXTOS;VECES_TEXTOS;CREDITOS_TEXTOS;NOTA_SEM;VECES_SEM;CREDITOS_SEM;NOTA_HIST;VECES_HIST;CREDITOS_HIST;NOTA_ALGEBRA;VECES_ALGEBRA;CREDITOS_ALGEBRA;NOTA_CD&C;VECES_CD&C;CREDITOS_CD&C;NOTA_DITO;VECES_DITO;CREDITOS_DITO;NOTA_PROGB;VECES_PROGB;CREDITOS_PROGB;NOTA_FIS_UNO;VECES_FIS_UNO;CREDITOS_FIS_UNO;NOTA_INT;VECES_INT;CREDITOS_INT;NOTA_EYB;VECES_EYB;CREDITOS_EYB;NOTA_ASES;VECES_ASES;CREDITOS_ASES;NOTA_TOP;VECES_TOP;CREDITOS_TOP;NOTA_CFJC;VECES_CFJC;CREDITOS_CFJC;NOTA_POO;VECES_POO;CREDITOS_POO;NOTA_FIS_DOS;VECES_FIS_DOS;CREDITOS_FIS_DOS;NOTA_MULTI;VECES_MULTI;CREDITOS_MULTI;NOTA_ECUA;VECES_ECUA;CREDITOS_ECUA;NOTA_FOTO;VECES_FOTO;CREDITOS_FOTO;NOTA_SUELOS;VECES_SUELOS;CREDITOS_SUELOS;NOTA_L_UNO;VECES_L_UNO;CREDITOS_L_UNO;NOTA_FIS_TRES;VECES_FIS_TRES;CREDITOS_FIS_TRES;NOTA_CCON;VECES_CCON;CREDITOS_CCON;NOTA_PROB;VECES_PROB;CREDITOS_PROB;NOTA_GEOGEO;VECES_GEOGEO;CREDITOS_GEOGEO;NOTA_PRII;VECES_PRII;CREDITOS_PRII;NOTA_GH&F;VECES_GH&F;CREDITOS_GH&F;NOTA_ECO_UNO;VECES_ECO_UNO;CREDITOS_ECO_UNO;NOTA_ME;VECES_ME;CREDITOS_ME;NOTA_EST;VECES_EST;CREDITOS_EST;NOTA_AGEO;VECES_AGEO;CREDITOS_AGEO;NOTA_BD;VECES_BD;CREDITOS_BD;NOTA_CARTO;VECES_CARTO;CREDITOS_CARTO;NOTAS_SISC;VECES_SISC;CREDITOS_SISC;NOTA_EE_UNO;VECES_EE_UNO;CREDITOS_EE_UNO;NOTA_L_DOS;VECES_L_DOS;CREDITOS_L_DOS;NOTA_HSE;VECES_HSE;CREDITOS_HSE;NOTA_INGECO;VECES_INGECO;CREDITOS_INGECO;NOTA_GEO_FIS;VECES GEO_FIS;CREDITOS_GEO_FIS;NOTA_SIG;VECES_SIG;CREDITOS_SIG;NOTA_LEGIC;VECES_LEGIC;CREDITOS_LEGIC;NOTA_ECO_DOS;VECES_ECO_DOS;CREDITO_ECO_DOS;NOTA_EI_UNO;VECES_EI_UNO;CREDITOS_EI_UNO;NOTA_EI_DOS;VECES_EI_DOS;CREDITOS_EI_DOS;NOTA_GEO_SAL;VECES_GEO_SAL;CREDITOS_GEO_SAL;NOTA_PDI;VECES_PDI;CREDITOS_PDI;NOTA_PROCC;VECES_PROCC;CREDITOS_PROCC;NOTA_AVAP;VECES_AVAP;CREDITOS_AVAP;NOTA_ECONOMET;VECES_ECONOMET;CREDITOS_ECONOMET;NOTA_L_TRES;VECES_L_TRES;CREDITOS_L_TRES;NOTA_EI_TRES;VECES_EI_TRES;CREDITOS_EI_TRES;NOTA_EI_CUATRO;VECES_EI_CUATRO;CREDITOS_EI_CUATRO;NOTA_FGEP;VECES_FGEP;CREDITOS_FGEP;NOTA_FOTOD;VECES_FOTOD;CREDITOS_FOTOD;NOTA_AVAM;VECES_AVAM;CREDITOS_AVAM;NOTAS_MINV;VECES_MINV;CREDITOS_MINV;NOTA_EI_CINCO;VECES_EI_CINCO;CREDITOS_EI_CINCO;NOTA_EE_DOS;VECES_EE_DOS;CREDITOS_EE_DOS;NOTA_EI_SEIS;VECES_EI_SEIS;CREDITOS_EI_SEIS;NOTA_ORD_TER;VECES_ORD_TER;CREDITOS_ORD_TER;NOTA_TG_UNO;VECES_TG_UNO;CREDITOS_TG_UNO;NOTA_EE_TRES;VECES_EE_TRES;CREDITOS_EE_TRES;NOTA_VAL;VECES_VAL;CREDITOS_VAL;NOTA_PLADES;VECES_PLADES;CREDITOS_PLADES;NOTA_TG_DOS;VECES_TG_DOS;CREDITOS_TG_DOS;NAR_TOTAL;NAC_TOTAL;NAA_TOTAL;NAP_TOTAL;NSC_TOTAL;PROMEDIO_TOTAL
2189;3,19378E+19;1;0;0;0;0;0;341;68;0;0;0;0;61;72;69;0;76;16;5;10;3;2018;1;34,86666667;1;15;15;0;7;7;0;2;3;35,27272727;0;17;11;6;6;4;2;1;1;25;0;18;0;18;7;0;7;2;3;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;3;6;30;3;4;38;1;2;36;1;1;39;1;2;34;1;3;41;1;1;35;1;2;30;1;3;0;0;3;0;0;3;35;1;2;39;1;3;37;1;3;25;1;1;0;0;3;0;0;3;0;0;3;0;0;3;0;0;2;0;0;3;0;0;2;0;0;3;0;0;1;0;0;2;0;0;3;0;0;3;0;0;3;0;0;2;0;0;2;0;0;2;0;0;3;0;0;3;0;0;3;0;0;3;0;0;2;0;0;2;0;0;1;0;0;2;0;0;3;0;0;3;0;0;2;0;0;2;0;0;2;0;0;2;0;0;3;0;0;3;0;0;2;0;0;2;0;0;2;0;0;2;0;0;3;0;0;3;0;0;2;0;0;2;0;0;2;;;;0;0;3;0;0;2;0;0;3;0;0;3;0;0;2;0;0;3;0;0;2;0;0;3;0;0;3;1;20;11;9;3;9,513939394
2190;3,19378E+19;1;0;0;0;0;0;354;68;0;0;0;0;76;70;69;0;72;11;4;10;2;2018;1;36,46666667;0;15;15;0;7;7;0;1;1;39,18181818;0;17;11;6;6;4;2;1;1;41;0;18;1;17;7;1;6;2;3;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;3;2;32;1;4;39;1;2;38;1;1;40;1;2;35;1;3;38;1;1;40;1;2;44;1;3;0;0;3;0;0;3;43;1;2;34;1;3;37;1;3;41;1;1;0;0;3;0;0;3;0;0;3;0;0;3;0;0;2;0;0;3;0;0;2;0;0;3;0;0;1;0;0;2;0;0;3;0;0;3;0;0;3;0;0;2;0;0;2;0;0;2;0;0;3;0;0;3;0;0;3;0;0;3;0;0;2;0;0;2;0;0;1;0;0;2;0;0;3;0;0;3;0;0;2;0;0;2;0;0;2;0;0;2;0;0;3;0;0;3;0;0;2;0;0;2;0;0;2;0;0;2;0;0;3;0;0;3;0;0;2;0;0;2;0;0;2;;;;0;0;3;0;0;2;0;0;3;0;0;3;0;0;2;0;0;3;0;0;2;0;0;3;0;0;3;0;20;12;8;3;11,66484848
2191;3,19378E+19;0;0;0;0;0;0;325;78;0;0;0;0;57;65;62;0;60;12;4;10;3;2018;1;34,26666667;2;15;11;4;7;6;1;1;1;38;0;17;3;14;6;1;5;2;3;33;0;18;1;17;7;1;6;2;3;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;3;6;25;2;4;38;1;2;40;1;1;40;1;2;38;2;3;34;1;1;35;1;2;0;0;3;0;0;3;0;0;3;0;0;2;38;1;3;0;0;3;33;1;1;0;0;3;0;0;3;0;0;3;0;0;3;0;0;2;0;0;3;0;0;2;0;0;3;0;0;1;0;0;2;0;0;3;0;0;3;0;0;3;0;0;2;0;0;2;0;0;2;0;0;3;0;0;3;0;0;3;0;0;3;0;0;2;0;0;2;0;0;1;0;0;2;0;0;3;0;0;3;0;0;2;0;0;2;0;0;2;0;0;2;0;0;3;0;0;3;0;0;2;0;0;2;0;0;2;0;0;2;0;0;3;0;0;3;0;0;2;0;0;2;0;0;2;;;;0;0;3;0;0;2;0;0;3;0;0;3;0;0;2;0;0;3;0;0;2;0;0;3;0;0;3;2;20;8;12;3;10,52666667
2192;3,19378E+19;0;0;0;0;0;0;326;72;0;0;0;0;54;71;62;0;71;16;5;10;3;2018;1;8,266666667;0;15;0;15;7;0;7;2;3;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;1;6;10;1;4;3;1;2;15;1;1;1;1;2;6;1;3;13;1;1;15;1;2;0;0;3;0;0;3;0;0;3;0;0;2;0;0;3;0;0;3;0;0;1;0;0;3;0;0;3;0;0;3;0;0;3;0;0;2;0;0;3;0;0;2;0;0;3;0;0;1;0;0;2;0;0;3;0;0;3;0;0;3;0;0;2;0;0;2;0;0;2;0;0;3;0;0;3;0;0;3;0;0;3;0;0;2;0;0;2;0;0;1;0;0;2;0;0;3;0;0;3;0;0;2;0;0;2;0;0;2;0;0;2;0;0;3;0;0;3;0;0;2;0;0;2;0;0;2;0;0;2;0;0;3;0;0;3;0;0;2;0;0;2;0;0;2;;;;0;0;3;0;0;2;0;0;3;0;0;3;0;0;2;0;0;3;0;0;2;0;0;3;0;0;3;0;7;0;7;1;0,826666667
2193;3,19378E+19;1;0;0;0;0;0;342;75;0;0;0;0;73;65;63;0;62;7;3;10;2;2018;1;36,93333333;0;15;15;0;7;7;0;1;1;37,21428571;0;17;14;3;6;5;1;1;1;38;0;18;1;17;7;1;6;2;3;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;3;2;34;1;4;39;1;2;37;1;1;43;1;2;37;1;3;38;1;1;34;1;2;41;1;3;38;1;3;0;0;3;40;1;2;37;1;3;31;1;3;38;1;1;0;0;3;0;0;3;0;0;3;0;0;3;0;0;2;0;0;3;0;0;2;0;0;3;0;0;1;0;0;2;0;0;3;0;0;3;0;0;3;0;0;2;0;0;2;0;0;2;0;0;3;0;0;3;0;0;3;0;0;3;0;0;2;0;0;2;0;0;1;0;0;2;0;0;3;0;0;3;0;0;2;0;0;2;0;0;2;0;0;2;0;0;3;0;0;3;0;0;2;0;0;2;0;0;2;0;0;2;0;0;3;0;0;3;0;0;2;0;0;2;0;0;2;;;;0;0;3;0;0;2;0;0;3;0;0;3;0;0;2;0;0;3;0;0;2;0;0;3;0;0;3;0;20;13;7;3;11,2147619
2194;3,19378E+19;0;0;0;0;0;0;342;70;0;0;0;0;76;71;61;0;54;19;6;10;1;2018;1;16,73333333;0;15;0;15;7;0;7;2;3;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;1;6;26;1;4;14;1;2;18;1;1;24;1;2;8;1;3;11;1;1;9;1;2;0;0;3;0;0;3;0;0;3;0;0;2;0;0;3;0;0;3;0;0;1;0;0;3;0;0;3;0;0;3;0;0;3;0;0;2;0;0;3;0;0;2;0;0;3;0;0;1;0;0;2;0;0;3;0;0;3;0;0;3;0;0;2;0;0;2;0;0;2;0;0;3;0;0;3;0;0;3;0;0;3;0;0;2;0;0;2;0;0;1;0;0;2;0;0;3;0;0;3;0;0;2;0;0;2;0;0;2;0;0;2;0;0;3;0;0;3;0;0;2;0;0;2;0;0;2;0;0;2;0;0;3;0;0;3;0;0;2;0;0;2;0;0;2;;;;0;0;3;0;0;2;0;0;3;0;0;3;0;0;2;0;0;3;0;0;2;0;0;3;0;0;3;0;7;0;7;1;1,673333333
2195;3,19378E+19;0;0;0;0;0;0;345;66;0;0;0;0;69;67;72;0;75;18;6;10;2;2018;1;36,73333333;0;15;15;0;7;7;0;1;1;35,35294118;0;17;17;0;6;6;0;1;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;2;32;1;4;42;1;2;40;1;1;40;1;2;36;1;3;43;1;1;34;1;2;30;1;3;31;1;3;30;1;3;50;1;2;38;1;3;38;1;3;0;0;1;0;0;3;0;0;3;0;0;3;0;0;3;0;0;2;0;0;3;0;0;2;0;0;3;0;0;1;0;0;2;0;0;3;0;0;3;0;0;3;0;0;2;0;0;2;0;0;2;0;0;3;0;0;3;0;0;3;0;0;3;0;0;2;0;0;2;0;0;1;0;0;2;0;0;3;0;0;3;0;0;2;0;0;2;0;0;2;0;0;2;0;0;3;0;0;3;0;0;2;0;0;2;0;0;2;0;0;2;0;0;3;0;0;3;0;0;2;0;0;2;0;0;2;;;;0;0;3;0;0;2;0;0;3;0;0;3;0;0;2;0;0;3;0;0;2;0;0;3;0;0;3;0;13;13;0;2;7,208627451
2196;3,19378E+19;1;0;0;0;0;0;340;73;0;0;0;0;66;66;69;0;62;16;5;10;3;2018;1;35,26666667;0;15;15;0;7;7;0;1;1;30,78571429;0;17;8;9;6;3;3;2;3;34;0;18;1;17;7;1;6;2;3;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;3;2;30;1;4;39;1;2;44;1;1;39;1;2;36;1;3;39;1;1;31;1;2;30;1;3;0;0;3;22;1;3;43;1;2;27;1;3;36;1;3;34;1;1;0;0;3;0;0;3;0;0;3;0;0;3;0;0;2;0;0;3;0;0;2;0;0;3;0;0;1;0;0;2;0;0;3;0;0;3;0;0;3;0;0;2;0;0;2;0;0;2;0;0;3;0;0;3;0;0;3;0;0;3;0;0;2;0;0;2;0;0;1;0;0;2;0;0;3;0;0;3;0;0;2;0;0;2;0;0;2;0;0;2;0;0;3;0;0;3;0;0;2;0;0;2;0;0;2;0;0;2;0;0;3;0;0;3;0;0;2;0;0;2;0;0;2;;;;0;0;3;0;0;2;0;0;3;0;0;3;0;0;2;0;0;3;0;0;2;0;0;3;0;0;3;0;20;11;9;3;10,0052381
2197;3,19378E+19;0;0;0;0;0;0;344;80;0;0;0;0;66;60;73;0;58;7;3;10;2;2018;1;30,46153846;6;15;9;6;7;3;4;2;3;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;1;6;47;2;4;10;2;2;17;2;1;0;2;2;31;2;3;8;2;1;35;1;2;0;0;3;0;0;3;0;0;3;0;0;2;0;0;3;0;0;3;0;0;1;0;0;3;0;0;3;0;0;3;0;0;3;0;0;2;0;0;3;0;0;2;0;0;3;0;0;1;0;0;2;0;0;3;0;0;3;0;0;3;0;0;2;0;0;2;0;0;2;0;0;3;0;0;3;0;0;3;0;0;3;0;0;2;0;0;2;0;0;1;0;0;2;0;0;3;0;0;3;0;0;2;0;0;2;0;0;2;0;0;2;0;0;3;0;0;3;0;0;2;0;0;2;0;0;2;0;0;2;0;0;3;0;0;3;0;0;2;0;0;2;0;0;2;;;;0;0;3;0;0;2;0;0;3;0;0;3;0;0;2;0;0;3;0;0;2;0;0;3;0;0;3;6;7;3;4;1;3,046153846
2198;3,19378E+19;0;0;0;0;0;0;345;68;0;0;0;0;70;71;71;0;57;18;6;10;3;2018;1;15,66666667;0;15;0;15;7;0;7;2;3;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;1;6;28;1;4;15;1;2;18;1;1;14;1;2;8;1;3;9;1;1;7;1;2;0;0;3;0;0;3;0;0;3;0;0;2;0;0;3;0;0;3;0;0;1;0;0;3;0;0;3;0;0;3;0;0;3;0;0;2;0;0;3;0;0;2;0;0;3;0;0;1;0;0;2;0;0;3;0;0;3;0;0;3;0;0;2;0;0;2;0;0;2;0;0;3;0;0;3;0;0;3;0;0;3;0;0;2;0;0;2;0;0;1;0;0;2;0;0;3;0;0;3;0;0;2;0;0;2;0;0;2;0;0;2;0;0;3;0;0;3;0;0;2;0;0;2;0;0;2;0;0;2;0;0;3;0;0;3;0;0;2;0;0;2;0;0;2;;;;0;0;3;0;0;2;0;0;3;0;0;3;0;0;2;0;0;3;0;0;2;0;0;3;0;0;3;0;7;0;7;1;1,566666667
2199;3,19378E+19;1;0;0;0;0;0;330;71;0;0;0;0;65;63;63;0;72;20;6;10;2;2018;1;36,86666667;2;15;15;0;7;7;0;1;1;30,125;0;17;5;12;6;2;4;2;3;35;0;18;1;17;7;1;6;2;3;37;0;17;2;15;7;1;6;2;3;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;4;6;31;1;4;40;1;2;41;1;1;40;1;2;40;2;3;36;1;1;36;2;2;0;0;3;0;0;3;20;1;3;41;1;2;33;1;3;0;0;3;35;1;1;0;0;3;0;0;3;0;0;3;0;0;3;0;0;2;0;0;3;37;1;2;0;0;3;0;0;1;0;0;2;0;0;3;0;0;3;0;0;3;0;0;2;0;0;2;0;0;2;0;0;3;0;0;3;0;0;3;0;0;3;0;0;2;0;0;2;0;0;1;0;0;2;0;0;3;0;0;3;0;0;2;0;0;2;0;0;2;0;0;2;0;0;3;0;0;3;0;0;2;0;0;2;0;0;2;0;0;2;0;0;3;0;0;3;0;0;2;0;0;2;0;0;2;;;;0;0;3;0;0;2;0;0;3;0;0;3;0;0;2;0;0;3;0;0;2;0;0;3;0;0;3;2;27;11;16;4;13,89916667
2200;3,19378E+19;0;0;0;0;0;0;338;58;0;0;0;0;60;72;77;0;79;10;3;10;2;2018;1;32,66666667;3;15;11;4;7;6;1;1;1;29;0;17;0;17;6;0;6;2;3;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;6;28;2;4;40;1;2;45;1;1;32;1;2;32;2;3;33;1;1;30;2;2;0;0;3;0;0;3;0;0;3;29;1;2;0;0;3;0;0;3;0;0;1;0;0;3;0;0;3;0;0;3;0;0;3;0;0;2;0;0;3;0;0;2;0;0;3;0;0;1;0;0;2;0;0;3;0;0;3;0;0;3;0;0;2;0;0;2;0;0;2;0;0;3;0;0;3;0;0;3;0;0;3;0;0;2;0;0;2;0;0;1;0;0;2;0;0;3;0;0;3;0;0;2;0;0;2;0;0;2;0;0;2;0;0;3;0;0;3;0;0;2;0;0;2;0;0;2;0;0;2;0;0;3;0;0;3;0;0;2;0;0;2;0;0;2;;;;0;0;3;0;0;2;0;0;3;0;0;3;0;0;2;0;0;3;0;0;2;0;0;3;0;0;3;3;13;6;7;2;6,166666667
2201;3,19378E+19;0;0;0;0;0;0;326;70;0;0;0;0;55;66;71;0;62;20;6;10;3;2018;1;36,06666667;2;15;15;0;7;7;0;1;1;40,54545455;0;17;11;6;6;4;2;1;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;6;37;2;4;30;1;2;38;1;1;41;1;2;37;1;3;34;2;1;34;1;2;46;1;3;0;0;3;0;0;3;40;1;2;37;1;3;39;1;3;0;0;1;0;0;3;0;0;3;0;0;3;0;0;3;0;0;2;0;0;3;0;0;2;0;0;3;0;0;1;0;0;2;0;0;3;0;0;3;0;0;3;0;0;2;0;0;2;0;0;2;0;0;3;0;0;3;0;0;3;0;0;3;0;0;2;0;0;2;0;0;1;0;0;2;0;0;3;0;0;3;0;0;2;0;0;2;0;0;2;0;0;2;0;0;3;0;0;3;0;0;2;0;0;2;0;0;2;0;0;2;0;0;3;0;0;3;0;0;2;0;0;2;0;0;2;;;;0;0;3;0;0;2;0;0;3;0;0;3;0;0;2;0;0;3;0;0;2;0;0;3;0;0;3;2;13;11;2;2;7,661212121
2202;3,19378E+19;0;0;0;0;0;0;341;58;0;0;0;0;74;69;68;0;77;7;3;10;3;2018;1;30,8;2;15;15;0;7;7;0;1;1;26;0;17;3;14;6;1;5;2;3;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;6;31;1;4;30;1;2;35;2;1;31;1;2;30;1;3;31;2;1;30;1;2;0;0;3;19;1;3;0;0;3;0;0;2;29;1;3;30;1;3;0;0;1;0;0;3;0;0;3;0;0;3;0;0;3;0;0;2;0;0;3;0;0;2;0;0;3;0;0;1;0;0;2;0;0;3;0;0;3;0;0;3;0;0;2;0;0;2;0;0;2;0;0;3;0;0;3;0;0;3;0;0;3;0;0;2;0;0;2;0;0;1;0;0;2;0;0;3;0;0;3;0;0;2;0;0;2;0;0;2;0;0;2;0;0;3;0;0;3;0;0;2;0;0;2;0;0;2;0;0;2;0;0;3;0;0;3;0;0;2;0;0;2;0;0;2;;;;0;0;3;0;0;2;0;0;3;0;0;3;0;0;2;0;0;3;0;0;2;0;0;3;0;0;3;2;13;8;5;2;5,68
2203;3,19378E+19;1;0;0;0;0;0;331;67;0;0;0;0;65;67;69;0;57;6;3;10;3;2018;1;37,86666667;0;15;15;0;7;7;0;1;1;31,42857143;0;17;11;6;6;4;2;1;1;34;0;18;1;17;7;1;6;2;3;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;3;2;40;1;4;43;1;2;42;1;1;36;1;2;33;1;3;41;1;1;34;1;2;30;1;3;0;0;3;22;1;3;43;1;2;33;1;3;33;1;3;34;1;1;0;0;3;0;0;3;0;0;3;0;0;3;0;0;2;0;0;3;0;0;2;0;0;3;0;0;1;0;0;2;0;0;3;0;0;3;0;0;3;0;0;2;0;0;2;0;0;2;0;0;3;0;0;3;0;0;3;0;0;3;0;0;2;0;0;2;0;0;1;0;0;2;0;0;3;0;0;3;0;0;2;0;0;2;0;0;2;0;0;2;0;0;3;0;0;3;0;0;2;0;0;2;0;0;2;0;0;2;0;0;3;0;0;3;0;0;2;0;0;2;0;0;2;;;;0;0;3;0;0;2;0;0;3;0;0;3;0;0;2;0;0;3;0;0;2;0;0;3;0;0;3;0;20;12;8;3;10,32952381
