NUMERO;PROMEDIO_UNO;NAA_UNO;NOTA_DIFERENCIAL;NOTA_DIBUJO;NOTA_TEXTOS;NOTA_EE_UNO;PROMEDIO_DOS;NCC_DOS;NCA_DOS;NAA_DOS;NOTA_ALGEBRA;NOTA_INTEGRAL;NOTA_MATERIALES;NOTA_PBASICA;NOTA_EE_DOS;CAR_TRES;NCC_TRES;NCA_TRES;NCP_TRES;NAC_TRES;NAA_TRES;NAP_TRES;EPA_TRES;NOTA_MULTIVARIADO;VECES_MULTIVARIADO;CREDITOS_MULTIVARIADO;NOTA_ESTADISTICA_UNO;VECES_ESTADISTICA_UNO;CREDITOS_ESTADISTICA_UNO;NOTA_TERMODINAMICA;VECES_TERMODINAMICA;CREDITOS_TERMODINAMICA;NOTA_TGS;VECES_TGS;CREDITOS_TGS;NOTA_ETICA;VECES_ETICA;CREDITOS_ETICA;NOTA_PORIENTADA;VECES_PORIENTADA;CREDITOS_PORIENTADA;NOTA_EE_TRES;VECES_EE_TRES;CREDITOS_EE_TRES;RENDIMIENTO_CUATRO;PROMEDIO_CUATRO
1845;30.266666666666666;5;27.0;33.0;38.0;38.0;29.0;32;15;4;34.0;21.666666666666668;30.0;33.0;0.0;1;16;13;3;6;4;2;1;32.0;1;3;0.0;0;3;32.0;1;3;37.0;1;2;39.0;1;2;29.5;2;3;0.0;0;2;1;24.5
1846;30.9;4;25.5;31.0;35.0;45.0;30.133333333333333;24;15;4;31.0;21.0;34.0;38.0;0.0;0;16;16;0;6;6;0;1;32.0;1;3;31.0;1;3;38.0;1;3;34.0;1;2;45.0;1;2;37.0;1;3;0.0;0;2;1;29.733333333333334
1848;35.13333333333333;6;31.0;34.0;42.0;42.0;33.1764705882353;29;17;6;32.5;26.333333333333332;32.0;44.0;32.0;2;21;16;5;8;4;4;1;27.5;2;3;26.0;1;3;43.0;1;3;32.5;2;2;40.0;1;2;31.0;1;3;0.0;0;2;1;27.0
1849;30.76923076923077;4;30.0;30.5;42.0;0.0;30.9;10;10;4;30.0;0.0;0.0;30.0;0.0;0;4;4;0;2;2;0;1;0.0;0;3;0.0;0;3;0.0;0;3;39.0;1;2;43.0;1;2;0.0;0;3;0.0;0;2;1;0.0
1850;30.923076923076923;6;30.0;33.0;33.0;0.0;0.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;1;0.0
1851;36.13333333333333;7;32.0;30.0;38.0;48.0;40.8235294117647;17;17;7;48.0;30.0;35.0;45.0;48.0;1;19;16;3;7;6;1;1;33.0;2;3;37.0;1;3;35.0;1;3;46.0;1;2;47.0;1;2;45.0;1;3;0.0;0;2;2;32.411764705882355
1852;33.01111111111111;6;30.666666666666668;30.0;33.5;46.0;33.705882352941174;21;17;5;31.0;21.0;30.0;43.0;45.0;0;16;16;0;6;5;1;1;33.0;1;3;24.0;1;3;43.0;1;3;37.0;1;2;42.0;1;2;43.0;1;3;0.0;0;2;1;28.0
1853;35.06666666666667;7;34.0;34.0;35.0;42.0;41.11764705882353;17;17;7;47.0;35.0;39.0;44.0;47.0;0;16;16;0;6;6;0;1;37.0;1;3;39.0;1;3;41.0;1;3;45.0;1;2;41.0;1;2;44.0;1;3;0.0;0;2;2;33.529411764705884
1854;21.576923076923077;2;14.0;24.5;31.0;0.0;23.357142857142858;9;6;0;0.0;0.0;0.0;29.5;0.0;0;0;0;0;0;0;0;0;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;1;0.0
1855;32.833333333333336;6;31.0;31.0;42.0;37.0;34.85294117647059;23;17;5;29.0;26.5;35.0;44.0;43.0;0;16;16;0;6;6;0;1;31.0;1;3;34.0;1;3;36.0;1;3;35.0;1;2;50.0;1;2;41.0;1;3;0.0;0;2;1;29.428571428571427
1856;34.8;6;29.0;31.5;38.0;44.0;38.529411764705884;17;17;7;42.0;39.0;31.0;35.0;47.0;0;16;16;0;6;6;0;1;39.0;1;3;30.0;1;3;33.0;1;3;41.0;1;2;39.0;1;2;35.0;1;3;0.0;0;2;1;29.714285714285715
1857;34.86666666666667;7;30.0;32.0;38.0;43.0;39.11764705882353;17;17;7;42.0;30.0;39.0;45.0;46.0;0;18;18;0;7;7;0;1;30.0;1;3;30.0;1;3;40.0;1;3;41.0;1;2;37.0;1;2;45.0;1;3;46.0;1;2;1;29.176470588235293
1858;26.0;3;24.0;12.0;37.0;0.0;23.0;6;6;1;17.0;0.0;30.0;0.0;0.0;0;0;0;0;0;0;0;0;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;1;0.0
1859;35.96666666666667;7;30.0;36.0;45.0;44.0;37.470588235294116;17;17;7;30.0;30.0;33.0;47.0;45.0;1;21;18;3;8;6;2;1;28.5;2;3;32.0;1;3;36.0;1;3;40.0;1;2;50.0;1;2;45.0;1;3;50.0;1;2;2;32.44117647058823
1860;33.233333333333334;6;30.0;28.5;38.0;42.0;33.529411764705884;26;17;6;32.0;22.0;31.0;43.0;44.0;0;16;16;0;6;6;0;1;36.0;1;3;30.0;1;3;35.0;1;3;40.0;1;2;38.0;1;2;43.0;1;3;0.0;0;2;2;30.821428571428573
1861;34.63333333333333;5;28.0;33.5;47.0;44.0;34.970588235294116;20;17;7;33.0;30.5;30.0;35.0;44.0;1;21;18;3;8;7;1;1;41.0;1;3;30.0;2;3;35.0;1;3;30.0;1;2;47.0;1;2;35.0;1;3;42.0;1;2;2;31.88235294117647
1862;34.733333333333334;7;32.0;35.0;38.0;37.0;34.56666666666667;24;15;4;26.5;27.333333333333332;34.0;47.0;0.0;1;19;16;3;7;5;2;1;36.0;1;3;29.0;2;3;39.0;1;3;39.0;1;2;42.0;1;2;47.0;1;3;0.0;0;2;1;28.785714285714285
1863;33.46666666666667;6;31.0;30.0;39.0;36.0;34.088235294117645;20;17;6;27.5;30.0;30.0;43.0;45.0;0;18;18;0;7;7;0;1;38.0;1;3;31.0;1;3;45.0;1;3;31.0;1;2;37.0;1;2;35.0;1;3;43.0;1;2;2;30.470588235294116
1864;36.6;7;30.0;36.0;37.0;46.0;35.73529411764706;23;17;5;34.0;24.0;35.0;49.0;49.0;0;16;16;0;6;6;0;1;47.0;1;3;30.0;1;3;46.0;1;3;45.0;1;2;43.0;1;2;49.0;1;3;0.0;0;2;2;35.05882352941177
1865;37.8;6;33.5;36.0;44.0;46.0;35.94117647058823;17;17;7;31.0;31.0;35.0;37.0;41.0;0;16;16;0;6;6;0;1;32.0;1;3;32.0;1;3;38.0;1;3;44.0;1;2;42.0;1;2;37.0;1;3;0.0;0;2;2;30.5
1866;33.84615384615385;6;31.0;34.5;34.0;0.0;37.0;15;15;6;35.0;30.0;35.0;43.0;0.0;0;0;0;0;0;0;0;0;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;1;0.0
1870;34.4;7;30.0;36.0;35.0;30.0;38.529411764705884;17;17;6;48.0;43.0;37.0;45.0;17.0;0;16;16;0;6;6;0;1;42.0;1;3;47.0;1;3;39.0;1;3;41.0;1;2;42.0;1;2;45.0;1;3;0.0;0;2;1;24.852941176470587
1871;32.733333333333334;5;28.0;32.0;35.0;42.0;33.88235294117647;20;17;7;40.0;30.0;31.0;37.0;30.0;0;18;18;0;7;7;0;1;36.0;1;3;32.0;1;3;36.0;1;3;36.0;1;2;39.0;1;2;30.0;1;3;44.0;1;2;1;27.470588235294116
1873;35.86666666666667;7;30.0;32.0;44.0;47.0;39.0;17;17;7;33.0;41.0;35.0;41.0;50.0;0;16;16;0;6;6;0;1;46.0;1;3;38.0;1;3;41.0;1;3;42.0;1;2;35.0;1;2;41.0;1;3;0.0;0;2;2;34.470588235294116
1874;26.855555555555558;3;20.0;27.5;40.0;38.0;32.1764705882353;23;17;6;33.0;17.0;32.0;36.0;47.0;0;15;15;0;6;5;1;1;21.0;1;3;0.0;0;3;33.0;1;3;32.0;1;2;48.0;1;2;35.0;1;3;50.0;1;2;1;24.6
1876;35.86666666666667;6;36.0;33.0;37.0;47.0;40.0;16;16;6;36.0;43.0;34.0;39.0;49.0;0;16;16;0;6;6;0;1;45.0;1;3;38.0;1;3;45.0;1;3;35.0;1;2;49.0;1;2;39.0;1;3;0.0;0;2;2;32.64705882352941
1877;33.47777777777778;5;19.666666666666668;37.0;50.0;46.0;27.676470588235293;26;17;5;23.5;1.3333333333333333;32.0;30.0;45.0;0;9;9;0;4;4;0;1;0.0;0;3;0.0;0;3;0.0;0;3;34.0;1;2;33.0;1;2;30.0;1;3;50.0;1;2;1;24.4
1879;36.13333333333333;7;31.0;32.5;47.0;43.0;37.1764705882353;17;17;7;35.0;30.0;35.0;45.0;43.0;0;18;18;0;7;7;0;1;43.0;1;3;30.0;1;3;38.0;1;3;34.0;1;2;47.0;1;2;45.0;1;3;43.0;1;2;2;33.05882352941177
1880;24.2948717948718;1;24.5;21.0;32.5;0.0;18.5;19;10;2;7.0;0.0;0.0;32.0;0.0;0;4;4;0;2;2;0;1;0.0;0;3;0.0;0;3;0.0;0;3;39.0;1;2;47.0;1;2;0.0;0;3;0.0;0;2;1;9.0
1881;30.923076923076923;4;22.0;35.0;40.0;0.0;33.6;21;15;5;42.0;19.666666666666668;32.0;35.0;0.0;1;19;16;3;7;5;2;1;30.0;1;3;27.5;2;3;32.0;1;3;36.0;1;2;50.0;1;2;35.0;1;3;0.0;0;2;1;21.9
1882;28.23076923076923;4;21.0;41.0;35.0;0.0;32.3;24;15;4;26.0;23.5;30.0;47.0;0.0;1;19;16;3;7;4;3;2;27.0;2;3;15.0;1;3;33.0;1;3;39.0;1;2;31.0;1;2;47.0;1;3;0.0;0;2;1;20.136363636363637
1885;19.076923076923077;1;16.5;26.5;16.0;0.0;12.533333333333333;22;15;1;6.0;3.5;14.0;6.5;0.0;0;0;0;0;0;0;0;0;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;1;0.0
1886;25.141025641025642;3;15.333333333333334;28.5;30.0;0.0;26.375;16;12;3;12.0;0.0;31.0;32.0;0.0;0;7;7;0;3;3;0;2;0.0;0;3;0.0;0;3;0.0;0;3;38.0;1;2;32.0;1;2;32.0;1;3;0.0;0;2;1;0.0
1887;32.03846153846154;4;25.0;33.5;40.0;0.0;25.0;13;13;3;31.0;20.0;0.0;31.0;0.0;0;7;7;0;3;2;1;1;0.0;0;3;0.0;0;3;0.0;0;3;39.0;1;2;42.0;1;2;26.0;1;3;0.0;0;2;1;0.0
1888;29.076923076923077;4;31.0;38.0;34.0;0.0;0.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;1;0.0
1889;34.93333333333333;6;30.0;31.0;47.0;44.0;39.11764705882353;17;17;7;36.0;34.0;39.0;44.0;46.0;1;19;16;3;7;6;1;1;30.5;2;3;35.0;1;3;36.0;1;3;42.0;1;2;42.0;1;2;37.0;1;3;0.0;0;2;2;33.38235294117647
1890;31.87179487179487;5;31.0;31.0;37.0;0.0;30.133333333333333;30;15;3;26.0;25.666666666666668;31.0;40.0;0.0;0;7;7;0;3;3;0;1;0.0;0;3;0.0;0;3;0.0;0;3;35.0;1;2;42.0;1;2;40.0;1;3;0.0;0;2;1;20.8
1891;29.358974358974358;4;23.5;31.333333333333332;33.0;0.0;22.3;26;15;3;45.0;3.5;8.5;32.5;0.0;0;5;5;0;2;1;1;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;36.0;1;2;6.0;1;3;0.0;0;2;1;20.0
1893;35.2;7;31.0;32.0;47.0;38.0;39.0;17;17;7;43.0;31.0;35.0;44.0;45.0;0;18;18;0;7;7;0;1;43.0;1;3;38.0;1;3;40.0;1;3;39.0;1;2;37.0;1;2;43.0;1;3;47.0;1;2;2;33.411764705882355
1894;36.06666666666667;6;27.5;35.0;50.0;47.0;38.11764705882353;20;17;7;43.0;30.0;34.0;40.0;48.0;1;21;18;3;8;7;1;1;36.0;1;3;32.0;1;3;44.0;1;3;39.0;1;2;47.0;1;2;34.0;2;3;46.0;1;2;2;35.46666666666667
1895;34.833333333333336;6;33.0;33.0;38.0;44.0;36.0;20;17;6;28.0;34.0;34.0;42.0;44.0;0;16;16;0;6;6;0;1;39.0;1;3;30.0;1;3;33.0;1;3;38.0;1;2;50.0;1;2;42.0;1;3;0.0;0;2;2;31.357142857142858
1896;27.192307692307693;4;23.5;33.5;31.0;0.0;14.166666666666666;20;12;1;2.5;0.0;2.5;45.0;0.0;1;4;2;2;2;0;2;2;0.0;0;3;0.0;0;3;0.0;0;3;8.0;2;2;0.0;0;2;0.0;0;3;0.0;0;2;1;0.0
1897;28.96153846153846;3;21.5;28.5;37.0;0.0;31.7;24;15;4;41.0;24.5;34.0;32.0;0.0;1;18;16;2;7;4;3;2;32.0;1;3;19.0;1;3;31.0;1;3;28.5;2;2;40.0;1;2;32.0;1;3;0.0;0;2;1;26.142857142857142
1898;29.692307692307693;3;25.5;27.5;37.0;0.0;29.933333333333334;24;15;4;23.0;21.666666666666668;35.0;39.0;0.0;0;7;7;0;3;3;0;1;0.0;0;3;0.0;0;3;0.0;0;3;39.0;1;2;31.0;1;2;39.0;1;3;0.0;0;2;1;22.8
1900;37.6;6;29.5;30.0;50.0;50.0;39.705882352941174;17;17;7;36.0;31.0;35.0;50.0;48.0;0;18;18;0;7;7;0;1;43.0;1;3;38.0;1;3;50.0;1;3;40.0;1;2;45.0;1;2;50.0;1;3;47.0;1;2;2;33.1764705882353
1903;35.86666666666667;6;25.0;32.0;50.0;45.0;38.76470588235294;17;17;7;41.0;32.0;36.0;41.0;49.0;0;16;16;0;6;6;0;1;43.0;1;3;35.0;1;3;43.0;1;3;31.0;1;2;45.0;1;2;40.0;1;3;0.0;0;2;2;31.38235294117647
1904;30.384615384615383;4;24.5;30.0;35.0;0.0;29.811111111111114;34;15;3;25.5;26.666666666666668;17.333333333333332;45.0;0.0;1;16;14;2;6;4;2;1;40.0;1;3;33.0;1;3;37.0;1;3;0.0;0;2;28.5;2;2;45.0;1;3;0.0;0;2;2;35.0
1905;34.4;6;26.5;30.0;43.0;45.0;36.35294117647059;20;17;6;35.0;28.0;32.0;45.0;47.0;1;21;18;3;8;7;1;1;36.0;1;3;31.0;2;3;35.0;1;3;40.0;1;2;50.0;1;2;42.0;1;3;50.0;1;2;2;35.13333333333333
1908;18.935897435897438;3;6.666666666666667;6.75;31.0;0.0;8.142857142857142;24;10;0;1.0;0.0;0.0;15.333333333333334;0.0;1;4;2;2;2;0;2;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;23.5;2;2;0.0;0;3;0.0;0;2;1;0.0
1909;22.23076923076923;3;21.0;6.0;40.0;0.0;12.0;1;1;0;0.0;0.0;0.0;0.0;0.0;0;2;2;0;1;1;0;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;33.0;1;2;0.0;0;3;0.0;0;2;1;0.0
1910;27.205128205128208;3;19.666666666666668;25.5;37.0;0.0;29.1;10;10;3;42.0;0.0;0.0;30.0;0.0;0;7;7;0;3;2;1;2;0.0;0;3;0.0;0;3;0.0;0;3;39.0;1;2;34.0;1;2;26.0;1;3;0.0;0;2;1;0.0
1911;34.46666666666667;5;26.5;30.0;47.0;44.0;33.7;18;15;5;27.5;30.0;31.0;44.0;0.0;0;16;16;0;6;6;0;1;33.0;1;3;33.0;1;3;30.0;1;3;45.0;1;2;47.0;1;2;44.0;1;3;0.0;0;2;2;30.428571428571427
1912;32.0;4;25.5;32.0;43.0;0.0;30.733333333333334;24;15;4;34.0;27.0;34.0;33.0;0.0;1;18;16;2;7;4;3;2;32.0;1;3;17.0;1;3;39.0;1;3;25.0;2;2;41.0;1;2;30.0;1;3;0.0;0;2;1;24.428571428571427
1913;24.064102564102562;2;14.333333333333334;27.333333333333332;31.0;0.0;31.866666666666667;29;15;4;35.0;23.666666666666668;29.5;39.0;0.0;3;23;16;7;9;2;7;1;17.0;1;3;21.0;1;3;35.0;1;3;28.5;2;2;33.0;2;2;28.0;2;3;0.0;0;2;1;22.833333333333332
1914;33.86666666666667;6;30.0;31.5;38.0;39.0;33.666666666666664;20;15;5;31.0;26.0;30.0;42.0;0.0;0;16;16;0;6;3;3;2;36.0;1;3;8.0;1;3;0.0;1;3;7.0;1;2;40.0;1;2;39.0;1;3;0.0;0;2;1;20.8
1915;34.67777777777778;6;32.666666666666664;37.0;37.0;38.0;39.35294117647059;17;17;7;30.0;46.0;34.0;47.0;45.0;0;18;18;0;7;7;0;1;31.0;1;3;30.0;1;3;44.0;1;3;41.0;1;2;38.0;1;2;47.0;1;3;49.0;1;2;2;31.823529411764707
1916;35.13333333333333;6;30.0;34.0;47.0;38.0;31.970588235294116;32;17;5;30.5;23.0;33.0;37.0;42.0;0;10;10;0;4;4;0;1;0.0;0;3;0.0;0;3;38.0;1;3;43.0;1;2;44.0;1;2;30.0;1;3;0.0;0;2;1;22.0
1917;33.53333333333333;6;30.0;30.0;34.0;45.0;33.5;24;15;5;25.5;30.0;37.0;40.0;0.0;0;16;16;0;6;5;1;1;24.0;1;3;34.0;1;3;43.0;1;3;31.0;1;2;38.0;1;2;37.0;1;3;0.0;0;2;1;21.333333333333332
1918;35.63333333333333;6;32.0;32.5;37.0;47.0;35.333333333333336;15;15;6;34.0;33.0;34.0;37.0;0.0;0;16;16;0;6;6;0;1;31.0;1;3;33.0;1;3;37.0;1;3;38.0;1;2;45.0;1;2;37.0;1;3;0.0;0;2;1;27.676470588235293
1920;35.233333333333334;6;30.0;30.0;44.0;44.0;35.26470588235294;20;17;6;32.0;27.5;32.0;40.0;41.0;1;21;18;3;8;6;2;1;43.0;1;3;28.5;2;3;38.0;1;3;39.0;1;2;42.0;1;2;40.0;1;3;38.0;1;2;1;27.323529411764707
1921;35.6;7;31.0;33.0;41.0;45.0;35.35294117647059;23;17;5;28.0;28.0;36.0;39.0;50.0;0;16;16;0;6;6;0;1;43.0;1;3;35.0;1;3;44.0;1;3;39.0;1;2;43.0;1;2;39.0;1;3;0.0;0;2;1;28.954545454545453
1922;34.43333333333333;6;31.0;31.0;41.0;43.0;35.970588235294116;20;17;6;39.0;25.5;33.0;40.0;42.0;0;18;18;0;7;7;0;1;37.0;1;3;33.0;1;3;30.0;1;3;36.0;1;2;40.0;1;2;40.0;1;3;47.0;1;2;1;27.035714285714285
1924;34.43333333333333;6;33.0;30.0;36.0;47.0;36.64705882352941;20;17;6;43.0;28.0;37.0;43.0;34.0;1;19;16;3;7;5;2;2;31.0;2;3;25.0;1;3;33.0;1;3;39.0;1;2;37.0;1;2;30.0;1;3;0.0;0;2;1;27.56060606060606
1926;31.5;5;27.5;33.5;33.0;33.0;30.866666666666667;21;15;4;24.5;28.5;31.0;35.0;0.0;0;16;16;0;6;5;1;1;30.0;1;3;24.0;1;3;36.0;1;3;37.0;1;2;35.0;1;2;34.0;1;3;0.0;0;2;1;11.333333333333334
1927;33.56666666666667;5;34.5;34.0;33.0;40.0;33.705882352941174;23;17;6;28.5;30.5;34.0;37.0;44.0;2;22;16;6;8;4;4;1;26.5;2;3;27.5;2;3;41.0;1;3;35.0;1;2;43.0;1;2;37.0;1;3;0.0;0;2;2;31.452380952380953
1928;28.884615384615383;4;30.0;30.0;34.0;0.0;23.75;7;7;0;23.0;0.0;0.0;0.0;0.0;0;2;2;0;1;0;1;2;0.0;0;3;0.0;0;3;0.0;0;3;28.0;1;2;0.0;0;2;0.0;0;3;0.0;0;2;1;0.0
1929;33.333333333333336;6;30.0;33.0;40.0;41.0;37.1764705882353;20;17;6;43.0;26.0;31.0;45.0;39.0;0;16;16;0;6;6;0;1;37.0;1;3;34.0;1;3;35.0;1;3;39.0;1;2;49.0;1;2;41.0;1;3;0.0;0;2;1;28.970588235294116
1930;36.03333333333333;6;35.0;31.0;44.0;45.0;34.0;21;15;4;40.0;24.5;35.0;43.0;0.0;1;19;16;3;7;5;2;1;30.0;1;3;29.5;2;3;36.0;1;3;36.0;1;2;43.0;1;2;40.0;1;3;0.0;0;2;2;31.5
1931;28.692307692307693;2;25.0;28.0;37.0;0.0;29.0;15;15;4;38.0;30.0;1.0;35.0;0.0;0;7;7;0;3;2;1;1;0.0;0;3;0.0;1;3;0.0;0;3;42.0;1;2;45.0;1;2;0.0;0;3;0.0;0;2;1;0.0
1932;35.266666666666666;6;31.0;31.0;45.0;43.0;37.94117647058823;17;17;7;30.0;33.0;35.0;43.0;50.0;0;18;18;0;7;7;0;1;38.0;1;3;34.0;1;3;41.0;1;3;41.0;1;2;44.0;1;2;43.0;1;3;42.0;1;2;2;35.72222222222222
1933;31.0;5;30.0;32.5;30.0;0.0;33.3;18;15;5;30.0;26.5;34.0;43.0;0.0;1;19;16;3;7;5;2;1;31.0;1;3;29.5;2;3;33.0;1;3;37.0;1;2;49.0;1;2;39.0;1;3;0.0;0;2;1;26.772727272727273
1934;33.8;5;33.0;32.0;41.0;44.0;34.7;21;15;5;37.0;28.5;30.0;44.0;0.0;0;16;16;0;6;5;1;1;33.0;1;3;19.0;1;3;41.0;1;3;35.0;1;2;40.0;1;2;44.0;1;3;0.0;0;2;2;31.727272727272727
1938;30.9;5;33.0;29.5;33.0;31.0;37.733333333333334;17;15;5;39.0;38.0;25.5;50.0;0.0;0;16;16;0;6;6;0;1;32.0;1;3;32.0;1;3;30.0;1;3;30.0;1;2;35.0;1;2;50.0;1;3;0.0;0;2;1;28.678571428571427
1940;38.06666666666667;7;43.0;35.0;37.0;40.0;29.633333333333333;30;15;4;27.0;38.0;30.0;32.333333333333336;0.0;2;21;16;5;8;5;3;1;31.0;1;3;30.0;2;3;38.0;1;3;30.5;2;2;45.0;1;2;22.0;1;3;0.0;0;2;1;26.1
1941;31.23076923076923;4;26.5;39.0;38.0;0.0;24.1875;10;7;2;0.0;0.0;0.0;30.0;0.0;0;2;2;0;1;0;1;2;0.0;0;3;0.0;0;3;0.0;0;3;28.0;1;2;0.0;0;2;0.0;0;3;0.0;0;2;1;0.0
1942;37.93333333333333;7;31.0;40.0;40.0;49.0;38.11764705882353;20;17;6;36.0;28.0;32.0;46.0;45.0;0;16;16;0;6;6;0;1;34.0;1;3;33.0;1;3;48.0;1;3;47.0;1;2;31.0;1;2;34.0;1;3;0.0;0;2;2;35.470588235294116
1943;34.61538461538461;6;30.0;35.0;35.0;0.0;33.36666666666667;18;15;5;30.0;28.5;35.0;39.0;0.0;0;16;16;0;6;6;0;1;34.0;1;3;42.0;1;3;45.0;1;3;32.0;1;2;46.0;1;2;33.0;1;3;0.0;0;2;2;33.76470588235294
1944;37.0;7;38.0;33.0;41.0;40.0;32.733333333333334;15;15;6;30.0;30.0;30.0;35.0;0.0;1;19;16;3;7;5;2;1;31.0;1;3;27.5;2;3;46.0;1;3;30.0;1;2;50.0;1;2;30.0;1;3;0.0;0;2;2;32.588235294117645
1945;37.8;7;34.0;38.0;44.0;44.0;38.3235294117647;20;17;6;32.0;25.5;37.0;49.0;49.0;0;16;16;0;6;6;0;1;39.0;1;3;35.0;1;3;43.0;1;3;46.0;1;2;39.0;1;2;49.0;1;3;0.0;0;2;2;34.588235294117645
1946;37.86666666666667;7;34.0;38.0;38.0;49.0;32.8;24;15;6;33.0;30.333333333333332;31.0;35.0;0.0;1;19;16;3;7;6;1;1;37.0;1;3;31.0;2;3;35.0;1;3;30.0;1;2;32.0;1;2;32.0;1;3;0.0;0;2;2;30.857142857142858
1948;39.38461538461539;6;39.0;40.0;42.0;0.0;39.53333333333333;15;15;6;37.0;37.0;37.0;44.0;0.0;0;16;16;0;6;6;0;1;41.0;1;3;36.0;1;3;48.0;1;3;40.0;1;2;36.0;1;2;40.0;1;3;0.0;0;2;2;34.5
1949;34.84615384615385;6;30.0;40.0;37.0;0.0;31.833333333333332;21;15;5;33.0;30.0;32.0;43.0;0.0;2;21;16;5;8;4;4;1;27.5;2;3;30.0;1;3;45.0;1;3;27.5;2;2;40.0;1;2;30.0;1;3;0.0;0;2;2;33.583333333333336
1950;34.80769230769231;5;36.0;31.0;39.0;0.0;32.43333333333333;24;15;4;31.5;20.5;35.0;45.0;0.0;0;16;16;0;6;6;0;1;43.0;1;3;33.0;1;3;43.0;1;3;46.0;1;2;43.0;1;2;45.0;1;3;0.0;0;2;2;34.35294117647059
1951;37.06666666666667;7;32.0;37.0;40.0;47.0;34.13333333333333;18;15;5;31.0;29.0;33.0;40.0;0.0;0;16;16;0;6;6;0;1;31.0;1;3;34.0;1;3;42.0;1;3;30.0;1;2;40.0;1;2;33.0;1;3;0.0;0;2;2;31.88235294117647
1952;37.2;7;39.0;31.0;41.0;44.0;33.5;21;15;6;33.5;30.0;38.0;33.0;0.0;0;13;13;0;5;5;0;1;30.0;1;3;34.0;1;3;44.0;1;3;34.0;1;2;39.0;1;2;0.0;0;3;0.0;0;2;2;31.235294117647058
1953;38.84615384615385;6;42.0;38.0;41.0;0.0;38.8;15;15;6;34.0;38.0;34.0;44.0;0.0;0;16;16;0;6;6;0;1;42.0;1;3;36.0;1;3;48.0;1;3;39.0;1;2;38.0;1;2;40.0;1;3;0.0;0;2;2;32.0
1954;41.733333333333334;7;45.0;38.0;43.0;43.0;38.53333333333333;15;15;6;37.0;33.0;38.0;47.0;0.0;0;16;16;0;6;6;0;1;42.0;1;3;38.0;1;3;42.0;1;3;39.0;1;2;41.0;1;2;47.0;1;3;0.0;0;2;2;38.588235294117645
1956;27.384615384615383;3;26.0;35.0;30.0;0.0;32.6;4;4;2;0.0;0.0;0.0;41.0;0.0;0;2;2;0;1;1;0;2;0.0;0;3;0.0;0;3;0.0;0;3;38.0;1;2;0.0;0;2;0.0;0;3;0.0;0;2;1;0.0
1957;34.11538461538461;5;29.0;34.0;41.0;0.0;36.6;18;15;6;30.0;32.0;34.0;42.0;0.0;0;16;16;0;6;6;0;1;39.0;1;3;37.0;1;3;42.0;1;3;32.0;1;2;48.0;1;2;42.0;1;3;0.0;0;2;2;33.705882352941174
1958;35.333333333333336;7;31.0;36.0;41.0;38.0;33.86666666666667;18;15;5;29.0;34.0;32.0;37.0;0.0;0;16;16;0;6;6;0;1;31.0;1;3;39.0;1;3;46.0;1;3;30.0;1;2;43.0;1;2;33.0;1;3;0.0;0;2;2;31.454545454545453
1959;41.76923076923077;6;38.0;39.0;44.0;0.0;32.36666666666667;26;15;4;24.333333333333332;31.0;30.5;44.0;0.0;1;20;16;4;8;5;3;2;33.0;1;3;33.0;1;3;30.0;1;3;29.333333333333332;3;2;36.0;1;2;30.0;1;3;0.0;0;2;2;33.25
1960;40.266666666666666;7;39.0;39.0;40.0;47.0;34.588235294117645;26;17;6;25.0;30.5;39.0;37.0;49.0;0;16;16;0;6;6;0;1;46.0;1;3;35.0;1;3;42.0;1;3;48.0;1;2;41.0;1;2;37.0;1;3;0.0;0;2;2;35.333333333333336
1962;37.84615384615385;6;43.0;34.0;39.0;0.0;32.36666666666667;21;15;4;27.5;24.0;30.0;40.0;0.0;0;16;16;0;6;6;0;1;33.0;1;3;33.0;1;3;36.0;1;3;30.0;1;2;41.0;1;2;40.0;1;3;0.0;0;2;2;31.785714285714285
1963;40.733333333333334;7;32.0;36.0;45.0;50.0;33.36666666666667;21;15;5;33.0;25.5;33.0;43.0;0.0;1;19;16;3;7;5;2;1;37.0;1;3;27.5;2;3;38.0;1;3;30.0;1;2;41.0;1;2;31.0;1;3;0.0;0;2;2;32.0
