NUMERO;PROMEDIO_UNO;NAA_UNO;NOTA_DIFERENCIAL;NOTA_DIBUJO;NOTA_TEXTOS;NOTA_EE_UNO;PROMEDIO_DOS;NCC_DOS;NCA_DOS;NAA_DOS;NOTA_ALGEBRA;NOTA_INTEGRAL;NOTA_MATERIALES;NOTA_PBASICA;NOTA_EE_DOS;CAR_TRES;NCC_TRES;NCA_TRES;NCP_TRES;NAC_TRES;NAA_TRES;NAP_TRES;EPA_TRES;NOTA_MULTIVARIADO;VECES_MULTIVARIADO;CREDITOS_MULTIVARIADO;NOTA_ESTADISTICA_UNO;VECES_ESTADISTICA_UNO;CREDITOS_ESTADISTICA_UNO;NOTA_TERMODINAMICA;VECES_TERMODINAMICA;CREDITOS_TERMODINAMICA;NOTA_TGS;VECES_TGS;CREDITOS_TGS;NOTA_ETICA;VECES_ETICA;CREDITOS_ETICA;NOTA_PORIENTADA;VECES_PORIENTADA;CREDITOS_PORIENTADA;NOTA_EE_TRES;VECES_EE_TRES;CREDITOS_EE_TRES;RENDIMIENTO_CUATRO;PROMEDIO_CUATRO
120;34.733333333333334;7;30.0;30.0;40.0;43.0;37.05882352941177;17;17;7;35.0;30.0;30.0;50.0;45.0;0;15;15;0;6;6;0;1;35.0;1;3;40.0;1;3;0.0;0;3;30.0;1;2;34.0;1;2;45.0;1;3;40.0;1;2;2;38.77777777777778
121;31.244444444444447;6;21.666666666666668;32.5;40.0;36.0;27.65625;25;16;3;25.0;25.0;30.0;27.5;30.0;2;21;15;6;8;4;4;2;24.0;2;3;30.0;1;3;0.0;0;3;30.0;1;2;36.0;1;2;27.5;2;3;30.0;1;2;2;33.68518518518518
122;20.03846153846154;3;15.0;4.0;30.0;0.0;15.666666666666666;39;9;0;9.0;0.0;0.0;25.0;0.0;2;18;6;12;6;0;6;2;0.0;0;3;10.333333333333334;3;3;0.0;0;3;0.0;0;2;0.0;0;2;21.666666666666668;3;3;0.0;0;2;1;0.0
123;32.93333333333333;6;22.5;35.0;35.0;42.0;32.65625;22;16;4;30.0;25.0;35.0;45.0;35.0;0;15;15;0;6;6;0;1;35.0;1;3;35.0;1;3;0.0;0;3;40.0;1;2;39.0;1;2;45.0;1;3;35.0;1;2;2;34.05555555555556
124;29.615384615384617;5;17.5;0.0;35.0;40.0;25.714285714285715;9;6;1;0.0;0.0;0.0;35.0;0.0;0;0;0;0;0;0;0;0;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;1;0.0
126;34.46666666666667;6;22.5;40.0;40.0;41.0;35.0625;18;16;5;35.0;30.0;26.5;40.0;44.0;1;17;15;2;7;6;1;1;35.0;1;3;45.0;1;3;0.0;0;3;34.0;2;2;43.0;1;2;40.0;1;3;44.0;1;2;2;35.0
127;35.06666666666667;7;30.0;40.0;35.0;38.0;38.529411764705884;17;17;7;35.0;35.0;30.0;45.0;45.0;0;15;15;0;6;6;0;1;40.0;1;3;40.0;1;3;0.0;0;3;40.0;1;2;36.0;1;2;45.0;1;3;40.0;1;2;2;35.666666666666664
129;24.1;3;20.0;37.0;22.5;10.0;26.833333333333332;33;12;2;20.0;27.0;0.0;30.0;0.0;2;22;13;9;8;3;5;2;22.5;2;3;30.0;1;3;0.0;0;3;32.0;1;2;40.0;1;2;21.666666666666668;3;3;0.0;0;2;1;26.3921568627451
130;29.77777777777778;5;21.666666666666668;30.0;22.5;45.0;27.61764705882353;41;17;4;21.666666666666668;27.5;31.0;35.0;30.0;1;18;15;3;7;5;2;1;30.0;1;3;25.0;2;3;0.0;0;3;40.0;1;2;35.0;1;2;35.0;1;3;32.0;1;2;2;31.764705882352942
131;35.46666666666667;6;22.5;40.0;45.0;41.0;33.125;18;16;5;30.0;30.0;29.0;40.0;41.0;0;15;15;0;6;6;0;1;40.0;1;3;45.0;1;3;0.0;0;3;32.0;1;2;45.0;1;2;40.0;1;3;44.0;1;2;2;38.22222222222222
132;35.0;6;25.0;40.0;40.0;40.0;34.088235294117645;20;17;6;30.0;22.5;30.0;50.0;41.0;0;15;15;0;6;6;0;1;30.0;1;3;35.0;1;3;0.0;0;3;40.0;1;2;41.0;1;2;45.0;1;3;40.0;1;2;2;35.0
133;34.733333333333334;6;22.5;40.0;35.0;38.0;39.0;16;16;6;40.0;35.0;40.0;45.0;47.0;0;15;15;0;6;6;0;1;45.0;1;3;40.0;1;3;0.0;0;3;40.0;1;2;40.0;1;2;40.0;1;3;40.0;1;2;2;37.388888888888886
134;30.2;6;22.5;35.0;30.0;34.0;29.96875;22;16;5;30.0;22.5;35.0;30.0;36.0;1;18;15;3;7;5;2;1;30.0;1;3;40.0;1;3;0.0;0;3;34.0;1;2;41.0;1;2;27.5;2;3;40.0;1;2;2;30.166666666666668
135;32.788888888888884;5;23.333333333333332;35.0;45.0;38.0;34.0;25;17;4;30.0;27.5;28.5;45.0;43.0;3;22;15;7;9;3;6;1;27.5;2;3;30.0;1;3;0.0;0;3;26.0;2;2;38.0;1;2;30.0;1;3;29.0;2;2;2;30.13888888888889
136;29.933333333333334;6;20.0;30.0;35.0;37.0;31.264705882352942;26;17;5;30.0;21.666666666666668;37.0;35.0;35.0;0;15;15;0;6;6;0;1;30.0;1;3;35.0;1;3;0.0;0;3;38.0;1;2;39.0;1;2;35.0;1;3;41.0;1;2;2;32.19444444444444
138;28.181818181818183;4;20.0;0.0;30.0;0.0;25.416666666666668;39;12;2;30.0;14.666666666666666;0.0;32.0;0.0;1;15;6;9;5;2;3;1;0.0;0;3;40.0;1;3;0.0;0;3;0.0;0;2;0.0;0;2;32.0;4;3;0.0;0;2;1;10.821428571428571
139;32.69230769230769;5;25.0;40.0;30.0;0.0;27.083333333333332;27;12;1;25.0;25.0;0.0;35.0;0.0;1;17;11;6;6;3;3;2;21.0;3;3;35.0;1;3;0.0;0;3;30.0;1;2;0.0;0;2;35.0;1;3;0.0;0;2;1;27.5
140;33.666666666666664;6;25.0;35.0;45.0;40.0;34.25;21;16;5;25.0;40.0;34.5;35.0;37.0;1;18;15;3;7;5;2;1;27.5;2;3;30.0;1;3;0.0;0;3;40.0;1;2;38.0;1;2;35.0;1;3;45.0;1;2;2;32.166666666666664
141;32.06666666666667;7;30.0;30.0;30.0;38.0;37.35294117647059;20;17;7;40.0;40.0;30.0;35.0;50.0;1;18;15;3;7;5;2;1;25.0;2;3;35.0;1;3;0.0;0;3;30.0;1;2;40.0;1;2;35.0;1;3;40.0;1;2;2;32.77777777777778
142;36.8;7;30.0;40.0;35.0;41.0;38.625;16;16;6;35.0;40.0;33.0;45.0;36.0;0;15;15;0;6;6;0;1;45.0;1;3;45.0;1;3;0.0;0;3;30.0;1;2;33.0;1;2;45.0;1;3;37.0;1;2;2;36.666666666666664
143;35.733333333333334;7;30.0;40.0;30.0;38.0;35.9375;16;16;6;40.0;30.0;35.0;40.0;35.0;1;18;15;3;7;6;1;1;35.0;2;3;35.0;1;3;0.0;0;3;35.0;1;2;39.0;1;2;40.0;1;3;43.0;1;2;2;37.638888888888886
145;31.77777777777778;5;21.666666666666668;40.0;45.0;40.0;31.964285714285715;20;14;4;30.0;22.5;0.0;40.0;40.0;0;11;11;0;4;4;0;1;32.0;1;3;35.0;1;3;0.0;0;3;32.0;1;2;0.0;0;2;40.0;1;3;0.0;0;2;1;18.11764705882353
147;27.43846153846154;4;14.8;0.0;35.0;35.0;32.21875;23;8;2;19.25;0.0;0.0;40.0;40.0;1;12;6;6;4;1;3;2;0.0;0;3;30.0;1;3;0.0;0;3;0.0;0;2;0.0;0;2;23.333333333333332;3;3;0.0;0;2;1;23.333333333333332
149;31.833333333333332;5;20.0;40.0;40.0;40.0;15.65625;60;12;1;10.0;5.5;0.0;35.0;0.0;1;17;8;9;6;1;5;2;0.0;0;3;11.0;4;3;0.0;0;3;0.0;0;2;16.0;1;2;35.0;1;3;0.0;0;2;1;21.375
150;29.666666666666668;6;30.0;15.0;30.0;35.0;28.541666666666668;21;12;2;30.0;27.5;0.0;40.0;0.0;0;9;9;0;3;1;2;2;15.0;1;3;15.0;1;3;0.0;0;3;0.0;0;2;0.0;0;2;30.0;1;3;0.0;0;2;1;19.166666666666668
151;17.73076923076923;2;11.5;0.0;15.0;35.0;18.69047619047619;54;9;0;12.428571428571429;0.0;0.0;27.5;0.0;3;25;8;17;9;0;9;1;0.0;0;3;4.0;3;3;0.0;0;3;14.0;2;2;0.0;0;2;10.25;4;3;0.0;0;2;1;20.0
152;36.81818181818182;5;30.0;0.0;0.0;45.0;30.0;3;3;1;0.0;0.0;0.0;40.0;0.0;0;0;0;0;0;0;0;0;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;1;0.0
153;20.096153846153847;3;12.5;0.0;15.0;35.0;17.85;41;10;1;12.0;0.0;0.0;30.0;0.0;1;12;3;9;4;0;4;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;2;17.5;4;3;0.0;0;2;1;10.0
154;30.6;5;25.0;40.0;30.0;37.0;29.625;27;16;3;25.0;25.0;29.5;35.0;35.0;1;18;15;3;7;6;1;1;30.0;2;3;40.0;1;3;0.0;0;3;30.0;1;2;33.0;1;2;30.0;1;3;41.0;1;2;2;31.27777777777778
155;31.944444444444446;5;21.666666666666668;35.0;35.0;45.0;31.84375;19;16;5;35.0;30.0;31.0;35.0;40.0;1;17;15;2;7;6;1;1;30.0;1;3;30.0;1;3;0.0;0;3;31.5;2;2;40.0;1;2;35.0;1;3;50.0;1;2;2;32.5
156;28.366666666666667;4;20.0;26.5;35.0;40.0;28.166666666666668;24;12;3;17.666666666666668;30.0;0.0;35.0;0.0;3;27;9;18;9;0;9;1;13.666666666666666;3;3;17.666666666666668;3;3;0.0;0;3;0.0;0;2;0.0;0;2;20.0;3;3;0.0;0;2;1;15.375
157;23.846153846153847;1;15.0;0.0;35.0;27.5;17.5;9;3;0;0.0;0.0;0.0;23.333333333333332;0.0;0;0;0;0;0;0;0;0;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;1;0.0
158;32.0;6;22.5;40.0;30.0;45.0;36.6875;16;16;6;35.0;30.0;37.0;50.0;39.0;1;19;15;4;8;5;3;1;30.0;1;3;40.0;1;3;0.0;0;3;40.0;1;2;10.0;3;2;50.0;1;3;43.0;1;2;2;32.25
159;18.636363636363637;2;15.0;0.0;0.0;17.5;21.666666666666668;9;9;1;15.0;0.0;0.0;35.0;0.0;0;0;0;0;0;0;0;0;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;1;0.0
160;19.846153846153847;3;12.0;0.0;15.0;35.0;20.416666666666668;21;9;1;11.25;0.0;0.0;35.0;0.0;0;0;0;0;0;0;0;0;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;1;10.0
161;33.666666666666664;6;25.0;40.0;40.0;40.0;34.21875;21;16;5;35.0;35.0;30.0;45.0;30.0;1;16;13;3;6;5;1;1;30.0;1;3;30.0;2;3;0.0;0;3;35.0;1;2;0.0;0;2;45.0;1;3;37.0;1;2;2;36.52777777777778
162;31.0;6;27.5;32.5;30.0;40.0;31.375;22;16;4;30.0;25.0;39.0;25.0;47.0;1;18;15;3;7;5;2;1;40.0;1;3;45.0;1;3;0.0;0;3;35.0;1;2;34.0;1;2;25.0;2;3;40.0;1;2;2;34.94444444444444
163;32.0;5;25.0;25.0;50.0;35.0;34.6875;20;16;5;40.0;30.0;22.0;40.0;38.0;0;15;15;0;6;6;0;1;35.0;1;3;45.0;1;3;0.0;0;3;43.0;1;2;42.0;1;2;40.0;1;3;40.0;1;2;2;30.72222222222222
164;39.333333333333336;7;40.0;35.0;35.0;50.0;37.4375;18;16;5;45.0;35.0;19.5;45.0;40.0;1;19;15;4;8;5;3;1;35.0;1;3;45.0;1;3;0.0;0;3;40.0;1;2;19.666666666666668;3;2;45.0;1;3;47.0;1;2;2;34.388888888888886
165;25.76923076923077;4;15.0;0.0;30.0;35.0;24.166666666666668;15;9;1;22.5;0.0;0.0;35.0;0.0;1;9;6;3;3;0;3;2;0.0;0;3;15.0;1;3;0.0;0;3;0.0;0;2;0.0;0;2;22.5;2;3;0.0;0;2;1;18.333333333333332
166;30.666666666666668;6;20.0;40.0;35.0;35.0;33.125;19;16;5;30.0;40.0;35.0;35.0;35.0;2;20;15;5;8;4;4;1;25.0;2;3;40.0;1;3;0.0;0;3;27.0;2;2;38.0;1;2;30.0;1;3;40.0;1;2;2;30.944444444444443
167;31.666666666666668;6;22.5;32.5;45.0;35.0;34.375;22;16;4;30.0;27.5;40.0;45.0;40.0;0;15;15;0;6;6;0;1;30.0;1;3;35.0;1;3;0.0;0;3;40.0;1;2;30.0;1;2;35.0;1;3;35.0;1;2;2;32.611111111111114
168;32.666666666666664;6;25.0;35.0;35.0;40.0;32.84375;19;16;5;35.0;30.0;30.0;45.0;34.0;1;18;15;3;7;5;2;1;22.5;2;3;35.0;1;3;0.0;0;3;35.0;1;2;41.0;1;2;35.0;1;3;30.0;1;2;1;29.055555555555557
169;25.90909090909091;3;20.0;0.0;0.0;45.0;22.5;3;3;1;0.0;0.0;0.0;30.0;0.0;0;0;0;0;0;0;0;0;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;1;0.0
170;31.363636363636363;4;30.0;0.0;0.0;45.0;26.25;3;3;1;0.0;0.0;0.0;35.0;0.0;0;0;0;0;0;0;0;0;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;1;0.0
171;37.0;7;30.0;40.0;45.0;40.0;36.0625;16;16;6;40.0;30.0;30.0;45.0;41.0;0;15;15;0;6;6;0;1;30.0;1;3;45.0;1;3;0.0;0;3;45.0;1;2;42.0;1;2;35.0;1;3;40.0;1;2;2;39.94444444444444
173;30.5;5;30.0;35.0;22.5;40.0;29.395833333333332;26;16;3;22.5;22.5;24.666666666666668;40.0;38.0;0;15;15;0;6;6;0;1;35.0;1;3;30.0;1;3;0.0;0;3;35.0;1;2;40.0;1;2;35.0;1;3;40.0;1;2;1;29.916666666666668
174;35.4;6;22.5;40.0;35.0;43.0;36.09375;19;16;5;35.0;35.0;30.0;45.0;45.0;0;15;15;0;6;6;0;1;40.0;1;3;30.0;1;3;0.0;0;3;40.0;1;2;40.0;1;2;35.0;1;3;42.0;1;2;2;36.55555555555556
175;22.597402597402596;3;17.5;0.0;30.0;0.0;14.5;15;6;0;0.0;0.0;0.0;23.333333333333332;0.0;2;21;6;15;7;0;7;2;0.0;0;3;22.5;4;3;0.0;0;3;0.0;0;2;0.0;0;2;5.0;3;3;0.0;0;2;1;11.111111111111112
177;36.666666666666664;7;30.0;35.0;40.0;40.0;39.6875;16;16;6;30.0;35.0;40.0;45.0;45.0;0;15;15;0;6;6;0;1;40.0;1;3;40.0;1;3;0.0;0;3;45.0;1;2;40.0;1;2;45.0;1;3;42.0;1;2;3;42.77777777777778
178;27.692307692307693;4;20.0;35.0;30.0;0.0;21.5;24;12;1;16.0;15.0;0.0;40.0;0.0;0;6;6;0;2;1;1;2;0.0;0;3;20.0;1;3;0.0;0;3;0.0;0;2;0.0;0;2;30.0;1;3;0.0;0;2;1;16.666666666666668
179;35.8;7;30.0;35.0;40.0;41.0;35.71875;19;16;5;40.0;22.5;42.0;40.0;45.0;0;15;15;0;6;6;0;1;35.0;1;3;45.0;1;3;0.0;0;3;40.0;1;2;38.0;1;2;35.0;1;3;41.0;1;2;2;32.361111111111114
180;36.0;6;27.5;40.0;35.0;40.0;35.44117647058823;20;17;7;30.0;40.0;39.0;35.0;36.0;1;18;15;3;7;6;1;1;30.0;1;3;32.5;2;3;0.0;0;3;30.0;1;2;40.0;1;2;35.0;1;3;40.0;1;2;2;31.11111111111111
181;33.666666666666664;6;25.0;40.0;35.0;35.0;31.25;20;14;4;35.0;22.5;0.0;35.0;35.0;2;15;9;6;5;1;4;2;27.5;2;3;27.5;2;3;0.0;0;3;0.0;0;2;0.0;0;2;35.0;1;3;0.0;0;2;1;23.91176470588235
182;33.93333333333333;6;20.0;40.0;45.0;37.0;31.676470588235293;26;17;5;22.5;35.0;30.0;35.0;43.0;3;23;15;8;9;5;4;1;30.0;2;3;27.5;2;3;0.0;0;3;30.0;1;2;40.0;1;2;35.0;1;3;30.0;2;2;2;37.111111111111114
183;39.333333333333336;7;40.0;35.0;40.0;40.0;42.8125;16;16;6;40.0;40.0;40.0;45.0;40.0;0;15;15;0;6;6;0;1;35.0;1;3;35.0;1;3;0.0;0;3;45.0;1;2;39.0;1;2;45.0;1;3;40.0;1;2;3;42.5
185;35.13333333333333;6;22.5;40.0;45.0;41.0;36.05882352941177;20;17;7;35.0;30.0;35.0;40.0;44.0;0;15;15;0;6;6;0;1;35.0;1;3;40.0;1;3;0.0;0;3;35.0;1;2;38.0;1;2;35.0;1;3;46.0;1;2;2;36.333333333333336
186;36.666666666666664;7;30.0;30.0;45.0;45.0;36.6875;16;16;6;35.0;35.0;35.0;40.0;41.0;0;15;15;0;6;6;0;1;35.0;1;3;45.0;1;3;0.0;0;3;40.0;1;2;42.0;1;2;35.0;1;3;48.0;1;2;2;38.833333333333336
187;37.2;7;32.5;30.0;40.0;44.0;36.5625;16;16;6;35.0;35.0;30.0;40.0;45.0;0;15;15;0;6;6;0;1;35.0;1;3;30.0;1;3;0.0;0;3;30.0;1;2;40.0;1;2;40.0;1;3;40.0;1;2;2;35.72222222222222
188;32.55555555555556;6;23.333333333333332;35.0;35.0;35.0;31.28125;31;16;4;22.5;29.666666666666668;31.0;35.0;36.0;2;23;15;8;9;5;4;1;28.333333333333332;3;3;45.0;1;3;0.0;0;3;33.0;1;2;40.0;1;2;35.0;1;3;34.5;2;2;2;35.611111111111114
189;32.53333333333333;6;22.5;35.0;30.0;39.0;28.4375;25;16;3;22.5;22.5;33.0;35.0;37.0;1;18;15;3;7;6;1;1;30.0;1;3;35.0;2;3;0.0;0;3;34.0;1;2;41.0;1;2;35.0;1;3;39.0;1;2;1;29.833333333333332
190;37.46666666666667;7;30.0;40.0;40.0;41.0;35.625;16;16;6;40.0;30.0;30.0;40.0;45.0;0;15;15;0;6;6;0;1;35.0;1;3;40.0;1;3;0.0;0;3;50.0;1;2;42.0;1;2;40.0;1;3;50.0;1;2;2;34.80555555555556
192;35.57777777777778;6;26.666666666666668;40.0;40.0;41.0;33.1875;16;16;6;35.0;30.0;31.0;30.0;47.0;0;15;15;0;6;6;0;1;30.0;1;3;40.0;1;3;0.0;0;3;45.0;1;2;43.0;1;2;30.0;1;3;44.0;1;2;2;33.80555555555556
193;32.51111111111111;6;26.666666666666668;40.0;35.0;33.0;35.5;16;16;6;40.0;35.0;34.0;35.0;40.0;0;15;15;0;6;6;0;1;35.0;1;3;35.0;1;3;0.0;0;3;34.0;1;2;39.0;1;2;35.0;1;3;35.0;1;2;2;35.55555555555556
194;31.644444444444446;6;21.666666666666668;30.0;35.0;39.0;30.03125;25;16;4;22.5;35.0;39.0;30.0;35.0;2;20;15;5;8;4;4;1;27.5;2;3;30.0;1;3;0.0;0;3;38.0;1;2;21.5;2;2;30.0;1;3;38.0;1;2;1;29.833333333333332
195;42.77777777777778;4;50.0;0.0;0.0;0.0;26.25;3;3;1;0.0;0.0;0.0;35.0;0.0;0;0;0;0;0;0;0;0;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;1;0.0
196;22.795454545454547;3;18.0;0.0;35.0;0.0;18.458333333333332;36;12;1;13.0;2.5;0.0;35.0;0.0;1;9;3;6;3;0;3;2;0.0;0;3;21.666666666666668;3;3;0.0;0;3;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;1;12.222222222222221
197;33.63636363636363;5;30.0;0.0;35.0;0.0;25.0;21;12;2;15.0;15.0;0.0;35.0;0.0;0;6;6;0;2;0;2;2;0.0;0;3;15.0;1;3;0.0;0;3;0.0;0;2;0.0;0;2;15.0;1;3;0.0;0;2;1;15.0
198;20.576923076923077;1;15.0;0.0;15.0;25.0;16.875;13;7;0;0.0;0.0;0.0;25.0;0.0;1;6;3;3;2;0;2;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;2;15.0;2;3;0.0;0;2;1;0.0
199;34.55555555555555;6;23.333333333333332;40.0;30.0;50.0;32.75;16;16;6;30.0;35.0;30.0;35.0;37.0;0;15;15;0;6;6;0;1;30.0;1;3;35.0;1;3;0.0;0;3;40.0;1;2;40.0;1;2;35.0;1;3;35.0;1;2;1;29.11111111111111
200;25.384615384615383;2;15.0;0.0;35.0;40.0;26.785714285714285;10;7;1;25.0;0.0;0.0;32.5;0.0;0;3;3;0;1;0;1;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;2;15.0;1;3;0.0;0;2;1;15.0
201;31.11111111111111;6;21.666666666666668;30.0;40.0;35.0;32.015625;31;16;4;23.75;21.333333333333332;34.0;40.0;42.0;1;18;15;3;7;5;2;1;36.0;1;3;25.0;2;3;0.0;0;3;45.0;1;2;43.0;1;2;40.0;1;3;45.0;1;2;1;27.88235294117647
202;30.512820512820515;5;21.666666666666668;30.0;30.0;0.0;29.423076923076923;22;13;3;30.0;22.5;0.0;35.0;0.0;1;17;14;3;6;2;4;2;10.5;2;3;35.0;1;3;9.0;1;3;26.0;1;2;0.0;0;2;35.0;1;3;0.0;0;2;1;20.11111111111111
204;34.333333333333336;6;27.5;35.0;35.0;45.0;38.88235294117647;20;17;7;30.0;45.0;40.0;40.0;43.0;0;15;15;0;6;6;0;1;40.0;1;3;40.0;1;3;0.0;0;3;40.0;1;2;45.0;1;2;40.0;1;3;45.0;1;2;2;38.333333333333336
205;31.8;6;25.0;30.0;35.0;41.0;26.875;27;12;2;23.333333333333332;21.666666666666668;0.0;32.5;0.0;2;24;9;15;8;2;6;2;24.4;5;3;30.0;2;3;0.0;0;3;0.0;0;2;0.0;0;2;30.0;1;3;0.0;0;2;1;22.553571428571427
206;20.37121212121212;1;18.0;0.0;15.0;0.0;21.785714285714285;15;6;0;0.0;0.0;0.0;23.333333333333332;0.0;1;12;6;6;4;0;4;2;0.0;0;3;15.0;1;3;0.0;0;3;0.0;0;2;0.0;0;2;14.0;3;3;0.0;0;2;1;11.111111111111112
207;33.5;6;25.0;35.0;40.0;40.0;32.6875;21;16;4;30.0;30.0;28.5;45.0;38.0;0;15;15;0;6;6;0;1;30.0;1;3;35.0;1;3;0.0;0;3;30.0;1;2;45.0;1;2;45.0;1;3;40.0;1;2;2;33.083333333333336
208;33.1;5;25.0;35.0;45.0;42.0;30.25;22;16;4;22.5;30.0;32.0;35.0;45.0;0;15;15;0;6;6;0;1;30.0;1;3;40.0;1;3;0.0;0;3;35.0;1;2;41.0;1;2;30.0;1;3;41.0;1;2;2;35.888888888888886
209;22.77777777777778;3;16.666666666666668;15.0;17.5;35.0;20.0;12;9;1;15.0;0.0;0.0;30.0;0.0;0;3;3;0;1;1;0;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;2;30.0;1;3;0.0;0;2;1;0.0
210;29.11111111111111;5;21.666666666666668;25.0;30.0;40.0;27.291666666666668;30;12;1;27.5;25.0;0.0;30.0;0.0;1;12;6;6;4;1;3;1;0.0;0;3;45.0;1;3;0.0;0;3;0.0;0;2;0.0;0;2;26.666666666666668;3;3;0.0;0;2;1;19.444444444444443
211;33.666666666666664;6;25.0;30.0;40.0;45.0;36.375;19;16;6;35.0;40.0;30.0;45.0;36.0;0;15;15;0;6;6;0;1;40.0;1;3;40.0;1;3;0.0;0;3;31.0;1;2;40.0;1;2;35.0;1;3;39.0;1;2;2;34.30555555555556
212;31.266666666666666;6;22.5;40.0;30.0;37.0;32.28125;28;16;3;25.0;22.5;39.0;45.0;43.0;0;15;15;0;6;6;0;1;40.0;1;3;35.0;1;3;0.0;0;3;30.0;1;2;30.0;1;2;45.0;1;3;50.0;1;2;2;32.666666666666664
213;31.0;6;22.5;30.0;35.0;40.0;31.0625;22;16;5;30.0;30.0;34.0;35.0;37.0;0;15;15;0;6;6;0;1;30.0;1;3;30.0;1;3;0.0;0;3;35.0;1;2;43.0;1;2;35.0;1;3;35.0;1;2;2;33.638888888888886
215;21.53846153846154;3;15.0;0.0;15.0;35.0;22.5;3;3;1;0.0;0.0;0.0;30.0;0.0;0;3;3;0;1;0;1;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;2;15.0;1;3;0.0;0;2;1;0.0
217;36.44444444444445;6;26.666666666666668;40.0;40.0;45.0;37.625;16;16;6;35.0;40.0;32.0;45.0;44.0;0;15;15;0;6;6;0;1;35.0;1;3;45.0;1;3;0.0;0;3;35.0;1;2;40.0;1;2;45.0;1;3;45.0;1;2;2;34.5
218;28.974358974358974;5;21.666666666666668;30.0;30.0;0.0;28.333333333333332;24;12;1;35.0;23.333333333333332;0.0;27.5;0.0;3;19;11;8;7;1;6;1;21.5;2;3;35.0;1;3;0.0;0;3;29.5;2;2;0.0;0;2;27.5;2;3;0.0;0;2;1;26.0
219;37.0;7;35.0;35.0;45.0;40.0;33.375;19;16;6;30.0;30.0;32.0;40.0;40.0;0;15;15;0;6;6;0;1;35.0;1;3;35.0;1;3;0.0;0;3;35.0;1;2;41.0;1;2;40.0;1;3;36.0;1;2;2;39.333333333333336
221;28.181818181818183;4;15.0;40.0;0.0;0.0;24.166666666666668;12;12;2;20.0;0.0;25.0;30.0;0.0;0;2;2;0;1;1;0;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;35.0;1;2;0.0;0;3;0.0;0;2;1;0.0
222;41.666666666666664;7;40.0;45.0;40.0;40.0;42.875;16;16;6;45.0;40.0;45.0;45.0;43.0;0;15;15;0;6;6;0;1;30.0;1;3;45.0;1;3;0.0;0;3;34.0;1;2;43.0;1;2;40.0;1;3;45.0;1;2;2;39.44444444444444
223;38.333333333333336;7;30.0;40.0;40.0;40.0;32.71875;22;16;5;30.0;22.5;35.0;40.0;43.0;0;15;15;0;6;6;0;1;30.0;1;3;35.0;1;3;0.0;0;3;35.0;1;2;40.0;1;2;40.0;1;3;38.0;1;2;2;36.388888888888886
224;31.466666666666665;6;25.0;33.0;40.0;30.5;27.8125;40;16;3;21.666666666666668;20.0;31.0;30.0;44.0;3;23;15;8;9;4;5;1;27.0;2;3;35.0;1;3;0.0;0;3;30.5;2;2;35.0;1;2;22.5;2;3;44.0;1;2;2;32.11764705882353
225;27.307692307692307;4;22.5;0.0;20.0;30.0;30.0;6;6;1;0.0;0.0;0.0;45.0;0.0;0;3;3;0;1;0;1;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;2;15.0;1;3;0.0;0;2;1;20.0
226;32.30769230769231;5;22.5;0.0;30.0;35.0;11.362499999999999;59;14;0;11.8;10.25;0.0;13.2;0.0;1;9;3;6;3;0;3;2;0.0;0;3;10.0;3;3;0.0;0;3;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;1;26.666666666666668
228;37.30769230769231;6;35.0;40.0;0.0;40.0;33.75;12;12;4;30.0;30.0;0.0;35.0;0.0;0;9;9;0;3;3;0;1;35.0;1;3;40.0;1;3;0.0;0;3;0.0;0;2;0.0;0;2;35.0;1;3;0.0;0;2;1;29.444444444444443
229;35.333333333333336;6;25.0;40.0;35.0;40.0;31.40625;22;16;4;25.0;22.5;30.0;40.0;45.0;1;18;15;3;7;5;2;1;26.0;2;3;30.0;1;3;0.0;0;3;34.0;1;2;30.0;1;2;35.0;1;3;30.0;1;2;2;31.11111111111111
