LOCALIDAD_COLEGIO;PG_ICFES;CON_MAT_ICFES;FISICA_ICFES;BIOLOGIA_ICFES;IDIOMA_ICFES;LOCALIDAD;PROMEDIO_UNO;CAR_UNO;NCC_UNO;NCA_UNO;NCP_UNO;NAC_UNO;NAA_UNO;NAP_UNO;EPA_UNO;CREDITOS_DIFERENCIAL;ESTADO_FINAL;NOTA_DIFERENCIAL;VECES_DIFERENCIAL;NOTA_DIBUJO;VECES_DIBUJO;CREDITOS_DIBUJO;NOTA_QUIMICA;VECES_QUIMICA;CREDITOS_QUIMICA;NOTA_CFJC;VECES_CFJC;CREDITOS_CFJC;NOTA_TEXTOS;VECES_TEXTOS;CREDITOS_TEXTOS;NOTA_SEMINARIO;VECES_SEMINARIO;CREDITOS_SEMINARIO;NOTA_EE_UNO;VECES_EE_UNO;CREDITOS_EE_UNO;RENDIMIENTO_DOS;PROMEDIO_DOS
10;492.04;98.19;63.86;63.2;62.94;10;27.727272727272727;0;11;11;0;5;3;2;2;4;9;25.0;1;40.0;1;2;20.0;1;3;30.0;1;1;0.0;0;2;35.0;1;1;0.0;0;2;1;0.0
11;464.05;69.01;79.58;60.48;77.13;10;32.27272727272727;0;11;11;0;5;4;1;1;4;9;30.0;1;40.0;1;2;25.0;1;3;40.0;1;1;0.0;0;2;40.0;1;1;0.0;0;2;1;0.0
4;466.69;69.01;75.93;58.6;51.33;4;29.95;2;28;15;13;7;5;2;2;4;5;22.5;2;35.0;1;2;23.75;4;3;30.0;1;1;38.0;1;2;30.0;1;1;41.0;1;2;2;33.38235294117647
17;480.74;69.01;69.72;55.92;55.62;17;27.224358974358974;4;29;13;16;6;3;3;1;4;9;24.666666666666668;3;31.5;2;2;22.5;2;3;35.0;1;1;33.0;1;2;23.75;4;1;0.0;0;2;2;33.6
9;472.12;78.36;69.72;66.77;68.41;9;33.53333333333333;1;18;15;3;7;6;1;1;4;5;30.0;1;35.0;1;2;25.0;2;3;40.0;1;1;39.0;1;2;30.0;1;1;45.0;1;2;2;31.176470588235293
10;507.48;79.26;60.57;69.65;66.95;10;30.766666666666666;2;22;15;7;7;5;2;1;4;5;26.5;2;30.0;1;2;25.5;2;3;30.0;1;1;38.0;1;2;35.0;1;1;39.0;1;2;2;30.0
8;474.25;98.19;66.68;58.6;65.57;20;24.545454545454547;0;11;11;0;5;2;3;2;4;9;20.0;1;35.0;1;2;20.0;1;3;35.0;1;1;0.0;0;2;25.0;1;1;0.0;0;2;1;0.0
4;492.04;75.41;66.68;66.77;75.52;4;37.6;0;15;15;0;7;7;0;1;4;5;35.0;1;35.0;1;2;35.0;1;3;30.0;1;1;42.0;1;2;35.0;1;1;50.0;1;2;2;39.1764705882353
9;518.21;65.63;75.93;66.77;61.66;9;15.454545454545455;0;11;11;0;5;0;5;2;4;9;15.0;1;15.0;1;2;15.0;1;3;20.0;1;1;0.0;0;2;15.0;1;1;0.0;0;2;1;0.0
20;474.76;72.05;69.72;63.99;85.44;20;37.733333333333334;0;15;15;0;7;7;0;1;4;5;35.0;1;35.0;1;2;35.0;1;3;30.0;1;1;48.0;1;2;35.0;1;1;45.0;1;2;2;37.76470588235294
17;544.45;89.92;69.72;69.65;71.98;18;34.46666666666667;1;17;15;2;7;6;1;1;4;5;35.0;1;35.0;1;2;30.0;1;3;35.0;1;1;28.0;2;2;30.0;1;1;48.0;1;2;2;37.11764705882353
16;475.97;69.01;73.09;60.48;53.27;6;32.53333333333333;1;19;15;4;7;6;1;1;4;5;22.5;2;30.0;1;2;30.0;1;3;40.0;1;1;41.0;1;2;40.0;1;1;43.0;1;2;2;33.35294117647059
10;514.97;79.26;63.65;72.69;56.82;10;36.13333333333333;0;15;15;0;7;7;0;1;4;5;30.0;1;30.0;1;2;35.0;1;3;40.0;1;1;41.0;1;2;35.0;1;1;50.0;1;2;2;37.8235294117647
16;490.0;66.17;72.78;69.65;65.57;16;35.0;1;19;15;4;7;6;1;1;4;5;27.5;2;35.0;1;2;30.0;1;3;40.0;1;1;42.0;1;2;35.0;1;1;48.0;1;2;2;32.38235294117647
20;529.89;79.26;72.78;75.95;79.4;10;17.272727272727273;0;11;11;0;5;0;5;2;4;9;20.0;1;15.0;1;2;15.0;1;3;15.0;1;1;0.0;0;2;20.0;1;1;0.0;0;2;1;0.0
14;475.56;83.87;72.78;69.65;64.24;8;37.666666666666664;0;15;15;0;7;7;0;1;4;5;35.0;1;35.0;1;2;30.0;1;3;40.0;1;1;50.0;1;2;35.0;1;1;45.0;1;2;2;34.23529411764706
10;492.57;75.41;63.65;75.95;65.57;10;36.13333333333333;1;19;15;4;7;6;1;1;4;5;29.0;2;40.0;1;2;35.0;1;3;40.0;1;1;40.0;1;2;35.0;1;1;43.0;1;2;2;36.94117647058823
20;487.76;75.41;69.98;71.9;75.1;20;28.636363636363637;0;11;11;0;5;3;2;2;4;9;30.0;1;35.0;1;2;25.0;1;3;20.0;1;1;0.0;0;2;30.0;1;1;0.0;0;2;1;0.0
17;486.02;82.87;66.68;63.99;69.93;18;36.266666666666666;0;15;15;0;7;7;0;1;4;5;30.0;1;35.0;1;2;35.0;1;3;40.0;1;1;41.0;1;2;35.0;1;1;46.0;1;2;2;37.3235294117647
20;507.0;79.26;72.78;79.57;47.15;20;27.87179487179487;3;25;13;12;6;3;3;1;4;13;24.333333333333332;3;35.0;1;2;30.0;1;3;20.666666666666668;3;1;30.0;1;2;24.333333333333332;3;1;0.0;0;2;2;31.05
18;504.92;78.36;66.93;87.87;59.21;5;13.212121212121213;5;33;11;22;5;0;5;1;4;9;15.333333333333334;3;8.333333333333334;3;2;15.0;3;3;7.333333333333333;3;1;0.0;0;2;15.0;3;1;0.0;0;2;1;0.0
1;491.53;78.36;60.76;71.9;82.38;1;27.363636363636363;1;15;11;4;5;4;1;2;4;9;16.5;2;35.0;1;2;30.0;1;3;40.0;1;1;0.0;0;2;35.0;1;1;0.0;0;2;1;10.1875
14;462.88;75.41;75.93;61.28;71.98;16;34.666666666666664;0;15;15;0;7;7;0;1;4;5;30.0;1;40.0;1;2;30.0;1;3;40.0;1;1;38.0;1;2;30.0;1;1;42.0;1;2;2;34.55882352941177
10;492.18;72.05;76.27;65.98;68.86;10;15.909090909090908;0;11;11;0;5;0;5;2;4;9;15.0;1;15.0;1;2;15.0;1;3;15.0;1;1;0.0;0;2;25.0;1;1;0.0;0;2;1;0.0
14;523.09;82.87;72.78;61.28;77.55;16;35.4;0;15;15;0;7;7;0;1;4;5;30.0;1;40.0;1;2;30.0;1;3;40.0;1;1;37.0;1;2;35.0;1;1;46.0;1;2;2;33.8235294117647
11;489.9;63.5;73.09;68.87;85.05;1;26.045454545454547;2;16;11;5;5;3;2;2;4;9;23.5;2;30.0;1;2;30.0;1;3;30.0;1;1;0.0;0;2;12.5;2;1;0.0;0;2;1;15.0
7;475.36;82.87;66.68;66.77;65.57;7;30.066666666666666;1;19;15;4;7;6;1;1;4;5;23.0;2;30.0;1;2;30.0;1;3;35.0;1;1;35.0;1;2;30.0;1;1;37.0;1;2;2;34.294117647058826
20;394.23;53.16;63.65;55.92;48.86;4;8.236363636363636;4;47;13;34;5;1;4;1;4;10;3.0;5;30.0;1;2;3.2;5;3;5.0;3;1;0.0;1;2;4.0;5;1;0.0;0;2;1;0.0
14;478.38;69.01;69.98;63.2;85.44;16;35.733333333333334;0;15;15;0;7;7;0;1;4;5;30.0;1;35.0;1;2;30.0;1;3;45.0;1;1;43.0;1;2;35.0;1;1;45.0;1;2;2;38.76470588235294
20;492.33;74.62;60.57;66.77;73.68;20;38.2;0;15;15;0;7;7;0;1;4;5;40.0;1;35.0;1;2;35.0;1;3;40.0;1;1;39.0;1;2;30.0;1;1;45.0;1;2;2;36.64705882352941
9;489.54;71.35;69.72;88.69;81.98;9;42.266666666666666;0;15;15;0;7;7;0;1;4;5;45.0;1;35.0;1;2;40.0;1;3;45.0;1;1;47.0;1;2;35.0;1;1;45.0;1;2;2;39.64705882352941
17;475.29;71.35;66.68;69.65;71.98;16;36.8;0;15;15;0;7;7;0;1;4;9;35.0;1;35.0;1;2;35.0;1;3;40.0;1;1;45.0;1;2;35.0;1;1;36.0;1;2;2;35.6
5;481.76;79.26;60.76;68.87;55.62;5;30.53846153846154;2;20;13;7;6;4;2;1;4;9;27.5;2;30.0;1;2;30.0;1;3;45.0;1;1;40.0;1;2;12.0;4;1;0.0;0;2;1;28.75
11;490.58;79.26;60.76;71.9;64.24;11;40.0;0;11;11;0;5;5;0;1;4;9;45.0;1;40.0;1;2;35.0;1;3;40.0;1;1;0.0;0;2;35.0;1;1;0.0;0;2;1;0.0
7;466.01;75.41;69.98;68.87;57.29;7;23.26923076923077;3;36;13;23;6;3;3;1;4;9;13.5;4;30.0;1;2;21.5;4;3;40.0;1;1;31.0;1;2;22.0;3;1;0.0;0;2;1;20.833333333333332
20;475.49;113.46;37.96;55.09;44.51;5;15.0;0;11;11;0;5;0;5;2;4;9;15.0;1;15.0;1;2;15.0;1;3;15.0;1;1;0.0;0;2;15.0;1;1;0.0;0;2;1;0.0
9;457.6;75.41;69.72;61.28;62.94;8;33.18181818181818;0;11;11;0;5;5;0;1;4;9;30.0;1;35.0;1;2;35.0;1;3;40.0;1;1;0.0;0;2;30.0;1;1;0.0;0;2;1;0.0
1;478.92;63.02;73.09;65.98;77.13;1;40.13333333333333;0;15;15;0;7;7;0;1;4;5;40.0;1;40.0;1;2;40.0;1;3;40.0;1;1;44.0;1;2;30.0;1;1;42.0;1;2;2;34.588235294117645
20;465.46;68.39;73.09;60.48;75.1;10;29.9;4;36;15;21;7;3;4;1;4;5;25.5;4;35.0;1;2;24.666666666666668;3;3;45.0;1;1;26.0;2;2;25.5;2;1;40.0;1;2;2;34.294117647058826
14;471.77;78.36;66.93;63.2;58.01;8;31.6969696969697;1;13;11;2;5;4;1;1;4;9;35.0;1;35.0;1;2;30.0;1;3;35.0;1;1;0.0;0;2;13.666666666666666;3;1;0.0;0;2;1;26.11904761904762
7;451.04;97.5;50.84;51.93;70.18;8;37.8;0;15;15;0;7;7;0;1;4;5;30.0;1;41.0;1;2;32.0;1;3;41.0;1;1;44.0;1;2;50.0;1;1;45.0;1;2;2;35.588235294117645
7;422.76;97.66;60.45;45.4;48.4;9;32.15384615384615;2;19;13;6;6;4;2;1;4;1;28.5;2;37.0;1;2;34.0;1;3;41.0;1;1;26.5;2;2;34.0;1;1;0.0;0;2;1;26.4
11;435.28;81.17;69.66;64.2;59.9;7;40.0;0;6;6;0;2;2;0;1;4;13;44.0;1;0.0;0;2;0.0;0;3;0.0;0;1;0.0;0;2;0.0;0;1;32.0;1;2;1;0.0
13;438.37;81.33;66.65;56.48;72.06;16;33.53333333333333;1;19;15;4;7;6;1;1;4;10;25.5;2;42.0;1;2;32.0;1;3;38.0;1;1;32.0;1;2;45.0;1;1;37.0;1;2;2;32.4
8;434.86;87.14;56.13;54.18;61.22;8;35.6;0;15;15;0;7;7;0;1;4;5;31.0;1;38.0;1;2;31.0;1;3;39.0;1;1;45.0;1;2;50.0;1;1;31.0;1;2;2;35.794117647058826
20;459.4;81.47;52.83;64.43;59.9;20;43.07692307692308;0;13;13;0;6;6;0;1;4;9;43.0;1;40.0;1;2;42.0;1;3;40.0;1;1;46.0;1;2;50.0;1;1;0.0;0;2;2;38.266666666666666
10;432.26;76.37;63.37;58.75;72.06;16;38.0;0;15;15;0;7;7;0;1;4;5;36.0;1;36.0;1;2;33.0;1;3;36.0;1;1;43.0;1;2;45.0;1;1;44.0;1;2;2;36.411764705882355
13;444.43;81.33;58.25;61.57;59.9;12;39.46666666666667;0;15;15;0;7;7;0;1;4;5;35.0;1;39.0;1;2;34.0;1;3;42.0;1;1;47.0;1;2;50.0;1;1;43.0;1;2;2;38.705882352941174
17;447.34;77.8;55.56;59.3;62.69;11;38.93333333333333;0;15;15;0;7;7;0;1;4;5;30.0;1;45.0;1;2;38.0;1;3;42.0;1;1;42.0;1;2;50.0;1;1;42.0;1;2;2;37.88235294117647
11;421.58;87.76;57.81;49.71;62.69;11;38.6;0;15;15;0;7;7;0;1;4;13;41.0;1;34.0;1;2;36.0;1;3;39.0;1;1;37.0;1;2;50.0;1;1;38.0;1;2;2;32.06666666666667
4;437.48;76.65;57.81;67.72;72.06;4;39.93333333333333;0;15;15;0;7;7;0;1;4;5;39.0;1;40.0;1;2;35.0;1;3;42.0;1;1;40.0;1;2;50.0;1;1;43.0;1;2;2;37.588235294117645
20;441.78;72.36;57.99;71.35;72.06;17;13.5;4;23;13;10;6;1;5;1;4;9;5.5;2;35.0;1;2;8.5;2;3;26.0;1;1;10.5;2;2;11.0;2;1;0.0;0;2;1;0.0
20;430.56;70.78;64.55;61.52;52.08;20;31.46153846153846;2;23;13;10;6;4;2;1;4;10;25.5;2;37.0;1;2;28.0;3;3;30.0;1;1;37.0;1;2;45.0;1;1;0.0;0;2;1;24.233333333333334
10;439.72;64.12;61.79;64.45;89.24;16;34.733333333333334;0;15;15;0;7;7;0;1;4;9;30.0;1;30.0;1;2;34.0;1;3;33.0;1;1;37.0;1;2;50.0;1;1;41.0;1;2;1;28.2
20;410.89;84.71;56.97;53.82;79.4;20;33.08888888888889;1;23;15;8;7;6;1;1;4;13;23.333333333333332;3;30.0;1;2;33.0;1;3;31.0;1;1;38.0;1;2;45.0;1;1;46.0;1;2;2;32.13333333333333
20;414.33;81.33;58.25;51.93;79.55;20;7.384615384615385;0;13;13;0;6;0;6;2;4;10;6.0;1;11.0;1;2;4.0;1;3;14.0;1;1;9.0;1;2;6.0;1;1;0.0;0;2;1;0.0
18;429.61;76.37;55.49;51.87;79.55;14;39.0;0;15;15;0;7;7;0;1;4;5;37.0;1;37.0;1;2;37.0;1;3;42.0;1;1;39.0;1;2;50.0;1;1;41.0;1;2;3;40.23529411764706
7;440.77;79.59;49.76;66.5;64.7;19;38.86666666666667;0;15;15;0;7;7;0;1;4;5;39.0;1;38.0;1;2;34.0;1;3;42.0;1;1;40.0;1;2;45.0;1;1;41.0;1;2;2;35.61764705882353
10;415.37;76.37;60.6;51.87;53.32;10;40.733333333333334;0;15;15;0;7;7;0;1;4;5;38.0;1;39.0;1;2;35.0;1;3;44.0;1;1;41.0;1;2;50.0;1;1;50.0;1;2;2;36.1764705882353
20;427.05;67.28;61.79;59.89;52.08;20;40.06666666666667;0;15;15;0;7;7;0;1;4;5;36.0;1;41.0;1;2;34.0;1;3;39.0;1;1;44.0;1;2;50.0;1;1;48.0;1;2;2;34.38235294117647
18;429.31;69.96;56.97;55.79;79.4;19;35.92307692307692;0;13;13;0;6;6;0;1;4;3;32.0;1;43.0;1;2;31.0;1;3;39.0;1;1;38.0;1;2;45.0;1;1;0.0;0;2;2;34.11538461538461
20;430.36;66.56;61.79;59.89;48.42;20;35.0;1;19;15;4;7;7;0;1;4;5;30.5;2;40.0;1;2;34.0;1;3;33.0;1;1;39.0;1;2;32.0;1;1;39.0;1;2;2;33.470588235294116
11;425.22;87.61;48.41;61.57;83.41;2;36.13333333333333;0;15;15;0;7;7;0;1;4;11;34.0;1;41.0;1;2;31.0;1;3;35.0;1;1;39.0;1;2;50.0;1;1;34.0;1;2;2;36.1764705882353
8;413.23;74.79;59.37;64.45;75.1;8;40.266666666666666;0;15;15;0;7;7;0;1;4;5;36.0;1;45.0;1;2;36.0;1;3;44.0;1;1;38.0;1;2;50.0;1;1;46.0;1;2;2;36.85294117647059
8;429.98;62.84;63.43;61.19;57.84;8;40.733333333333334;0;15;15;0;7;7;0;1;4;5;32.0;1;45.0;1;2;34.0;1;3;47.0;1;1;47.0;1;2;50.0;1;1;50.0;1;2;2;36.55882352941177
11;425.73;73.85;57.16;69.49;77.13;21;24.166666666666668;2;22;12;10;5;3;2;2;4;10;13.5;2;34.0;1;2;20.333333333333332;3;3;45.0;1;1;31.0;1;2;0.0;0;1;0.0;0;2;1;17.5
17;433.88;76.53;48.41;61.57;62.69;4;38.6;1;21;15;6;7;6;1;1;4;10;35.0;1;42.0;1;2;28.0;3;3;35.0;1;1;43.0;1;2;50.0;1;1;50.0;1;2;2;32.86666666666667
20;417.78;70.78;59.37;59.89;47.15;20;24.57051282051282;2;30;13;17;6;4;2;2;4;10;4.666666666666667;3;37.0;1;2;21.25;4;3;31.0;1;1;41.0;1;2;50.0;1;1;0.0;0;2;1;21.833333333333332
20;419.74;65.67;60.6;61.35;75.8;20;39.6;0;15;15;0;7;7;0;1;4;10;36.0;1;41.0;1;2;34.0;1;3;36.0;1;1;46.0;1;2;50.0;1;1;44.0;1;2;2;33.294117647058826
9;414.97;76.65;55.29;56.46;57.27;9;38.2;0;15;15;0;7;7;0;1;4;5;35.0;1;38.0;1;2;31.0;1;3;38.0;1;1;40.0;1;2;50.0;1;1;48.0;1;2;2;35.529411764705884
8;438.09;64.12;61.79;73.69;59.21;8;26.576923076923077;2;26;13;13;6;4;2;2;4;10;11.75;4;32.0;1;2;30.0;1;3;16.5;2;1;39.0;1;2;50.0;1;1;0.0;0;2;1;6.444444444444445
11;412.88;67.28;59.37;57.8;63.4;8;36.2;0;15;15;0;7;7;0;1;4;5;33.0;1;39.0;1;2;30.0;1;3;30.0;1;1;40.0;1;2;45.0;1;1;44.0;1;2;2;31.058823529411764
10;421.17;69.96;56.97;57.8;64.24;10;26.615384615384617;1;16;13;3;6;4;2;2;4;10;12.0;1;43.0;1;2;17.0;2;3;36.0;1;1;40.0;1;2;45.0;1;1;0.0;0;2;1;4.5
9;431.81;64.16;58.27;63.55;72.32;9;22.8;2;25;15;10;7;4;3;2;4;10;18.5;2;35.0;1;2;11.0;3;3;34.0;1;1;35.0;1;2;45.0;1;1;8.0;1;2;1;23.142857142857142
11;413.99;74.79;54.57;59.89;55.62;11;22.307692307692307;1;16;13;3;6;4;2;2;4;10;4.0;1;38.0;1;2;15.0;2;3;30.0;1;1;39.0;1;2;45.0;1;1;0.0;0;2;1;5.666666666666667
15;415.52;67.28;59.37;62.09;59.67;15;16.55;4;22;15;7;5;1;4;1;4;10;0.0;1;30.0;1;2;15.5;2;3;14.0;2;1;14.5;2;2;0.0;2;1;8.0;1;2;1;0.0
8;416.75;79.59;52.29;61.52;81.98;3;36.46666666666667;1;23;15;8;7;6;1;1;4;5;29.0;3;42.0;1;2;30.0;1;3;35.0;1;1;40.0;1;2;50.0;1;1;46.0;1;2;2;34.8235294117647
8;420.69;68.85;57.99;61.35;62.69;20;34.86666666666667;1;19;15;4;7;6;1;1;4;2;22.5;2;39.0;1;2;31.0;1;3;36.0;1;1;45.0;1;2;50.0;1;1;43.0;1;2;2;35.85294117647059
12;434.36;65.86;55.73;67.75;64.8;10;34.03333333333333;1;18;15;3;7;6;1;1;4;10;30.0;1;36.0;1;2;29.5;2;3;33.0;1;1;35.0;1;2;45.0;1;1;41.0;1;2;2;33.94117647058823
8;428.94;76.53;48.41;67.75;50.86;8;38.93333333333333;0;15;15;0;7;7;0;1;4;5;34.0;1;40.0;1;2;35.0;1;3;44.0;1;1;38.0;1;2;45.0;1;1;49.0;1;2;2;37.705882352941174
20;416.51;67.28;59.37;62.09;64.7;20;35.93333333333333;0;15;15;0;7;7;0;1;4;5;31.0;1;35.0;1;2;30.0;1;3;31.0;1;1;42.0;1;2;50.0;1;1;45.0;1;2;2;31.41176470588235
20;413.7;72.53;55.73;61.57;54.64;10;38.733333333333334;0;15;15;0;7;7;0;1;4;5;30.0;1;47.0;1;2;41.0;1;3;42.0;1;1;43.0;1;2;36.0;1;1;40.0;1;2;3;40.411764705882355
20;410.17;74.79;54.74;59.32;71.98;20;37.733333333333334;0;15;15;0;7;7;0;1;4;10;32.0;1;44.0;1;2;33.0;1;3;43.0;1;1;45.0;1;2;30.0;1;1;44.0;1;2;1;29.676470588235293
20;432.04;62.92;58.25;64.46;52.09;20;32.95;1;24;15;9;7;6;1;1;4;10;30.0;1;34.0;1;2;25.75;4;3;40.0;1;1;34.0;1;2;33.0;1;1;44.0;1;2;2;32.0
20;427.2;69.03;50.84;56.48;73.93;20;36.75555555555555;2;26;15;11;7;6;1;1;4;2;30.333333333333332;3;44.0;1;2;29.0;2;3;44.0;1;1;46.0;1;2;31.0;1;1;44.0;1;2;2;34.470588235294116
19;384.5;80.88;56.13;45.47;48.4;4;21.384615384615383;2;31;13;18;6;4;2;2;4;13;10.5;4;37.0;1;2;4.333333333333333;3;3;43.0;1;1;37.0;1;2;32.0;1;1;0.0;0;2;1;9.916666666666666
4;407.67;60.6;59.37;45.94;46.27;4;29.076923076923077;1;16;13;3;6;5;1;2;4;10;32.0;1;38.0;1;2;8.0;2;3;40.0;1;1;40.0;1;2;30.0;1;1;0.0;0;2;1;16.0
8;413.58;69.96;57.16;66.5;61.66;4;37.13333333333333;1;18;15;3;7;7;0;1;4;2;33.0;1;41.0;1;2;33.0;2;3;41.0;1;1;39.0;1;2;37.0;1;1;44.0;1;2;2;34.411764705882355
6;410.02;79.59;49.63;55.79;53.73;6;37.03333333333333;1;18;15;3;7;6;1;1;4;2;36.0;1;45.0;1;2;26.5;2;3;42.0;1;1;39.0;1;2;30.0;1;1;46.0;1;2;2;34.94117647058823
20;420.62;73.85;49.76;55.21;70.37;20;40.93333333333333;0;15;15;0;7;7;0;1;4;9;34.0;1;46.0;1;2;36.0;1;3;45.0;1;1;49.0;1;2;43.0;1;1;46.0;1;2;2;32.53846153846154
20;444.08;57.88;52.14;70.07;94.41;20;39.86666666666667;0;15;15;0;7;7;0;1;4;5;35.0;1;46.0;1;2;37.0;1;3;44.0;1;1;49.0;1;2;35.0;1;1;39.0;1;2;2;38.76470588235294
15;420.45;67.28;54.57;55.79;71.98;15;40.8;0;15;15;0;7;7;0;1;4;5;31.0;1;44.0;1;2;41.0;1;3;47.0;1;1;48.0;1;2;36.0;1;1;49.0;1;2;2;38.529411764705884
8;389.13;69.12;63.23;49.71;66.44;5;14.454545454545455;0;13;13;0;5;0;5;2;4;10;19.0;1;20.0;1;2;4.0;1;3;14.0;1;1;0.0;1;2;17.0;1;1;0.0;0;2;1;0.0
10;402.23;65.46;61.23;49.77;48.4;10;26.677777777777774;2;26;15;11;7;5;2;2;4;10;12.666666666666666;3;37.0;1;2;12.5;2;3;40.0;1;1;43.0;1;2;30.0;1;1;41.0;1;2;1;17.142857142857142
8;411.47;70.78;56.97;57.8;58.01;7;33.65384615384615;2;20;13;7;6;5;1;1;4;9;30.0;2;43.0;1;2;25.5;2;3;44.0;1;1;40.0;1;2;31.0;1;1;0.0;0;2;1;20.8
10;405.48;67.28;59.37;57.8;66.03;10;21.46153846153846;0;13;13;0;6;2;4;2;4;9;8.0;1;24.0;1;2;22.0;1;3;33.0;1;1;38.0;1;2;24.0;1;1;0.0;0;2;1;0.0
20;418.89;64.12;57.16;61.52;75.52;20;19.076923076923077;2;18;13;5;6;3;3;2;4;10;6.5;2;36.0;1;2;10.0;1;3;38.0;1;1;34.0;1;2;14.0;2;1;0.0;0;2;1;10.666666666666666
18;414.9;66.56;54.74;61.52;62.13;18;36.666666666666664;0;15;15;0;7;7;0;1;4;5;31.0;1;41.0;1;2;30.0;1;3;43.0;1;1;40.0;1;2;37.0;1;1;47.0;1;2;2;38.23529411764706
20;411.94;73.85;54.57;62.09;57.29;11;27.42222222222222;3;27;15;12;7;4;3;1;4;9;16.333333333333332;3;37.0;1;2;27.5;2;3;21.5;2;1;34.0;1;2;38.0;1;1;31.0;1;2;1;5.666666666666667
18;406.58;69.96;54.57;49.94;77.13;8;29.102564102564102;2;27;13;14;6;4;2;2;4;9;25.333333333333332;3;31.0;1;2;22.666666666666668;3;3;43.0;1;1;35.0;1;2;34.0;1;1;0.0;0;2;1;23.9
20;414.81;69.96;49.63;53.82;77.13;20;35.06666666666667;1;21;15;6;7;6;1;1;4;9;30.0;1;44.0;1;2;24.0;3;3;45.0;1;1;46.0;1;2;37.0;1;1;36.0;1;2;2;30.833333333333332
13;398.67;60.49;66.74;67.71;40.88;21;15.5;4;23;13;10;6;1;5;1;4;9;16.5;2;19.0;2;2;8.5;2;3;36.0;1;1;12.0;1;2;12.0;2;1;0.0;0;2;1;0.0
9;385.92;69.99;58.93;49.87;55.84;20;35.19230769230769;2;20;13;7;6;5;1;1;4;10;28.5;2;33.0;1;2;36.5;2;3;44.0;1;1;44.0;1;2;36.0;1;1;0.0;0;2;1;25.5
20;415.71;66.56;54.74;57.23;71.98;20;38.93333333333333;0;15;15;0;7;7;0;1;4;5;37.0;1;38.0;1;2;31.0;1;3;46.0;1;1;50.0;1;2;39.0;1;1;41.0;1;2;2;38.05882352941177
11;418.89;64.12;54.57;59.89;79.4;11;32.733333333333334;1;23;15;8;7;6;1;1;4;9;25.0;3;34.0;1;2;31.0;1;3;44.0;1;1;42.0;1;2;40.0;1;1;31.0;1;2;1;21.791666666666668
4;430.92;61.16;52.14;64.45;58.47;4;37.6;0;15;15;0;7;7;0;1;4;5;32.0;1;37.0;1;2;31.0;1;3;42.0;1;1;47.0;1;2;33.0;1;1;50.0;1;2;2;38.8235294117647
15;411.45;67.28;56.97;53.82;53.73;19;27.53846153846154;3;31;13;18;6;3;3;1;4;9;23.0;3;24.0;3;2;19.333333333333332;3;3;46.0;1;1;40.0;1;2;34.0;1;1;0.0;0;2;2;34.5
20;402.84;72.11;53.68;54.18;47.17;20;26.05128205128205;2;27;13;14;6;4;2;2;4;9;21.666666666666668;3;30.0;1;2;17.0;3;3;39.0;1;1;35.0;1;2;32.0;1;1;0.0;0;2;1;25.166666666666668
18;403.15;74.79;52.14;57.8;68.86;18;26.28846153846154;3;32;13;19;6;3;3;1;4;10;20.0;2;27.25;4;2;21.75;4;3;30.0;1;1;40.0;1;2;32.0;1;1;0.0;0;2;1;15.61111111111111
8;384.68;84.71;49.63;47.96;60.44;8;12.363636363636363;0;13;13;0;5;1;4;2;4;10;10.0;1;0.0;1;2;3.0;1;3;5.0;1;1;33.0;1;2;16.0;1;1;0.0;0;2;1;0.0
20;395.4;65.86;60.87;61.57;57.27;20;12.923076923076923;0;13;13;0;6;0;6;2;4;10;8.0;1;13.0;1;2;12.0;1;3;14.0;1;1;21.0;1;2;18.0;1;1;0.0;0;2;1;0.0
14;389.81;69.12;60.45;54.13;73.23;9;34.53333333333333;0;15;15;0;7;7;0;1;4;9;30.0;1;38.0;1;2;31.0;1;3;45.0;1;1;38.0;1;2;36.0;1;1;36.0;1;2;1;25.676470588235293
20;401.52;69.96;56.97;53.82;69.93;21;29.128205128205124;1;21;13;8;6;5;1;2;4;9;15.666666666666666;3;31.0;1;2;30.0;1;3;38.0;1;1;48.0;1;2;30.0;1;1;0.0;0;2;1;17.625
9;392.99;60.6;67.16;57.23;75.1;9;38.2;0;15;15;0;7;7;0;1;4;5;31.0;1;34.0;1;2;41.0;1;3;44.0;1;1;43.0;1;2;38.0;1;1;45.0;1;2;2;37.3235294117647
6;427.29;63.47;52.14;67.08;64.24;10;29.807692307692307;2;20;13;7;6;4;2;2;4;9;23.5;2;34.0;1;2;17.5;2;3;45.0;1;1;45.0;1;2;38.0;1;1;0.0;0;2;1;14.0
10;402.63;68.85;55.49;61.35;70.18;10;23.911111111111108;2;29;15;14;7;4;3;2;4;10;13.666666666666666;3;38.0;1;2;16.666666666666668;3;3;40.0;1;1;43.0;1;2;32.0;1;1;10.0;1;2;1;21.375
20;401.54;61.16;64.28;53.82;53.73;20;39.86666666666667;1;19;15;4;7;7;0;1;4;5;34.0;2;35.0;1;2;41.0;1;3;45.0;1;1;45.0;1;2;40.0;1;1;47.0;1;2;3;42.88235294117647
7;407.23;66.56;54.74;59.32;55.62;7;28.346153846153847;2;28;13;15;6;4;2;2;4;10;30.0;1;15.75;4;2;19.0;4;3;43.0;1;1;41.0;1;2;35.0;1;1;0.0;0;2;1;12.791666666666666
