NUMERO;PROMEDIO_UNO;PROMEDIO_DOS;NOTA_MATERIALES;NOTA_EE_DOS;PROMEDIO_TRES;NOTA_MULTIVARIADO;NOTA_FISICA_DOS;NOTA_EE_CUATRO;PROMEDIO_CINCO;NOTA_PROCESOSM;NOTA_ADMINISTRACION;NOTA_LENGUA_UNO;NOTA_EI_UNO;NOTA_EI_DOS;PROMEDIO_SEIS;CAR_SEIS;NCC_SEIS;NCA_SEIS;NCP_SEIS;NAC_SEIS;NAA_SEIS;NAP_SEIS;EPA_SEIS;NOTA_ECONOMIA_DOS;VECES_ECONOMIA_DOS;CREDITOS_ECONOMIA_DOS;NOTA_PLINEAL;VECES_PLINEAL;CREDITOS_PLINEAL;NOTA_DERECHO;VECES_DERECHO;CREDITOS_DERECHO;NOTA_IECONOMICA;VECES_IECONOMICA;CREDITOS_IECONOMICA;NOTA_DISENO;VECES_DISENO;CREDITOS_DISENO;NOTA_METODOS;VECES_METODOS;CREDITOS_METODOS;NOTA_SEGURIDAD;VECES_SEGURIDAD;CREDITOS SEGURIDAD;NOTA_EI_TRES;VECES_EI_TRES;CREDITOS_EI_TRES;RENDIMIENTO_SIETE;PROMEDIO_SIETE
142;36.8;38.625;33.0;36.0;40.333333333333336;45.0;35.0;50;32.57142857142857;35.0;35.0;0.0;38.0;0.0;30.84375;1;18;15;3;7;6;1;1;35.0;1;2;24.5;2;3;44.0;1;1;35.0;1;2;30.0;1;2;30.0;1;3;43.0;1;2;0;0;2;2;32.7
143;35.733333333333334;35.9375;35.0;35.0;37.6;35.0;35.0;45;36.214285714285715;45.0;40.0;0.0;46.0;0.0;32.625;1;18;15;3;7;6;1;1;35.0;1;2;25.0;2;3;37.0;1;1;40.0;1;2;35.0;1;2;40.0;1;3;35.0;1;2;0;0;2;2;35.1
145;31.77777777777778;31.964285714285715;0.0;40.0;32.083333333333336;32.0;5.0;0;27.142857142857142;30.0;30.0;0.0;40.0;0.0;30.0;1;11;9;2;4;3;1;1;30.0;1;2;0.0;0;3;0.0;0;1;27.5;2;2;40.0;1;2;35.0;1;3;0.0;0;2;0;0;2;1;25.166666666666668
154;30.6;29.625;29.5;35.0;33.86666666666667;30.0;30.0;33;31.642857142857142;35.0;30.0;46.0;0.0;0.0;29.645833333333336;4;26;15;11;7;4;3;1;25.0;2;2;28.0;2;3;44.0;1;1;23.666666666666668;3;2;40.0;1;2;33.0;1;3;35.0;2;2;0;0;2;2;34.5
155;31.944444444444446;31.84375;31.0;40.0;35.2;30.0;30.0;40;34.3235294117647;30.0;35.0;41.0;41.0;41.0;29.875;1;21;15;6;7;6;1;2;30.0;1;2;24.0;3;3;46.0;1;1;30.0;1;2;35.0;1;2;30.0;1;3;40.0;1;2;0;0;2;2;35.6
158;32.0;36.6875;37.0;39.0;36.4;30.0;35.0;49;32.035714285714285;29.0;25.0;50.0;0.0;0.0;30.625;3;24;15;9;7;5;2;1;23.0;3;2;32.0;2;3;36.0;1;1;27.0;2;2;35.0;1;2;36.0;1;3;40.0;1;2;0;0;2;2;34.7
161;33.666666666666664;34.21875;30.0;30.0;35.30769230769231;30.0;35.0;50;34.642857142857146;40.0;35.0;0.0;45.0;0.0;35.93333333333333;0;14;14;0;6;6;0;1;35.0;1;2;37.0;1;3;0.0;0;1;40.0;1;2;40.0;1;2;40.0;1;3;39.0;1;2;0;0;2;2;36.4
162;31.0;31.375;39.0;47.0;36.53333333333333;40.0;35.0;41;30.357142857142858;35.0;35.0;0.0;37.0;0.0;31.390625;1;24;15;9;7;6;1;1;30.0;1;2;24.75;4;3;30.0;1;1;37.0;1;2;40.0;1;2;34.0;1;3;41.0;1;2;0;0;2;2;32.0
163;32.0;34.6875;22.0;38.0;40.666666666666664;35.0;24.5;43;30.1;30.0;27.0;0.0;40.0;35.0;26.115625;4;37;15;22;7;3;4;1;30.0;1;2;22.25;4;3;35.0;1;1;21.8;5;2;25.0;2;2;29.5;2;3;37.0;1;2;0;0;2;2;34.1
164;39.333333333333336;37.4375;19.5;40.0;39.222222222222214;35.0;21.333333333333332;35;27.62857142857143;30.0;40.0;0.0;31.0;0.0;29.0625;2;24;15;9;7;5;2;2;35.0;1;2;22.0;3;3;34.0;1;1;30.0;1;2;40.0;1;2;29.0;2;3;34.0;1;2;0;0;2;2;30.9
166;30.666666666666668;33.125;35.0;35.0;33.0;25.0;29.5;33;30.892857142857142;38.0;33.0;43.0;0.0;0.0;31.0625;3;25;15;10;7;5;2;1;27.5;2;2;31.333333333333332;3;3;45.0;1;1;25.5;2;2;35.0;1;2;32.0;1;3;43.0;1;2;0;0;2;2;34.4
167;31.666666666666668;34.375;40.0;40.0;34.0;30.0;37.0;30;31.84375;38.0;30.0;39.0;40.0;0.0;32.375;0;15;15;0;7;7;0;1;40.0;1;2;30.0;1;3;42.0;1;1;35.0;1;2;30.0;1;2;30.0;1;3;43.0;1;2;0;0;2;2;33.7
168;32.666666666666664;32.84375;30.0;34.0;32.63333333333333;22.5;30.0;30;29.714285714285715;35.0;34.0;44.0;0.0;0.0;33.875;1;17;15;2;7;7;0;1;32.5;2;2;31.0;1;3;45.0;1;1;35.0;1;2;45.0;1;2;31.0;1;3;43.0;1;2;0;0;2;2;33.7
171;37.0;36.0625;30.0;41.0;38.93333333333333;30.0;40.0;42;36.705882352941174;35.0;30.0;42.0;50.0;45.0;33.8125;1;18;15;3;7;6;1;1;35.0;1;2;25.0;2;3;42.0;1;1;45.0;1;2;35.0;1;2;40.0;1;3;37.0;1;2;0;0;2;2;33.7
173;30.5;29.395833333333332;24.666666666666668;38.0;35.333333333333336;35.0;26.0;49;30.0;30.0;35.0;0.0;0.0;0.0;33.8125;0;15;15;0;7;7;0;1;35.0;1;2;34.0;1;3;43.0;1;1;30.0;1;2;40.0;1;2;36.0;1;3;39.0;1;2;0;0;2;2;32.9
174;35.4;36.09375;30.0;45.0;37.266666666666666;40.0;35.0;44;37.9375;40.0;45.0;44.0;42.0;0.0;32.6875;1;17;15;2;7;7;0;1;30.0;1;2;30.0;1;3;43.0;1;1;32.5;2;2;45.0;1;2;35.0;1;3;35.0;1;2;0;0;2;2;36.1
177;36.666666666666664;39.6875;40.0;45.0;41.93333333333333;40.0;40.0;50;39.857142857142854;45.0;45.0;46.5;0.0;0.0;34.8125;1;18;15;3;7;6;1;1;40.0;1;2;25.0;2;3;37.0;1;1;45.0;1;2;45.0;1;2;35.0;1;3;40.0;1;2;0;0;2;2;37.4
179;35.8;35.71875;42.0;45.0;38.86666666666667;35.0;30.0;40;33.214285714285715;30.0;35.0;0.0;50.0;0.0;32.8125;1;21;15;6;7;6;1;1;35.0;1;2;24.0;3;3;36.0;1;1;30.0;1;2;45.0;1;2;39.0;1;3;40.0;1;2;0;0;2;2;38.1
180;36.0;35.44117647058823;39.0;36.0;34.166666666666664;30.0;35.0;30;32.785714285714285;35.0;35.0;0.0;45.0;0.0;29.75;2;20;15;5;7;5;2;2;30.0;1;2;25.0;2;3;42.0;1;1;25.0;2;2;35.0;1;2;35.0;1;3;37.0;1;2;0;0;2;2;32.5
181;33.666666666666664;31.25;0.0;35.0;27.0;27.5;21.0;0;26.833333333333332;32.0;30.0;0.0;0.0;0.0;14.285714285714286;1;8;6;2;3;1;2;2;35.0;2;2;0.0;0;3;0.0;0;1;8.0;1;2;7.0;1;2;0.0;0;3;0.0;0;2;0;0;2;1;24.75
182;33.93333333333333;31.676470588235293;30.0;43.0;31.833333333333332;30.0;35.0;50;30.571428571428573;35.0;35.0;0.0;45.0;0.0;32.4375;1;18;15;3;7;6;1;1;35.0;1;2;29.0;2;3;45.0;1;1;30.0;1;2;35.0;1;2;35.0;1;3;41.0;1;2;0;0;2;2;33.3
183;39.333333333333336;42.8125;40.0;40.0;39.53333333333333;35.0;40.0;45;38.57142857142857;45.0;40.0;42.5;0.0;0.0;33.625;1;18;15;3;7;7;0;1;35.0;1;2;30.0;2;3;41.0;1;1;40.0;1;2;40.0;1;2;35.0;1;3;36.0;1;2;0;0;2;2;34.1
185;35.13333333333333;36.05882352941177;35.0;44.0;37.86666666666667;35.0;35.0;42;31.666666666666668;35.0;40.0;0.0;0.0;0.0;33.625;2;24;15;9;7;6;1;1;35.0;1;2;25.333333333333332;3;3;46.0;1;1;45.0;1;2;40.0;1;2;30.0;2;3;43.0;1;2;0;0;2;2;36.6
186;36.666666666666664;36.6875;35.0;41.0;40.333333333333336;35.0;40.0;42;38.07142857142857;40.0;40.0;0.0;44.0;0.0;35.375;0;15;15;0;7;7;0;1;35.0;1;2;30.0;1;3;41.0;1;1;45.0;1;2;45.0;1;2;35.0;1;3;40.0;1;2;0;0;2;2;39.5
187;37.2;36.5625;30.0;45.0;35.666666666666664;35.0;40.0;39;33.9375;35.0;30.0;44.5;47.0;0.0;33.1875;1;18;15;3;7;6;1;1;35.0;1;2;29.0;2;3;42.0;1;1;35.0;1;2;30.0;1;2;40.0;1;3;41.0;1;2;0;0;2;2;34.8
188;32.55555555555556;31.28125;31.0;36.0;36.0;28.333333333333332;45.0;30;28.833333333333332;30.0;35.0;0.0;0.0;0.0;32.28125;1;18;15;3;7;7;0;1;31.0;1;2;30.5;2;3;39.0;1;1;39.0;1;2;30.0;1;2;34.0;1;3;42.0;1;2;0;0;2;2;31.75
189;32.53333333333333;28.4375;33.0;37.0;35.2;30.0;24.0;38;29.428571428571427;30.0;36.0;50.0;0.0;0.0;28.765625;2;26;15;11;7;5;2;2;30.0;1;2;27.75;4;3;38.0;1;1;22.5;2;2;30.0;1;2;32.0;1;3;39.0;1;2;0;0;2;2;31.7
190;37.46666666666667;35.625;30.0;45.0;41.93333333333333;35.0;35.0;42;32.083333333333336;35.0;30.0;0.0;0.0;0.0;33.9375;1;18;15;3;7;6;1;1;35.0;1;2;25.0;2;3;43.0;1;1;30.0;1;2;40.0;1;2;45.0;1;3;40.0;1;2;0;0;2;2;33.4
192;35.57777777777778;33.1875;31.0;47.0;37.6;30.0;39.0;42;30.833333333333332;30.0;35.0;0.0;0.0;0.0;30.875;1;21;15;6;7;6;1;1;35.0;1;2;25.0;3;3;42.0;1;1;30.0;1;2;40.0;1;2;33.0;1;3;34.0;1;2;0;0;2;2;32.2
193;32.51111111111111;35.5;34.0;40.0;35.4;35.0;30.0;45;31.571428571428573;36.0;35.0;0.0;35.0;0.0;32.625;0;15;15;0;7;7;0;1;35.0;1;2;30.0;1;3;30.0;1;1;40.0;1;2;35.0;1;2;34.0;1;3;40.0;1;2;0;0;2;2;30.7
194;31.644444444444446;30.03125;39.0;35.0;30.5;27.5;29.0;40;26.928571428571427;31.0;30.0;0.0;40.0;0.0;29.3125;1;17;15;2;7;6;1;2;30.0;1;2;30.0;1;3;45.0;1;1;19.0;2;2;30.0;1;2;32.0;1;3;40.0;1;2;0;0;2;2;31.8
199;34.55555555555555;32.75;30.0;37.0;35.333333333333336;30.0;28.0;30;31.071428571428573;31.0;35.0;0.0;41.0;0.0;31.28125;1;18;15;3;7;6;1;1;30.0;1;2;25.5;2;3;42.0;1;1;30.0;1;2;35.0;1;2;38.0;1;3;39.0;1;2;0;0;2;2;33.083333333333336
201;31.11111111111111;32.015625;34.0;42.0;37.93333333333333;36.0;27.666666666666668;0;27.25;32.0;40.0;0.0;0.0;0.0;31.23076923076923;1;16;12;4;6;5;1;1;31.0;1;2;0.0;0;3;45.0;1;1;13.0;3;2;40.0;1;2;35.0;1;3;44.0;1;2;0;0;2;2;30.5
202;30.512820512820515;29.423076923076923;0.0;0.0;21.366666666666667;10.5;0.0;0;27.857142857142858;0.0;30.0;0.0;0.0;0.0;23.2;0;4;4;0;2;1;1;2;13.0;1;2;0.0;0;3;0.0;0;1;0.0;0;2;45.0;1;2;0.0;0;3;0.0;0;2;0;0;2;1;17.5
204;34.333333333333336;38.88235294117647;40.0;43.0;41.333333333333336;40.0;35.0;40;37.142857142857146;45.0;45.0;42.5;0.0;0.0;35.4375;1;18;15;3;7;6;1;1;35.0;1;2;25.0;2;3;41.0;1;1;45.0;1;2;50.0;1;2;35.0;1;3;43.0;1;2;0;0;2;2;33.7
205;31.8;26.875;0.0;0.0;25.32;24.4;32.0;0;28.685714285714287;30.0;36.0;0.0;39.0;0.0;23.285714285714285;2;14;6;8;3;1;2;2;22.5;2;2;0.0;0;3;0.0;0;1;19.0;4;2;40.0;1;2;0.0;0;3;0.0;0;2;0;0;2;1;15.0
207;33.5;32.6875;28.5;38.0;37.333333333333336;30.0;23.5;45;28.464285714285715;34.5;30.0;0.0;35.0;0.0;29.8125;2;23;15;8;7;5;2;2;25.0;2;2;25.0;3;3;45.0;1;1;30.0;1;2;35.0;1;2;33.0;1;3;39.0;1;2;0;0;2;2;34.2
208;33.1;30.25;32.0;45.0;35.6;30.0;30.0;50;30.214285714285715;36.0;35.0;0.0;40.0;0.0;32.34375;2;20;15;5;7;6;1;1;35.0;1;2;32.5;2;3;44.0;1;1;23.5;2;2;35.0;1;2;35.0;1;3;42.0;1;2;0;0;2;2;35.6
211;33.666666666666664;36.375;30.0;36.0;37.666666666666664;40.0;30.0;40;33.5;35.0;40.0;0.0;44.0;0.0;29.34375;2;20;15;5;7;5;2;2;27.5;2;2;22.5;2;3;40.0;1;1;30.0;1;2;30.0;1;2;35.0;1;3;41.0;1;2;0;0;2;2;31.3
212;31.266666666666666;32.28125;39.0;43.0;38.666666666666664;40.0;30.0;30;33.03333333333333;35.0;34.0;0.0;39.0;36.0;31.75;3;22;15;7;7;5;2;1;25.0;2;2;27.0;2;3;45.0;1;1;35.0;2;2;35.0;1;2;36.0;1;3;42.0;1;2;0;0;2;2;36.1
213;31.0;31.0625;34.0;37.0;34.06666666666667;30.0;29.5;38;34.38235294117647;30.0;35.0;45.0;45.0;36.0;32.21875;2;20;15;5;7;6;1;1;30.0;1;2;34.5;2;3;44.0;1;1;22.5;2;2;40.0;1;2;35.0;1;3;39.0;1;2;0;0;2;2;34.9
217;36.44444444444445;37.625;32.0;44.0;41.0;35.0;35.0;43;35.357142857142854;40.0;40.0;0.0;45.0;0.0;30.65625;1;18;15;3;7;6;1;1;30.0;1;2;25.5;2;3;41.0;1;1;30.0;1;2;30.0;1;2;35.0;1;3;44.0;1;2;0;0;2;2;37.2
218;28.974358974358974;28.333333333333332;0.0;0.0;25.916666666666668;21.5;0.0;0;19.571428571428573;0.0;0.0;0.0;40.0;0.0;28.666666666666668;1;8;4;4;2;2;0;2;31.666666666666668;3;2;0.0;0;3;0.0;0;1;0.0;0;2;40.0;1;2;0.0;0;3;0.0;0;2;0;0;2;1;11.25
219;37.0;33.375;32.0;40.0;36.93333333333333;35.0;40.0;49;34.4375;40.0;40.0;48.0;30.0;0.0;33.53125;1;18;15;3;7;6;1;1;30.0;1;2;27.5;2;3;45.0;1;1;45.0;1;2;40.0;1;2;35.0;1;3;37.0;1;2;0;0;2;2;34.4
222;41.666666666666664;42.875;45.0;43.0;39.266666666666666;30.0;35.0;45;42.5625;45.0;40.0;48.0;50.0;0.0;35.46875;1;18;15;3;7;6;1;1;35.0;1;2;27.5;2;3;44.0;1;1;40.0;1;2;45.0;1;2;39.0;1;3;42.0;1;2;0;0;2;2;38.5
223;38.333333333333336;32.71875;35.0;43.0;36.06666666666667;30.0;35.0;45;37.5;45.0;40.0;0.0;45.0;0.0;33.78125;1;18;15;3;7;6;1;1;35.0;1;2;29.5;2;3;48.0;1;1;35.0;1;2;35.0;1;2;38.0;1;3;40.0;1;2;0;0;2;2;38.75
224;31.466666666666665;27.8125;31.0;44.0;31.5;27.0;40.0;0;22.125;20.0;29.0;0.0;0.0;0.0;26.466666666666665;4;23;14;9;6;4;2;1;30.0;2;2;16.0;2;3;0.0;0;1;30.0;2;2;42.0;1;2;33.0;1;3;23.0;2;2;0;0;2;1;27.25
229;35.333333333333336;31.40625;30.0;45.0;30.733333333333334;26.0;35.0;38;31.666666666666668;32.0;31.0;0.0;40.0;35.0;32.5;1;18;15;3;7;7;0;1;31.0;1;2;32.0;2;3;44.0;1;1;37.0;1;2;39.0;1;2;30.0;1;3;38.0;1;2;0;0;2;2;31.9
230;32.8;33.78125;39.0;40.0;35.36666666666667;30.0;30.5;49;28.333333333333332;32.0;30.0;0.0;0.0;0.0;28.9375;1;21;15;6;7;6;1;2;35.0;1;2;19.0;3;3;39.0;1;1;30.0;1;2;40.0;1;2;31.0;1;3;32.0;1;2;0;0;2;2;35.2
232;33.0;33.214285714285715;0.0;30.0;27.958333333333332;25.0;30.0;0;21.54861111111111;24.333333333333332;22.333333333333332;0.0;0.0;0.0;29.633333333333333;1;17;14;3;6;5;1;2;35.0;1;2;25.5;2;3;0.0;0;1;35.0;1;2;30.0;1;2;30.0;1;3;39.0;1;2;0;0;2;1;20.7
233;38.333333333333336;41.875;40.0;40.0;38.4;35.0;30.0;40;33.785714285714285;35.0;30.0;46.5;0.0;0.0;33.625;1;18;15;3;7;6;1;1;35.0;1;2;28.0;2;3;42.0;1;1;35.0;1;2;40.0;1;2;36.0;1;3;42.0;1;2;0;0;2;2;35.8
234;40.0;35.625;30.0;30.0;39.2;40.0;35.0;40;37.8;33.0;40.0;0.0;41.0;45.0;34.1875;0;15;15;0;7;7;0;1;30.0;1;2;30.0;1;3;46.0;1;1;35.0;1;2;45.0;1;2;37.0;1;3;40.0;1;2;0;0;2;2;36.2
235;33.666666666666664;27.285714285714285;0.0;40.0;28.53846153846154;16.666666666666668;34.0;0;22.027777777777782;8.0;33.0;0.0;0.0;0.0;16.3;1;11;9;2;4;1;3;2;25.0;2;2;0.0;0;3;0.0;0;1;10.0;1;2;39.0;1;2;5.0;1;3;0.0;0;2;0;0;2;1;20.0
236;34.0;32.5625;39.0;34.0;37.266666666666666;30.0;30.0;33;37.5;38.0;35.0;46.0;39.0;45.0;35.3125;0;15;15;0;7;7;0;1;50.0;1;2;30.0;1;3;48.0;1;1;30.0;1;2;41.0;1;2;37.0;1;3;37.0;1;2;0;0;2;2;33.5
237;39.0;36.5625;35.0;40.0;41.13333333333333;45.0;35.0;50;35.357142857142854;40.0;45.0;42.5;0.0;0.0;35.5;1;18;15;3;7;6;1;1;35.0;1;2;28.0;2;3;44.0;1;1;40.0;1;2;45.0;1;2;40.0;1;3;40.0;1;2;0;0;2;2;38.6
238;37.93333333333333;35.15625;35.0;40.0;36.8;35.0;40.0;44;33.0;35.0;35.0;44.0;0.0;0.0;32.40625;1;18;15;3;7;6;1;1;40.0;1;2;26.5;2;3;48.0;1;1;30.0;1;2;30.0;1;2;35.0;1;3;43.0;1;2;0;0;2;2;34.1
240;37.333333333333336;31.875;29.0;31.0;38.93333333333333;40.0;25.0;39;29.472222222222225;36.0;28.5;0.0;32.0;33.0;26.484375;4;30;15;15;7;3;4;1;28.0;2;2;25.25;4;3;40.0;1;1;25.5;2;2;22.5;2;2;32.0;1;3;30.0;1;2;0;0;2;2;34.7
242;39.666666666666664;40.375;40.0;43.0;39.06666666666667;35.0;35.0;37;38.57142857142857;40.0;40.0;42.5;0.0;0.0;35.6875;0;15;15;0;7;7;0;1;35.0;1;2;30.0;1;3;50.0;1;1;40.0;1;2;45.0;1;2;35.0;1;3;43.0;1;2;0;0;2;2;35.666666666666664
244;33.333333333333336;30.9375;30.0;45.0;30.6;17.5;29.0;45;22.916666666666668;16.5;38.0;0.0;0.0;0.0;29.09375;2;20;15;5;7;5;2;2;35.0;1;2;27.5;2;3;36.0;1;1;27.0;2;2;35.0;1;2;31.0;1;3;30.0;1;2;0;0;2;2;32.1
245;38.333333333333336;35.78125;30.0;50.0;38.666666666666664;35.0;30.5;46;33.214285714285715;38.0;30.0;45.5;0.0;0.0;32.0;0;15;15;0;7;7;0;1;30.0;1;2;31.0;1;3;44.0;1;1;30.0;1;2;35.0;1;2;35.0;1;3;40.0;1;2;0;0;2;2;35.8
249;39.666666666666664;36.0;38.0;40.0;36.733333333333334;30.0;30.0;46;34.625;30.0;40.0;40.0;34.0;0.0;35.4375;0;15;15;0;7;7;0;1;35.0;1;2;31.0;1;3;44.0;1;1;40.0;1;2;40.0;1;2;40.0;1;3;40.0;1;2;0;0;2;2;39.0
250;38.266666666666666;37.8125;40.0;45.0;42.666666666666664;40.0;35.0;45;37.083333333333336;40.0;45.0;0.0;0.0;0.0;37.0625;0;15;15;0;7;7;0;1;35.0;1;2;32.0;1;3;50.0;1;1;40.0;1;2;45.0;1;2;41.0;1;3;42.0;1;2;0;0;2;2;37.416666666666664
251;39.4;37.9375;31.0;40.0;34.6;35.0;30.0;40;31.5;36.0;30.0;0.0;0.0;0.0;33.21875;1;18;15;3;7;6;1;1;35.0;1;2;27.5;2;3;43.0;1;1;30.0;1;2;40.0;1;2;38.0;1;3;41.0;1;2;0;0;2;2;34.0
252;33.166666666666664;30.125;9.5;36.0;28.666666666666668;15.0;30.0;0;29.464285714285715;25.5;30.0;0.0;44.0;0.0;31.125;0;7;7;0;3;3;0;1;30.0;1;2;0.0;0;3;0.0;0;1;0.0;0;2;45.0;1;2;33.0;1;3;0.0;0;2;0;0;2;1;28.833333333333332
253;34.56666666666667;31.441176470588236;31.5;37.0;34.166666666666664;25.0;35.0;0;37.11764705882353;45.0;35.0;50.0;36.0;33.0;38.0;1;19;17;2;8;8;0;1;40.0;1;2;30.0;1;3;48.0;1;1;33.0;2;2;43.0;1;2;40.0;1;3;42.0;1;2;36;1;2;2;39.8
254;33.333333333333336;33.5625;31.0;45.0;36.733333333333334;30.0;30.0;47;28.916666666666668;31.0;40.0;0.0;0.0;0.0;33.5625;0;15;15;0;7;7;0;1;45.0;1;2;31.0;1;3;45.0;1;1;30.0;1;2;31.0;1;2;31.0;1;3;47.0;1;2;0;0;2;2;34.4
255;33.43333333333333;30.05;30.0;34.0;32.375;0.0;0.0;0;27.555555555555557;0.0;40.0;0.0;32.0;0.0;24.777777777777775;1;9;5;4;2;1;1;2;20.333333333333332;3;2;0.0;0;3;0.0;0;1;0.0;0;2;0.0;0;2;36.0;1;3;0.0;0;2;0;0;2;1;17.5
257;38.0;33.4375;35.0;40.0;40.4;35.0;30.0;40;30.857142857142858;34.0;33.0;0.0;35.0;0.0;32.625;0;15;15;0;7;7;0;1;35.0;1;2;30.0;1;3;40.0;1;1;30.0;1;2;35.0;1;2;38.0;1;3;39.0;1;2;0;0;2;2;32.0
258;34.666666666666664;33.71875;41.0;45.0;38.6;35.0;35.0;36;39.0;39.0;36.0;0.0;42.0;45.0;36.0;0;15;15;0;7;7;0;1;40.0;1;2;30.0;1;3;39.0;1;1;43.0;1;2;45.0;1;2;35.0;1;3;43.0;1;2;0;0;2;2;37.8
259;38.0;39.3125;40.0;42.0;42.6;40.0;40.0;45;37.57142857142857;45.0;40.0;0.0;44.0;0.0;36.1875;0;15;15;0;7;7;0;1;40.0;1;2;32.0;1;3;48.0;1;1;40.0;1;2;40.0;1;2;39.0;1;3;39.0;1;2;0;0;2;2;33.583333333333336
260;38.666666666666664;35.6875;30.5;30.0;38.733333333333334;35.0;30.0;31;35.57142857142857;35.0;40.0;0.0;34.0;0.0;32.109375;2;25;15;10;7;5;2;1;30.0;1;2;21.75;4;3;25.5;2;1;35.0;1;2;45.0;1;2;39.0;1;3;43.0;1;2;0;0;2;2;32.4
261;35.0;33.21875;29.5;45.0;36.733333333333334;30.0;30.0;40;34.21875;39.0;31.0;46.0;43.0;0.0;29.9375;2;20;15;5;7;5;2;2;30.0;1;2;28.0;2;3;43.0;1;1;27.5;2;2;35.0;1;2;31.0;1;3;37.0;1;2;0;0;2;2;34.5
262;38.333333333333336;34.65625;36.0;50.0;40.2;35.0;35.0;50;34.64583333333333;34.0;35.0;43.666666666666664;45.0;0.0;37.5625;0;15;15;0;7;7;0;1;35.0;1;2;34.0;1;3;48.0;1;1;45.0;1;2;50.0;1;2;35.0;1;3;43.0;1;2;0;0;2;2;38.4
263;33.3;38.3125;39.0;50.0;35.666666666666664;30.0;35.0;45;30.833333333333332;34.0;30.0;0.0;0.0;0.0;35.875;0;15;15;0;7;7;0;1;30.0;1;2;37.0;1;3;40.0;1;1;47.0;1;2;45.0;1;2;33.0;1;3;40.0;1;2;0;0;2;2;35.4
264;32.333333333333336;31.25;0.0;0.0;21.7;12.333333333333334;0.0;0;16.541666666666668;10.333333333333334;30.0;0.0;0.0;0.0;26.285714285714285;1;8;6;2;3;2;1;2;30.0;1;2;0.0;0;3;0.0;0;1;17.0;2;2;45.0;1;2;0.0;0;3;0.0;0;2;0;0;2;1;0.0
266;38.0;36.875;40.0;45.0;43.13333333333333;45.0;40.0;50;36.42857142857143;40.0;40.0;42.5;0.0;0.0;33.5;0;15;15;0;7;7;0;1;35.0;1;2;30.0;1;3;34.0;1;1;35.0;1;2;35.0;1;2;38.0;1;3;44.0;1;2;0;0;2;2;34.6
267;33.86666666666667;32.875;35.0;41.0;31.4;28.5;27.5;50;32.86666666666667;31.0;30.0;0.0;44.0;31.0;34.71875;1;18;15;3;7;7;0;1;40.0;1;2;31.5;2;3;45.0;1;1;39.0;1;2;40.0;1;2;38.0;1;3;32.0;1;2;0;0;2;2;33.2
268;39.2;35.625;35.0;40.0;38.93333333333333;40.0;40.0;45;38.714285714285715;50.0;40.0;0.0;41.0;0.0;35.25;0;15;15;0;7;7;0;1;35.0;1;2;38.0;1;3;42.0;1;1;40.0;1;2;35.0;1;2;38.0;1;3;37.0;1;2;0;0;2;2;34.75
269;35.53333333333333;35.3125;35.0;45.0;35.13333333333333;35.0;30.0;40;33.3125;34.0;30.0;47.0;46.0;0.0;33.6875;0;15;15;0;7;7;0;1;30.0;1;2;32.0;1;3;45.0;1;1;35.0;1;2;45.0;1;2;30.0;1;3;44.0;1;2;0;0;2;2;34.8
270;36.333333333333336;36.25;30.0;50.0;38.93333333333333;35.0;35.0;45;37.714285714285715;40.0;45.0;0.0;44.0;0.0;35.625;0;15;15;0;7;7;0;1;35.0;1;2;31.0;1;3;40.0;1;1;35.0;1;2;45.0;1;2;41.0;1;3;42.0;1;2;0;0;2;2;35.166666666666664
271;40.333333333333336;40.0;35.0;45.0;40.46666666666667;45.0;40.0;41;39.583333333333336;45.0;40.0;0.0;0.0;0.0;37.0625;0;15;15;0;7;7;0;1;40.0;1;2;37.0;1;3;42.0;1;1;40.0;1;2;45.0;1;2;38.0;1;3;38.0;1;2;0;0;2;2;35.583333333333336
272;32.5;34.875;32.0;37.0;36.13333333333333;30.0;32.5;39;34.25;46.0;31.0;42.0;39.0;0.0;33.5;0;15;15;0;7;7;0;1;30.0;1;2;33.0;1;3;39.0;1;1;35.0;1;2;45.0;1;2;30.0;1;3;44.0;1;2;0;0;2;2;31.0
273;38.8;33.5625;41.0;40.0;40.06666666666667;40.0;30.0;45;31.952380952380953;35.0;32.0;42.666666666666664;0.0;0.0;34.4375;0;15;15;0;7;7;0;1;30.0;1;2;30.0;1;3;44.0;1;1;40.0;1;2;45.0;1;2;37.0;1;3;38.0;1;2;0;0;2;2;34.6
274;33.833333333333336;31.375;37.0;34.0;34.06666666666667;30.0;35.0;31;35.75;46.0;30.0;44.0;45.0;0.0;33.75;2;19;15;4;7;7;0;1;35.0;2;2;30.0;1;3;44.0;1;1;30.0;2;2;45.0;1;2;34.0;1;3;42.0;1;2;0;0;2;2;34.2
275;33.666666666666664;31.375;32.0;39.0;34.7;30.0;31.5;47;33.714285714285715;32.0;40.0;0.0;45.0;0.0;31.0625;1;17;15;2;7;6;1;1;30.0;1;2;30.0;1;3;44.0;1;1;28.5;2;2;35.0;1;2;30.0;1;3;43.0;1;2;0;0;2;2;33.5
278;35.333333333333336;35.4375;40.0;41.0;38.266666666666666;30.0;30.0;50;36.785714285714285;40.0;35.0;0.0;45.0;0.0;34.875;1;18;15;3;7;6;1;1;35.0;1;2;25.0;2;3;48.0;1;1;40.0;1;2;45.0;1;2;39.0;1;3;39.0;1;2;0;0;2;2;35.7
